farm_id,warehouse,harvest_tons
Farm_04786,WH04,17.15
Farm_04787,WH01,62.38
Farm_04788,WH05,45.45
Farm_04789,WH10,37.99
Farm_04790,WH19,6.14
Farm_04791,WH15,5.21
Farm_04792,WH13,38.76
Farm_04793,WH12,10.42
Farm_04794,WH09,65.33
Farm_04795,WH20,67.73
Farm_04796,WH03,51.68
Farm_04797,WH01,64.22
Farm_04798,WH07,6.24
Farm_04799,WH15,44.32
Farm_04800,WH20,55.27
Farm_04801,WH07,13.77
Farm_04802,WH19,66.54
Farm_04803,WH01,14.0
Farm_04804,WH14,13.09
Farm_04805,WH03,40.18
Farm_04806,WH20,26.49
Farm_04807,WH14,25.74
Farm_04808,WH13,70.3
Farm_04809,WH02,11.9
Farm_04810,WH06,38.12
Farm_04811,WH12,14.26
Farm_04812,WH12,62.82
Farm_04813,WH01,32.06
Farm_04814,WH12,63.69
Farm_04815,WH12,74.14
Farm_04816,WH20,67.39
Farm_04817,WH05,15.38
Farm_04818,WH20,22.31
Farm_04819,WH13,25.65
Farm_04820,WH04,16.76
Farm_04821,WH05,69.65
Farm_04822,WH01,72.62
Farm_04823,WH06,39.69
Farm_04824,WH12,54.6
Farm_04825,WH17,59.97
Farm_04826,WH15,27.89
Farm_04827,WH06,23.62
Farm_04828,WH03,69.52
Farm_04829,WH19,30.75
Farm_04830,WH03,74.81
Farm_04831,WH01,28.89
Farm_04832,WH16,54.68
Farm_04833,WH13,0.81
Farm_04834,WH07,43.78
Farm_04835,WH19,1.65
Farm_04836,WH08,17.68
Farm_04837,WH08,8.73
Farm_04838,WH06,73.46
Farm_04839,WH07,28.51
Farm_04840,WH09,2.23
Farm_04841,WH04,37.94
Farm_04842,WH12,46.28
Farm_04843,WH20,35.23
Farm_04844,WH01,30.52
Farm_04845,WH16,56.1
Farm_04846,WH11,31.97
Farm_04847,WH01,26.55
Farm_04848,WH03,17.61
Farm_04849,WH18,53.41
Farm_04850,WH15,31.66
Farm_04851,WH10,36.87
Farm_04852,WH10,12.12
Farm_04853,WH07,9.11
Farm_04854,WH01,48.14
Farm_04855,WH11,24.27
Farm_04856,WH11,60.83
Farm_04857,WH13,9.22
Farm_04858,WH16,19.71
Farm_04859,WH07,3.36
Farm_04860,WH15,25.69
Farm_04861,WH16,30.08
Farm_04862,WH07,6.04
Farm_04863,WH06,66.81
Farm_04864,WH10,4.23
Farm_04865,WH04,55.55
Farm_04866,WH02,53.08
Farm_04867,WH02,55.38
Farm_04868,WH09,48.93
Farm_04869,WH04,1.45
Farm_04870,WH14,19.06
Farm_04871,WH14,45.92
Farm_04872,WH09,41.13
Farm_04873,WH02,0.53
Farm_04874,WH08,65.05
Farm_04875,WH17,33.21
Farm_04876,WH17,1.69
Farm_04877,WH15,56.97
Farm_04878,WH18,29.38
Farm_04879,WH03,24.94
Farm_04880,WH07,12.8
Farm_04881,WH05,48.56
Farm_04882,WH09,5.93
Farm_04883,WH19,25.6
Farm_04884,WH02,62.45
Farm_04885,WH16,18.73
Farm_04886,WH19,7.31
Farm_04887,WH18,31.27
Farm_04888,WH16,39.51
Farm_04889,WH12,15.9
Farm_04890,WH11,3.79
Farm_04891,WH16,56.85
Farm_04892,WH11,64.69
Farm_04893,WH07,40.39
Farm_04894,WH06,3.07
Farm_04895,WH14,43.79
Farm_04896,WH10,31.37
Farm_04897,WH05,68.75
Farm_04898,WH02,27.65
Farm_04899,WH09,27.05
Farm_04900,WH13,63.74
Farm_04901,WH16,21.72
Farm_04902,WH14,3.68
Farm_04903,WH09,3.11
Farm_04904,WH15,58.48
Farm_04905,WH16,25.79
Farm_04906,WH20,19.29
Farm_04907,WH09,68.35
Farm_04908,WH15,56.54
Farm_04909,WH19,70.28
Farm_04910,WH01,66.56
Farm_04911,WH15,6.43
Farm_04912,WH16,26.59
Farm_04913,WH18,67.29
Farm_04914,WH05,33.07
Farm_04915,WH12,70.5
Farm_04916,WH18,1.88
Farm_04917,WH09,66.8
Farm_04918,WH04,5.93
Farm_04919,WH08,22.43
Farm_04920,WH06,40.53
Farm_04921,WH10,64.22
Farm_04922,WH17,21.53
Farm_04923,WH01,64.29
Farm_04924,WH10,22.88
Farm_04925,WH14,36.78
Farm_04926,WH07,22.44
Farm_04927,WH16,4.19
Farm_04928,WH04,20.52
Farm_04929,WH11,50.18
Farm_04930,WH08,40.39
Farm_04931,WH16,46.86
Farm_04932,WH04,55.5
Farm_04933,WH18,64.1
Farm_04934,WH07,55.16
Farm_04935,WH08,1.0
Farm_04936,WH14,42.33
Farm_04937,WH13,40.49
Farm_04938,WH16,57.5
Farm_04939,WH05,70.1
Farm_04940,WH13,10.18
Farm_04941,WH10,37.22
Farm_04942,WH03,68.65
Farm_04943,WH14,38.04
Farm_04944,WH06,3.92
Farm_04945,WH08,44.95
Farm_04946,WH10,14.51
Farm_04947,WH08,74.71
Farm_04948,WH07,16.26
Farm_04949,WH05,14.86
Farm_04950,WH14,30.57
Farm_04951,WH02,72.46
Farm_04952,WH11,19.73
Farm_04953,WH16,73.83
Farm_04954,WH06,11.55
Farm_04955,WH07,15.33
Farm_04956,WH18,7.4
Farm_04957,WH04,24.54
Farm_04958,WH15,63.34
Farm_04959,WH12,35.38
Farm_04960,WH09,72.57
Farm_04961,WH04,56.75
Farm_04962,WH05,60.45
Farm_04963,WH05,65.23
Farm_04964,WH13,26.06
Farm_04965,WH05,29.57
Farm_04966,WH15,69.09
Farm_04967,WH12,73.02
Farm_04968,WH17,46.8
Farm_04969,WH15,3.79
Farm_04970,WH07,39.86
Farm_04971,WH05,55.64
Farm_04972,WH11,11.42
Farm_04973,WH07,56.71
Farm_04974,WH15,4.91
Farm_04975,WH11,4.6
Farm_04976,WH13,13.2
Farm_04977,WH14,74.27
Farm_04978,WH11,60.6
Farm_04979,WH18,55.12
Farm_04980,WH10,32.46
Farm_04981,WH03,13.97
Farm_04982,WH17,1.57
Farm_04983,WH03,13.58
Farm_04984,WH03,43.31
Farm_04985,WH20,55.24
Farm_04986,WH08,61.86
Farm_04987,WH07,9.75
Farm_04988,WH14,44.29
Farm_04989,WH08,46.27
Farm_04990,WH08,59.09
Farm_04991,WH02,46.63
Farm_04992,WH06,65.26
Farm_04993,WH17,56.07
Farm_04994,WH15,17.93
Farm_04995,WH20,29.1
Farm_04996,WH13,53.35
Farm_04997,WH10,13.33
Farm_04998,WH12,11.75
Farm_04999,WH20,1.73
Farm_05000,WH20,23.38
Farm_05001,WH19,55.16
Farm_05002,WH11,67.0
Farm_05003,WH14,65.19
Farm_05004,WH20,5.37
Farm_05005,WH16,8.38
Farm_05006,WH20,29.71
Farm_05007,WH18,74.57
Farm_05008,WH03,9.52
Farm_05009,WH15,31.35
Farm_05010,WH14,36.15
Farm_05011,WH20,51.13
Farm_05012,WH07,10.62
Farm_05013,WH18,21.07
Farm_05014,WH14,57.06
Farm_05015,WH14,17.54
Farm_05016,WH05,66.51
Farm_05017,WH14,55.62
Farm_05018,WH14,13.62
Farm_05019,WH12,35.32
Farm_05020,WH05,69.64
Farm_05021,WH15,50.58
Farm_05022,WH19,50.31
Farm_05023,WH03,39.51
Farm_05024,WH02,2.38
Farm_05025,WH05,56.8
Farm_05026,WH04,69.99
Farm_05027,WH13,70.43
Farm_05028,WH20,28.91
Farm_05029,WH11,58.72
Farm_05030,WH08,18.58
Farm_05031,WH02,19.14
Farm_05032,WH16,62.49
Farm_05033,WH18,74.62
Farm_05034,WH09,20.37
Farm_05035,WH09,71.27
Farm_05036,WH12,73.39
Farm_05037,WH15,58.08
Farm_05038,WH15,46.19
Farm_05039,WH18,51.68
Farm_05040,WH10,51.47
Farm_05041,WH06,33.81
Farm_05042,WH14,46.37
Farm_05043,WH03,29.23
Farm_05044,WH02,71.4
Farm_05045,WH12,26.82
Farm_05046,WH20,3.15
Farm_05047,WH13,58.61
Farm_05048,WH01,10.38
Farm_05049,WH16,2.81
Farm_05050,WH12,48.98
Farm_05051,WH08,52.91
Farm_05052,WH17,21.97
Farm_05053,WH05,56.04
Farm_05054,WH03,33.03
Farm_05055,WH18,69.67
Farm_05056,WH03,46.61
Farm_05057,WH11,59.01
Farm_05058,WH20,6.43
Farm_05059,WH13,13.02
Farm_05060,WH12,22.24
Farm_05061,WH19,51.12
Farm_05062,WH15,13.54
Farm_05063,WH14,5.01
Farm_05064,WH09,24.04
Farm_05065,WH10,24.69
Farm_05066,WH06,29.41
Farm_05067,WH19,17.25
Farm_05068,WH04,44.21
Farm_05069,WH04,23.17
Farm_05070,WH13,35.25
Farm_05071,WH18,62.44
Farm_05072,WH06,6.54
Farm_05073,WH06,17.61
Farm_05074,WH11,7.51
Farm_05075,WH03,36.1
Farm_05076,WH12,44.15
Farm_05077,WH14,59.56
Farm_05078,WH20,25.1
Farm_05079,WH18,40.03
Farm_05080,WH05,12.68
Farm_05081,WH08,28.43
Farm_05082,WH10,24.23
Farm_05083,WH03,48.45
Farm_05084,WH05,41.0
Farm_05085,WH08,56.3
Farm_05086,WH17,44.63
Farm_05087,WH07,50.97
Farm_05088,WH02,5.22
Farm_05089,WH05,36.6
Farm_05090,WH19,14.75
Farm_05091,WH14,52.47
Farm_05092,WH09,64.06
Farm_05093,WH03,37.77
Farm_05094,WH15,24.13
Farm_05095,WH05,13.39
Farm_05096,WH06,12.3
Farm_05097,WH04,16.86
Farm_05098,WH15,35.75
Farm_05099,WH14,27.08
Farm_05100,WH10,35.1
Farm_05101,WH13,12.6
Farm_05102,WH06,61.6
Farm_05103,WH02,9.41
Farm_05104,WH19,16.84
Farm_05105,WH18,56.32
Farm_05106,WH03,13.98
Farm_05107,WH04,65.8
Farm_05108,WH10,24.41
Farm_05109,WH02,59.46
Farm_05110,WH18,0.7
Farm_05111,WH01,42.99
Farm_05112,WH07,9.88
Farm_05113,WH11,34.97
Farm_05114,WH13,3.02
Farm_05115,WH16,47.84
Farm_05116,WH11,26.92
Farm_05117,WH05,70.34
Farm_05118,WH02,51.0
Farm_05119,WH07,15.65
Farm_05120,WH07,60.48
Farm_05121,WH14,68.08
Farm_05122,WH04,65.4
Farm_05123,WH06,13.3
Farm_05124,WH11,60.28
Farm_05125,WH02,29.92
Farm_05126,WH04,52.28
Farm_05127,WH01,14.93
Farm_05128,WH02,47.22
Farm_05129,WH17,13.81
Farm_05130,WH19,36.03
Farm_05131,WH20,62.44
Farm_05132,WH05,17.77
Farm_05133,WH17,37.43
Farm_05134,WH09,50.26
Farm_05135,WH07,59.83
Farm_05136,WH03,55.45
Farm_05137,WH12,30.38
Farm_05138,WH14,30.1
Farm_05139,WH13,3.6
Farm_05140,WH13,5.62
Farm_05141,WH17,58.93
Farm_05142,WH02,62.29
Farm_05143,WH19,21.89
Farm_05144,WH02,56.34
Farm_05145,WH10,49.26
Farm_05146,WH16,66.28
Farm_05147,WH18,24.09
Farm_05148,WH16,61.04
Farm_05149,WH09,16.78
Farm_05150,WH01,72.59
Farm_05151,WH05,10.89
Farm_05152,WH19,45.47
Farm_05153,WH02,17.52
Farm_05154,WH20,71.72
Farm_05155,WH07,67.92
Farm_05156,WH20,65.96
Farm_05157,WH12,36.23
Farm_05158,WH03,11.07
Farm_05159,WH19,31.48
Farm_05160,WH18,18.39
Farm_05161,WH06,27.17
Farm_05162,WH16,18.03
Farm_05163,WH13,32.06
Farm_05164,WH04,7.78
Farm_05165,WH17,46.08
Farm_05166,WH08,29.83
Farm_05167,WH16,64.45
Farm_05168,WH01,5.54
Farm_05169,WH17,21.45
Farm_05170,WH01,45.75
Farm_05171,WH19,39.57
Farm_05172,WH03,19.32
Farm_05173,WH12,72.83
Farm_05174,WH17,70.93
Farm_05175,WH13,26.23
Farm_05176,WH20,25.83
Farm_05177,WH14,35.99
Farm_05178,WH02,13.9
Farm_05179,WH16,41.63
Farm_05180,WH13,61.55
Farm_05181,WH06,7.03
Farm_05182,WH03,55.0
Farm_05183,WH05,11.43
Farm_05184,WH12,35.61
Farm_05185,WH19,65.37
Farm_05186,WH06,15.36
Farm_05187,WH01,9.43
Farm_05188,WH03,13.33
Farm_05189,WH02,34.15
Farm_05190,WH10,14.98
Farm_05191,WH16,45.12
Farm_05192,WH05,67.63
Farm_05193,WH09,17.07
Farm_05194,WH11,36.11
Farm_05195,WH19,21.9
Farm_05196,WH16,10.4
Farm_05197,WH13,35.81
Farm_05198,WH03,69.35
Farm_05199,WH11,47.91
Farm_05200,WH04,43.99
Farm_05201,WH17,40.45
Farm_05202,WH09,21.58
Farm_05203,WH14,5.91
Farm_05204,WH19,8.15
Farm_05205,WH09,13.2
Farm_05206,WH13,14.21
Farm_05207,WH20,70.22
Farm_05208,WH19,25.9
Farm_05209,WH12,8.45
Farm_05210,WH17,28.5
Farm_05211,WH07,73.12
Farm_05212,WH12,41.28
Farm_05213,WH11,47.59
Farm_05214,WH02,7.64
Farm_05215,WH05,21.41
Farm_05216,WH14,2.91
Farm_05217,WH13,25.03
Farm_05218,WH15,35.44
Farm_05219,WH15,20.79
Farm_05220,WH04,52.55
Farm_05221,WH17,50.71
Farm_05222,WH13,67.18
Farm_05223,WH18,33.73
Farm_05224,WH19,44.19
Farm_05225,WH17,35.33
Farm_05226,WH10,35.32
Farm_05227,WH04,6.0
Farm_05228,WH13,22.51
Farm_05229,WH18,23.59
Farm_05230,WH05,3.39
Farm_05231,WH17,12.13
Farm_05232,WH02,68.46
Farm_05233,WH06,64.02
Farm_05234,WH13,18.15
Farm_05235,WH05,39.41
Farm_05236,WH07,66.6
Farm_05237,WH11,60.63
Farm_05238,WH17,31.83
Farm_05239,WH01,38.06
Farm_05240,WH11,9.04
Farm_05241,WH18,4.21
Farm_05242,WH14,61.53
Farm_05243,WH11,73.02
Farm_05244,WH12,57.51
Farm_05245,WH19,54.14
Farm_05246,WH19,59.85
Farm_05247,WH13,44.94
Farm_05248,WH16,52.05
Farm_05249,WH05,10.04
Farm_05250,WH13,52.92
Farm_05251,WH10,4.42
Farm_05252,WH10,48.31
Farm_05253,WH01,15.48
Farm_05254,WH09,14.93
Farm_05255,WH03,12.01
Farm_05256,WH11,40.36
Farm_05257,WH06,12.19
Farm_05258,WH05,49.43
Farm_05259,WH09,53.33
Farm_05260,WH09,6.4
Farm_05261,WH01,73.02
Farm_05262,WH06,10.17
Farm_05263,WH11,31.46
Farm_05264,WH05,19.51
Farm_05265,WH07,29.97
Farm_05266,WH14,72.86
Farm_05267,WH18,8.51
Farm_05268,WH11,37.52
Farm_05269,WH20,17.71
Farm_05270,WH14,31.93
Farm_05271,WH18,20.91
Farm_05272,WH04,54.95
Farm_05273,WH05,32.19
Farm_05274,WH01,60.8
Farm_05275,WH10,33.5
Farm_05276,WH02,16.87
Farm_05277,WH20,15.04
Farm_05278,WH16,0.7
Farm_05279,WH02,13.77
Farm_05280,WH04,26.03
Farm_05281,WH20,3.32
Farm_05282,WH11,71.41
Farm_05283,WH09,27.99
Farm_05284,WH14,72.84
Farm_05285,WH10,39.24
Farm_05286,WH14,59.08
Farm_05287,WH15,11.57
Farm_05288,WH08,19.18
Farm_05289,WH04,62.42
Farm_05290,WH09,61.0
Farm_05291,WH04,59.55
Farm_05292,WH04,4.51
Farm_05293,WH19,42.48
Farm_05294,WH05,64.73
Farm_05295,WH09,32.45
Farm_05296,WH19,19.05
Farm_05297,WH07,8.6
Farm_05298,WH12,18.78
Farm_05299,WH14,70.79
Farm_05300,WH02,44.4
Farm_05301,WH06,47.56
Farm_05302,WH12,63.48
Farm_05303,WH12,16.39
Farm_05304,WH12,35.45
Farm_05305,WH19,30.85
Farm_05306,WH09,65.16
Farm_05307,WH20,4.11
Farm_05308,WH16,24.81
Farm_05309,WH08,28.76
Farm_05310,WH12,7.03
Farm_05311,WH13,18.44
Farm_05312,WH04,74.14
Farm_05313,WH11,52.27
Farm_05314,WH08,25.12
Farm_05315,WH03,44.79
Farm_05316,WH15,31.94
Farm_05317,WH20,13.25
Farm_05318,WH10,47.19
Farm_05319,WH07,64.77
Farm_05320,WH06,17.88
Farm_05321,WH02,34.58
Farm_05322,WH07,42.74
Farm_05323,WH16,46.14
Farm_05324,WH16,42.44
Farm_05325,WH14,59.66
Farm_05326,WH05,68.06
Farm_05327,WH07,54.76
Farm_05328,WH13,70.38
Farm_05329,WH14,52.92
Farm_05330,WH13,68.77
Farm_05331,WH08,54.68
Farm_05332,WH02,52.33
Farm_05333,WH11,10.76
Farm_05334,WH08,24.63
Farm_05335,WH12,32.2
Farm_05336,WH14,14.07
Farm_05337,WH16,51.16
Farm_05338,WH10,30.11
Farm_05339,WH13,46.08
Farm_05340,WH11,63.99
Farm_05341,WH07,74.32
Farm_05342,WH04,54.62
Farm_05343,WH16,2.57
Farm_05344,WH08,52.28
Farm_05345,WH18,21.51
Farm_05346,WH07,27.48
Farm_05347,WH10,41.67
Farm_05348,WH13,13.17
Farm_05349,WH07,7.52
Farm_05350,WH18,42.27
Farm_05351,WH14,25.29
Farm_05352,WH10,71.48
Farm_05353,WH05,21.15
Farm_05354,WH06,26.06
Farm_05355,WH19,74.97
Farm_05356,WH06,50.91
Farm_05357,WH07,7.06
Farm_05358,WH07,2.92
Farm_05359,WH04,40.81
Farm_05360,WH04,27.43
Farm_05361,WH18,40.28
Farm_05362,WH17,21.63
Farm_05363,WH09,31.95
Farm_05364,WH10,1.12
Farm_05365,WH16,32.27
Farm_05366,WH10,26.46
Farm_05367,WH11,45.47
Farm_05368,WH06,48.58
Farm_05369,WH04,1.31
Farm_05370,WH12,38.02
Farm_05371,WH11,11.81
Farm_05372,WH15,55.66
Farm_05373,WH17,62.9
Farm_05374,WH11,16.08
Farm_05375,WH08,26.96
Farm_05376,WH18,64.36
Farm_05377,WH16,72.63
Farm_05378,WH05,16.83
Farm_05379,WH17,63.17
Farm_05380,WH15,65.15
Farm_05381,WH10,18.95
Farm_05382,WH02,31.62
Farm_05383,WH05,47.55
Farm_05384,WH12,45.36
Farm_05385,WH07,0.93
Farm_05386,WH07,24.21
Farm_05387,WH16,66.18
Farm_05388,WH04,62.83
Farm_05389,WH13,15.3
Farm_05390,WH15,39.43
Farm_05391,WH12,28.03
Farm_05392,WH12,70.59
Farm_05393,WH01,69.82
Farm_05394,WH18,42.65
Farm_05395,WH17,44.47
Farm_05396,WH15,20.98
Farm_05397,WH05,49.3
Farm_05398,WH03,33.7
Farm_05399,WH18,47.66
Farm_05400,WH18,21.08
Farm_05401,WH14,24.5
Farm_05402,WH16,19.01
Farm_05403,WH14,72.23
Farm_05404,WH01,18.24
Farm_05405,WH17,50.29
Farm_05406,WH18,73.47
Farm_05407,WH01,67.34
Farm_05408,WH11,28.81
Farm_05409,WH15,51.03
Farm_05410,WH18,21.22
Farm_05411,WH09,70.71
Farm_05412,WH17,30.06
Farm_05413,WH20,29.64
Farm_05414,WH06,6.73
Farm_05415,WH10,13.13
Farm_05416,WH03,3.84
Farm_05417,WH15,16.88
Farm_05418,WH06,60.78
Farm_05419,WH08,12.95
Farm_05420,WH07,21.37
Farm_05421,WH19,23.68
Farm_05422,WH12,28.91
Farm_05423,WH08,65.01
Farm_05424,WH11,63.99
Farm_05425,WH16,44.11
Farm_05426,WH07,33.14
Farm_05427,WH15,28.46
Farm_05428,WH11,26.11
Farm_05429,WH06,1.94
Farm_05430,WH07,40.38
Farm_05431,WH03,67.97
Farm_05432,WH06,57.45
Farm_05433,WH17,0.68
Farm_05434,WH10,39.3
Farm_05435,WH15,38.37
Farm_05436,WH09,25.17
Farm_05437,WH17,27.05
Farm_05438,WH12,17.65
Farm_05439,WH12,63.18
Farm_05440,WH18,0.86
Farm_05441,WH11,58.09
Farm_05442,WH09,9.72
Farm_05443,WH08,18.6
Farm_05444,WH13,47.65
Farm_05445,WH20,48.82
Farm_05446,WH13,12.46
Farm_05447,WH11,13.11
Farm_05448,WH13,48.29
Farm_05449,WH13,61.21
Farm_05450,WH04,71.96
Farm_05451,WH03,19.93
Farm_05452,WH16,57.84
Farm_05453,WH01,43.97
Farm_05454,WH04,20.35
Farm_05455,WH17,6.96
Farm_05456,WH04,30.02
Farm_05457,WH12,32.19
Farm_05458,WH05,69.08
Farm_05459,WH08,3.78
Farm_05460,WH01,8.39
Farm_05461,WH11,15.15
Farm_05462,WH04,41.47
Farm_05463,WH08,35.44
Farm_05464,WH16,64.54
Farm_05465,WH20,41.15
Farm_05466,WH11,58.83
Farm_05467,WH04,22.62
Farm_05468,WH12,63.74
Farm_05469,WH09,47.04
Farm_05470,WH10,47.15
Farm_05471,WH02,55.04
Farm_05472,WH17,41.48
Farm_05473,WH08,67.66
Farm_05474,WH06,57.25
Farm_05475,WH19,64.47
Farm_05476,WH04,35.63
Farm_05477,WH08,47.6
Farm_05478,WH03,13.79
Farm_05479,WH14,62.87
Farm_05480,WH11,46.95
Farm_05481,WH06,55.25
Farm_05482,WH20,23.26
Farm_05483,WH20,1.34
Farm_05484,WH15,44.33
Farm_05485,WH17,10.8
Farm_05486,WH03,61.16
Farm_05487,WH18,13.48
Farm_05488,WH09,1.09
Farm_05489,WH19,15.87
Farm_05490,WH01,57.22
Farm_05491,WH06,69.48
Farm_05492,WH11,64.18
Farm_05493,WH12,20.75
Farm_05494,WH07,40.67
Farm_05495,WH01,64.63
Farm_05496,WH17,28.79
Farm_05497,WH17,15.56
Farm_05498,WH20,25.13
Farm_05499,WH01,68.36
Farm_05500,WH17,15.34
Farm_05501,WH11,46.19
Farm_05502,WH11,22.61
Farm_05503,WH07,1.0
Farm_05504,WH14,56.2
Farm_05505,WH15,73.71
Farm_05506,WH06,58.45
Farm_05507,WH06,4.27
Farm_05508,WH20,68.08
Farm_05509,WH20,70.33
Farm_05510,WH10,55.54
Farm_05511,WH04,50.59
Farm_05512,WH07,29.51
Farm_05513,WH16,42.45
Farm_05514,WH12,56.11
Farm_05515,WH04,13.55
Farm_05516,WH16,26.28
Farm_05517,WH08,24.03
Farm_05518,WH15,72.38
Farm_05519,WH10,4.05
Farm_05520,WH13,24.75
Farm_05521,WH09,33.29
Farm_05522,WH16,58.16
Farm_05523,WH14,10.82
Farm_05524,WH04,29.2
Farm_05525,WH09,13.32
Farm_05526,WH10,34.98
Farm_05527,WH11,46.91
Farm_05528,WH15,12.35
Farm_05529,WH02,38.23
Farm_05530,WH09,27.33
Farm_05531,WH15,67.61
Farm_05532,WH11,45.99
Farm_05533,WH16,22.38
Farm_05534,WH16,34.2
Farm_05535,WH09,4.06
Farm_05536,WH18,32.37
Farm_05537,WH13,22.61
Farm_05538,WH06,56.31
Farm_05539,WH17,10.24
Farm_05540,WH08,19.83
Farm_05541,WH11,33.46
Farm_05542,WH12,52.96
Farm_05543,WH10,32.88
Farm_05544,WH03,74.65
Farm_05545,WH07,6.15
Farm_05546,WH02,3.39
Farm_05547,WH02,13.26
Farm_05548,WH08,4.33
Farm_05549,WH16,45.82
Farm_05550,WH16,24.66
Farm_05551,WH03,57.84
Farm_05552,WH12,11.32
Farm_05553,WH20,6.99
Farm_05554,WH14,28.68
Farm_05555,WH09,4.91
Farm_05556,WH14,16.23
Farm_05557,WH14,63.2
Farm_05558,WH07,63.98
Farm_05559,WH04,15.77
Farm_05560,WH09,72.64
Farm_05561,WH09,5.79
Farm_05562,WH04,25.98
Farm_05563,WH15,3.8
Farm_05564,WH05,63.9
Farm_05565,WH17,12.82
Farm_05566,WH16,61.43
Farm_05567,WH08,69.75
Farm_05568,WH09,4.58
Farm_05569,WH10,72.73
Farm_05570,WH01,21.1
Farm_05571,WH02,59.71
Farm_05572,WH13,44.63
Farm_05573,WH13,7.04
Farm_05574,WH10,6.76
Farm_05575,WH17,36.57
Farm_05576,WH11,13.73
Farm_05577,WH14,66.46
Farm_05578,WH02,47.14
Farm_05579,WH04,5.1
Farm_05580,WH15,12.21
Farm_05581,WH17,64.11
Farm_05582,WH08,18.88
Farm_05583,WH06,54.78
Farm_05584,WH05,56.03
Farm_05585,WH11,44.94
Farm_05586,WH01,10.75
Farm_05587,WH12,73.31
Farm_05588,WH05,47.17
Farm_05589,WH01,65.94
Farm_05590,WH18,74.34
Farm_05591,WH12,18.32
Farm_05592,WH08,14.55
Farm_05593,WH01,56.91
Farm_05594,WH10,28.74
Farm_05595,WH08,8.86
Farm_05596,WH09,66.49
Farm_05597,WH09,10.86
Farm_05598,WH17,60.95
Farm_05599,WH05,10.35
Farm_05600,WH02,15.12
Farm_05601,WH12,34.58
Farm_05602,WH04,7.96
Farm_05603,WH07,7.21
Farm_05604,WH09,59.46
Farm_05605,WH19,23.26
Farm_05606,WH19,37.75
Farm_05607,WH20,54.08
Farm_05608,WH17,71.96
Farm_05609,WH10,53.18
Farm_05610,WH16,56.47
Farm_05611,WH16,16.52
Farm_05612,WH15,49.19
Farm_05613,WH06,52.45
Farm_05614,WH05,9.75
Farm_05615,WH19,56.56
Farm_05616,WH16,20.64
Farm_05617,WH16,45.59
Farm_05618,WH12,42.72
Farm_05619,WH08,44.58
Farm_05620,WH03,22.18
Farm_05621,WH14,28.01
Farm_05622,WH19,68.23
Farm_05623,WH07,13.1
Farm_05624,WH02,74.37
Farm_05625,WH09,9.06
Farm_05626,WH07,34.28
Farm_05627,WH06,52.23
Farm_05628,WH17,51.98
Farm_05629,WH05,70.13
Farm_05630,WH19,34.32
Farm_05631,WH02,46.71
Farm_05632,WH20,21.91
Farm_05633,WH04,69.05
Farm_05634,WH17,42.87
Farm_05635,WH06,19.07
Farm_05636,WH19,38.11
Farm_05637,WH01,70.14
Farm_05638,WH20,38.91
Farm_05639,WH17,40.0
Farm_05640,WH19,35.99
Farm_05641,WH15,41.44
Farm_05642,WH05,65.11
Farm_05643,WH16,45.93
Farm_05644,WH11,19.53
Farm_05645,WH06,0.5
Farm_05646,WH04,0.97
Farm_05647,WH05,37.4
Farm_05648,WH19,70.99
Farm_05649,WH02,68.28
Farm_05650,WH16,52.24
Farm_05651,WH01,37.16
Farm_05652,WH03,63.78
Farm_05653,WH04,4.95
Farm_05654,WH15,41.66
Farm_05655,WH15,44.76
Farm_05656,WH12,67.32
Farm_05657,WH15,22.52
Farm_05658,WH12,39.51
Farm_05659,WH17,43.82
Farm_05660,WH13,54.75
Farm_05661,WH07,71.11
Farm_05662,WH16,26.26
Farm_05663,WH17,13.4
Farm_05664,WH15,26.72
Farm_05665,WH07,9.26
Farm_05666,WH02,44.54
Farm_05667,WH05,22.24
Farm_05668,WH01,4.45
Farm_05669,WH06,30.11
Farm_05670,WH02,14.2
Farm_05671,WH15,31.39
Farm_05672,WH13,56.43
Farm_05673,WH13,34.4
Farm_05674,WH03,12.44
Farm_05675,WH16,43.13
Farm_05676,WH19,73.43
Farm_05677,WH17,5.38
Farm_05678,WH02,15.69
Farm_05679,WH12,72.18
Farm_05680,WH09,54.94
Farm_05681,WH07,48.75
Farm_05682,WH16,54.94
Farm_05683,WH18,1.68
Farm_05684,WH18,68.01
Farm_05685,WH17,11.37
Farm_05686,WH11,69.32
Farm_05687,WH15,30.52
Farm_05688,WH04,4.49
Farm_05689,WH07,28.62
Farm_05690,WH18,7.01
Farm_05691,WH18,34.99
Farm_05692,WH06,14.78
Farm_05693,WH17,44.88
Farm_05694,WH07,37.67
Farm_05695,WH05,31.5
Farm_05696,WH03,12.03
Farm_05697,WH01,53.0
Farm_05698,WH20,21.96
Farm_05699,WH01,63.08
Farm_05700,WH15,44.14
Farm_05701,WH08,17.65
Farm_05702,WH13,11.36
Farm_05703,WH06,46.43
Farm_05704,WH12,42.01
Farm_05705,WH16,54.11
Farm_05706,WH12,30.14
Farm_05707,WH10,71.46
Farm_05708,WH17,71.95
Farm_05709,WH01,10.8
Farm_05710,WH06,52.87
Farm_05711,WH04,50.33
Farm_05712,WH03,63.53
Farm_05713,WH20,0.93
Farm_05714,WH10,74.07
Farm_05715,WH05,38.17
Farm_05716,WH05,26.31
Farm_05717,WH01,12.06
