farm_id,market,sale_usd
Farm_04713,MKT009,40006.34
Farm_04714,MKT003,29355.29
Farm_04715,MKT083,22718.64
Farm_04716,MKT030,38634.53
Farm_04717,MKT084,555.19
Farm_04718,MKT069,32168.57
Farm_04719,MKT015,1115.01
Farm_04720,MKT019,29661.82
Farm_04721,MKT079,23392.16
Farm_04722,MKT073,42323.69
Farm_04723,MKT027,18348.19
Farm_04724,MKT004,47128.88
Farm_04725,MKT042,48532.19
Farm_04726,MKT015,47808.29
Farm_04727,MKT049,49964.6
Farm_04728,MKT017,4232.28
Farm_04729,MKT016,18536.13
Farm_04730,MKT009,23787.03
Farm_04731,MKT046,45590.32
Farm_04732,MKT044,39052.53
Farm_04733,MKT083,10190.26
Farm_04734,MKT069,40426.89
Farm_04735,MKT032,4356.66
Farm_04736,MKT033,9057.58
Farm_04737,MKT013,37099.47
Farm_04738,MKT043,5377.98
Farm_04739,MKT021,42902.26
Farm_04740,MKT081,7585.5
Farm_04741,MKT075,9236.62
Farm_04742,MKT045,34952.38
Farm_04743,MKT085,45491.28
Farm_04744,MKT050,14768.28
Farm_04745,MKT061,28503.31
Farm_04746,MKT019,19604.07
Farm_04747,MKT100,6351.62
Farm_04748,MKT030,26073.78
Farm_04749,MKT045,13942.1
Farm_04750,MKT092,26610.65
Farm_04751,MKT040,44471.67
Farm_04752,MKT084,3613.37
Farm_04753,MKT081,38562.41
Farm_04754,MKT060,997.79
Farm_04755,MKT055,16891.33
Farm_04756,MKT086,29710.21
Farm_04757,MKT016,30578.33
Farm_04758,MKT006,35007.12
Farm_04759,MKT020,18462.89
Farm_04760,MKT032,27316.4
Farm_04761,MKT015,46439.53
Farm_04762,MKT051,36052.1
Farm_04763,MKT089,6266.25
Farm_04764,MKT096,10709.87
Farm_04765,MKT071,21281.57
Farm_04766,MKT005,34785.81
Farm_04767,MKT087,33721.15
Farm_04768,MKT064,49283.29
Farm_04769,MKT020,1484.88
Farm_04770,MKT061,16876.63
Farm_04771,MKT056,25187.56
Farm_04772,MKT037,40343.73
Farm_04773,MKT097,42198.61
Farm_04774,MKT037,25714.6
Farm_04775,MKT073,20980.77
Farm_04776,MKT082,8141.49
Farm_04777,MKT024,33844.27
Farm_04778,MKT076,42522.35
Farm_04779,MKT005,47205.83
Farm_04780,MKT056,37051.61
Farm_04781,MKT031,47031.67
Farm_04782,MKT009,12296.93
Farm_04783,MKT074,6346.74
Farm_04784,MKT020,31243.02
Farm_04785,MKT094,28801.79
Farm_04786,MKT044,48190.11
Farm_04787,MKT075,40586.89
Farm_04788,MKT008,28867.95
Farm_04789,MKT019,39277.24
Farm_04790,MKT092,23849.69
Farm_04791,MKT055,40807.08
Farm_04792,MKT052,38808.02
Farm_04793,MKT083,46468.71
Farm_04794,MKT078,20600.93
Farm_04795,MKT050,44515.98
Farm_04796,MKT003,22644.19
Farm_04797,MKT029,7036.61
Farm_04798,MKT041,4141.89
Farm_04799,MKT075,35801.14
Farm_04800,MKT040,8567.76
Farm_04801,MKT046,41308.7
Farm_04802,MKT022,35697.53
Farm_04803,MKT074,1323.44
Farm_04804,MKT017,25779.45
Farm_04805,MKT059,15908.36
Farm_04806,MKT045,30172.16
Farm_04807,MKT052,2539.25
Farm_04808,MKT016,430.06
Farm_04809,MKT094,4802.6
Farm_04810,MKT097,17603.2
Farm_04811,MKT073,40178.28
Farm_04812,MKT054,14949.69
Farm_04813,MKT002,24021.02
Farm_04814,MKT070,8034.49
Farm_04815,MKT095,23982.25
Farm_04816,MKT064,38901.99
Farm_04817,MKT095,14567.95
Farm_04818,MKT008,5269.63
Farm_04819,MKT077,48829.5
Farm_04820,MKT016,44267.5
Farm_04821,MKT008,37437.4
Farm_04822,MKT040,48350.5
Farm_04823,MKT084,43685.87
Farm_04824,MKT011,48137.83
Farm_04825,MKT022,31686.13
Farm_04826,MKT004,34995.36
Farm_04827,MKT098,38121.77
Farm_04828,MKT095,3553.43
Farm_04829,MKT009,39258.4
Farm_04830,MKT001,23077.56
Farm_04831,MKT001,24668.83
Farm_04832,MKT068,34093.89
Farm_04833,MKT080,43858.1
Farm_04834,MKT011,15048.37
Farm_04835,MKT097,17971.1
Farm_04836,MKT052,39043.17
Farm_04837,MKT006,6380.85
Farm_04838,MKT057,44043.15
Farm_04839,MKT032,20683.06
Farm_04840,MKT026,16372.88
Farm_04841,MKT005,29540.68
Farm_04842,MKT036,33355.69
Farm_04843,MKT047,1370.32
Farm_04844,MKT050,16161.87
Farm_04845,MKT043,49272.67
Farm_04846,MKT024,33279.19
Farm_04847,MKT092,25062.77
Farm_04848,MKT093,6300.72
Farm_04849,MKT018,17315.32
Farm_04850,MKT029,17181.89
Farm_04851,MKT095,15939.76
Farm_04852,MKT064,9081.93
Farm_04853,MKT084,26968.18
Farm_04854,MKT067,28229.48
Farm_04855,MKT039,45598.21
Farm_04856,MKT084,18654.54
Farm_04857,MKT077,12108.72
Farm_04858,MKT093,26219.3
Farm_04859,MKT093,27186.34
Farm_04860,MKT091,15239.82
Farm_04861,MKT014,27423.48
Farm_04862,MKT012,1051.92
Farm_04863,MKT092,44796.82
Farm_04864,MKT015,6598.36
Farm_04865,MKT026,25983.71
Farm_04866,MKT014,7115.76
Farm_04867,MKT097,39143.47
Farm_04868,MKT057,24619.06
Farm_04869,MKT089,6547.04
Farm_04870,MKT078,44643.09
Farm_04871,MKT013,39550.45
Farm_04872,MKT015,35949.42
Farm_04873,MKT017,8804.66
Farm_04874,MKT024,31641.85
Farm_04875,MKT076,7141.97
Farm_04876,MKT059,26887.19
Farm_04877,MKT098,30169.03
Farm_04878,MKT076,12076.13
Farm_04879,MKT072,20015.36
Farm_04880,MKT001,35888.74
Farm_04881,MKT061,25972.11
Farm_04882,MKT022,11347.19
Farm_04883,MKT036,6271.15
Farm_04884,MKT079,22338.55
Farm_04885,MKT072,46712.97
Farm_04886,MKT002,44183.96
Farm_04887,MKT098,12594.94
Farm_04888,MKT070,7593.41
Farm_04889,MKT081,2747.89
Farm_04890,MKT004,18199.38
Farm_04891,MKT008,43006.59
Farm_04892,MKT092,30066.01
Farm_04893,MKT022,4801.05
Farm_04894,MKT038,40193.61
Farm_04895,MKT069,38075.21
Farm_04896,MKT100,30734.19
Farm_04897,MKT028,45165.47
Farm_04898,MKT073,8844.71
Farm_04899,MKT085,1167.89
Farm_04900,MKT064,44473.17
Farm_04901,MKT010,8257.76
Farm_04902,MKT064,36967.02
Farm_04903,MKT065,11212.62
Farm_04904,MKT065,23644.72
Farm_04905,MKT033,25012.0
Farm_04906,MKT060,26592.65
Farm_04907,MKT018,29352.02
Farm_04908,MKT044,13870.61
Farm_04909,MKT082,29456.62
Farm_04910,MKT055,24972.16
Farm_04911,MKT087,45460.66
Farm_04912,MKT008,36314.99
Farm_04913,MKT093,32046.0
Farm_04914,MKT069,26910.51
Farm_04915,MKT061,25410.99
Farm_04916,MKT066,42137.9
Farm_04917,MKT034,24082.78
Farm_04918,MKT036,19068.99
Farm_04919,MKT088,4380.77
Farm_04920,MKT001,26632.79
Farm_04921,MKT070,6687.28
Farm_04922,MKT089,27735.62
Farm_04923,MKT022,2870.23
Farm_04924,MKT049,45203.29
Farm_04925,MKT071,5498.15
Farm_04926,MKT014,30899.65
Farm_04927,MKT077,31876.11
Farm_04928,MKT079,26042.53
Farm_04929,MKT056,30919.51
Farm_04930,MKT049,31424.94
Farm_04931,MKT073,7166.97
Farm_04932,MKT082,11267.81
Farm_04933,MKT071,5804.47
Farm_04934,MKT093,45229.86
Farm_04935,MKT020,3832.07
Farm_04936,MKT018,38307.32
Farm_04937,MKT050,37459.34
Farm_04938,MKT060,36535.47
Farm_04939,MKT019,44004.97
Farm_04940,MKT052,49564.31
Farm_04941,MKT062,16156.66
Farm_04942,MKT059,49982.86
Farm_04943,MKT047,32989.59
Farm_04944,MKT097,40857.64
Farm_04945,MKT080,19121.63
Farm_04946,MKT016,12264.43
Farm_04947,MKT052,19267.25
Farm_04948,MKT058,45875.48
Farm_04949,MKT088,241.98
Farm_04950,MKT075,33489.68
Farm_04951,MKT081,28817.59
Farm_04952,MKT029,5573.6
Farm_04953,MKT091,6155.22
Farm_04954,MKT040,22929.64
Farm_04955,MKT049,32112.12
Farm_04956,MKT077,13896.48
Farm_04957,MKT079,44411.93
Farm_04958,MKT059,34258.29
Farm_04959,MKT008,29180.34
Farm_04960,MKT020,28436.36
Farm_04961,MKT037,11747.13
Farm_04962,MKT032,16079.05
Farm_04963,MKT047,12192.07
Farm_04964,MKT051,16898.5
Farm_04965,MKT072,42346.55
Farm_04966,MKT046,25614.34
Farm_04967,MKT075,16201.06
Farm_04968,MKT030,22741.31
Farm_04969,MKT005,24408.75
Farm_04970,MKT063,6493.91
Farm_04971,MKT060,13081.08
Farm_04972,MKT045,16797.89
Farm_04973,MKT069,4592.08
Farm_04974,MKT055,48798.5
Farm_04975,MKT034,21758.26
Farm_04976,MKT039,21962.75
Farm_04977,MKT012,44033.0
Farm_04978,MKT094,36986.38
Farm_04979,MKT076,6171.77
Farm_04980,MKT013,33406.64
Farm_04981,MKT067,10547.48
Farm_04982,MKT016,32312.0
Farm_04983,MKT063,19289.59
Farm_04984,MKT033,40016.51
Farm_04985,MKT099,4182.51
Farm_04986,MKT025,44854.08
Farm_04987,MKT001,16370.06
Farm_04988,MKT068,28797.66
Farm_04989,MKT068,22794.42
Farm_04990,MKT052,24747.31
Farm_04991,MKT062,21943.63
Farm_04992,MKT032,6148.78
Farm_04993,MKT050,9343.5
Farm_04994,MKT083,9487.61
Farm_04995,MKT068,22249.15
Farm_04996,MKT083,43741.5
Farm_04997,MKT015,45907.66
Farm_04998,MKT083,25542.44
Farm_04999,MKT011,18461.33
Farm_05000,MKT045,14529.31
Farm_05001,MKT021,9234.62
Farm_05002,MKT031,9096.67
Farm_05003,MKT011,37098.76
Farm_05004,MKT094,31291.39
Farm_05005,MKT051,19386.69
Farm_05006,MKT063,36340.85
Farm_05007,MKT067,45674.15
Farm_05008,MKT081,37767.04
Farm_05009,MKT078,42334.88
Farm_05010,MKT023,46112.65
Farm_05011,MKT013,45151.02
Farm_05012,MKT061,13175.48
Farm_05013,MKT045,41517.78
Farm_05014,MKT058,39422.85
Farm_05015,MKT089,6765.96
Farm_05016,MKT046,4489.44
Farm_05017,MKT050,43795.54
Farm_05018,MKT074,6616.08
Farm_05019,MKT097,35327.07
Farm_05020,MKT100,7142.8
Farm_05021,MKT079,42436.18
Farm_05022,MKT024,16653.22
Farm_05023,MKT033,15343.18
Farm_05024,MKT035,19315.2
Farm_05025,MKT028,4344.73
Farm_05026,MKT083,13653.61
Farm_05027,MKT096,40874.38
Farm_05028,MKT009,43625.65
Farm_05029,MKT079,17068.89
Farm_05030,MKT065,23829.46
Farm_05031,MKT002,45150.98
Farm_05032,MKT010,29603.33
Farm_05033,MKT071,39752.09
Farm_05034,MKT055,47781.72
Farm_05035,MKT097,23011.02
Farm_05036,MKT014,8141.64
Farm_05037,MKT037,46286.44
Farm_05038,MKT058,20351.64
Farm_05039,MKT012,30180.14
Farm_05040,MKT053,39481.79
Farm_05041,MKT088,13615.65
Farm_05042,MKT062,1696.96
Farm_05043,MKT013,38212.31
Farm_05044,MKT041,20233.47
Farm_05045,MKT058,21485.46
Farm_05046,MKT085,3010.88
Farm_05047,MKT013,32194.39
Farm_05048,MKT037,20236.06
Farm_05049,MKT037,7860.78
Farm_05050,MKT027,7516.97
Farm_05051,MKT009,6588.39
Farm_05052,MKT075,42976.2
Farm_05053,MKT088,27023.58
Farm_05054,MKT010,30174.49
Farm_05055,MKT014,34043.4
Farm_05056,MKT011,19057.15
Farm_05057,MKT029,11054.44
Farm_05058,MKT075,16853.64
Farm_05059,MKT078,33378.58
Farm_05060,MKT020,37537.57
Farm_05061,MKT029,14352.67
Farm_05062,MKT040,11947.42
Farm_05063,MKT009,18235.49
Farm_05064,MKT072,7377.48
Farm_05065,MKT005,1605.75
Farm_05066,MKT020,2001.35
Farm_05067,MKT020,25688.16
Farm_05068,MKT080,18394.81
Farm_05069,MKT088,15733.44
Farm_05070,MKT018,17689.84
Farm_05071,MKT076,12079.64
Farm_05072,MKT033,14069.13
Farm_05073,MKT042,40177.01
Farm_05074,MKT036,14218.73
Farm_05075,MKT027,42727.8
Farm_05076,MKT092,45944.1
Farm_05077,MKT082,2440.01
Farm_05078,MKT018,44634.57
Farm_05079,MKT038,42516.94
Farm_05080,MKT077,30962.54
Farm_05081,MKT085,25653.73
Farm_05082,MKT073,4239.44
Farm_05083,MKT038,9028.55
Farm_05084,MKT096,9168.81
Farm_05085,MKT083,20041.05
Farm_05086,MKT042,6064.63
Farm_05087,MKT084,42884.21
Farm_05088,MKT022,15207.58
Farm_05089,MKT074,24806.03
Farm_05090,MKT075,41039.83
Farm_05091,MKT031,14618.57
Farm_05092,MKT066,6212.08
Farm_05093,MKT065,32267.47
Farm_05094,MKT060,41606.76
Farm_05095,MKT061,11504.57
Farm_05096,MKT002,15507.93
Farm_05097,MKT011,22407.79
Farm_05098,MKT023,18328.65
Farm_05099,MKT070,25853.12
Farm_05100,MKT085,12358.32
Farm_05101,MKT004,33471.53
Farm_05102,MKT016,7388.5
Farm_05103,MKT027,7940.07
Farm_05104,MKT045,7422.58
Farm_05105,MKT062,11545.53
Farm_05106,MKT049,41636.45
Farm_05107,MKT068,36972.21
Farm_05108,MKT020,32662.67
Farm_05109,MKT004,21810.94
Farm_05110,MKT059,45392.1
Farm_05111,MKT020,31022.8
Farm_05112,MKT073,27238.07
Farm_05113,MKT062,783.13
Farm_05114,MKT031,3706.05
Farm_05115,MKT082,41152.47
Farm_05116,MKT099,38033.09
Farm_05117,MKT053,41800.47
Farm_05118,MKT071,39185.31
Farm_05119,MKT064,7719.7
Farm_05120,MKT020,4451.83
Farm_05121,MKT077,14588.78
Farm_05122,MKT002,19127.48
Farm_05123,MKT082,25533.66
Farm_05124,MKT078,6709.28
Farm_05125,MKT095,14154.71
Farm_05126,MKT043,18402.74
Farm_05127,MKT068,6960.37
Farm_05128,MKT005,30539.08
Farm_05129,MKT024,2859.21
Farm_05130,MKT055,43158.08
Farm_05131,MKT022,3293.63
Farm_05132,MKT071,30272.09
Farm_05133,MKT046,16198.98
Farm_05134,MKT052,35831.25
Farm_05135,MKT069,2542.14
Farm_05136,MKT064,10338.98
Farm_05137,MKT042,4660.37
Farm_05138,MKT016,44419.53
Farm_05139,MKT040,26915.23
Farm_05140,MKT083,29963.51
Farm_05141,MKT026,9707.23
Farm_05142,MKT031,44947.18
Farm_05143,MKT066,42362.54
Farm_05144,MKT096,45742.16
Farm_05145,MKT063,345.68
Farm_05146,MKT072,3861.51
Farm_05147,MKT002,16514.27
Farm_05148,MKT038,17214.67
Farm_05149,MKT020,23366.15
Farm_05150,MKT094,23336.35
Farm_05151,MKT058,19062.88
Farm_05152,MKT028,23350.81
Farm_05153,MKT070,18592.37
Farm_05154,MKT058,7823.67
Farm_05155,MKT022,49817.81
Farm_05156,MKT081,22823.94
Farm_05157,MKT001,6755.39
Farm_05158,MKT008,46046.75
Farm_05159,MKT018,30875.53
Farm_05160,MKT098,30034.52
Farm_05161,MKT055,38276.83
Farm_05162,MKT054,4325.03
Farm_05163,MKT100,1887.79
Farm_05164,MKT021,13543.08
Farm_05165,MKT030,48471.2
Farm_05166,MKT086,25052.96
Farm_05167,MKT035,15826.42
Farm_05168,MKT020,21348.1
Farm_05169,MKT005,40890.79
Farm_05170,MKT023,23514.8
Farm_05171,MKT075,4661.71
Farm_05172,MKT001,11667.57
Farm_05173,MKT078,12414.62
Farm_05174,MKT084,32316.33
Farm_05175,MKT088,18244.87
Farm_05176,MKT035,23810.98
Farm_05177,MKT030,28717.62
Farm_05178,MKT070,40971.03
Farm_05179,MKT023,21359.73
Farm_05180,MKT041,926.87
Farm_05181,MKT036,29660.49
Farm_05182,MKT070,33237.91
Farm_05183,MKT045,17975.81
Farm_05184,MKT032,38224.95
Farm_05185,MKT090,46951.12
Farm_05186,MKT086,28579.9
Farm_05187,MKT091,47986.35
Farm_05188,MKT041,5823.86
Farm_05189,MKT043,11545.33
Farm_05190,MKT095,44240.73
Farm_05191,MKT036,42763.07
Farm_05192,MKT039,49629.79
Farm_05193,MKT067,15984.6
Farm_05194,MKT055,44884.41
Farm_05195,MKT071,27258.29
Farm_05196,MKT078,16425.39
Farm_05197,MKT015,47160.37
Farm_05198,MKT039,18785.84
Farm_05199,MKT044,22117.2
Farm_05200,MKT013,15684.24
Farm_05201,MKT012,15842.92
Farm_05202,MKT019,5292.04
Farm_05203,MKT099,35198.32
Farm_05204,MKT013,12442.34
Farm_05205,MKT038,35335.02
Farm_05206,MKT051,6796.46
Farm_05207,MKT041,43213.65
Farm_05208,MKT027,38330.28
Farm_05209,MKT099,27150.08
Farm_05210,MKT087,24806.8
Farm_05211,MKT065,26587.18
Farm_05212,MKT055,22666.69
Farm_05213,MKT097,18091.78
Farm_05214,MKT070,49507.41
Farm_05215,MKT088,10322.78
Farm_05216,MKT010,27983.79
Farm_05217,MKT067,43444.71
Farm_05218,MKT003,502.5
Farm_05219,MKT062,12631.64
Farm_05220,MKT031,41030.97
Farm_05221,MKT004,8602.35
Farm_05222,MKT086,42744.53
Farm_05223,MKT077,13415.72
Farm_05224,MKT044,8698.72
Farm_05225,MKT003,9455.9
Farm_05226,MKT062,34642.94
Farm_05227,MKT074,34927.4
Farm_05228,MKT033,13743.04
Farm_05229,MKT025,21860.2
Farm_05230,MKT070,27983.16
Farm_05231,MKT022,30421.78
Farm_05232,MKT054,45265.49
Farm_05233,MKT059,25413.67
Farm_05234,MKT063,48924.17
Farm_05235,MKT030,30598.81
Farm_05236,MKT067,28958.04
Farm_05237,MKT052,49401.2
Farm_05238,MKT092,32677.02
Farm_05239,MKT053,9186.49
Farm_05240,MKT032,12591.34
Farm_05241,MKT019,23482.9
Farm_05242,MKT095,39376.89
Farm_05243,MKT070,42532.52
Farm_05244,MKT037,13690.16
Farm_05245,MKT048,12935.24
Farm_05246,MKT037,19203.8
Farm_05247,MKT061,21761.05
Farm_05248,MKT045,30182.8
Farm_05249,MKT045,16546.96
Farm_05250,MKT017,20523.25
Farm_05251,MKT012,3880.51
Farm_05252,MKT061,11283.16
Farm_05253,MKT010,46659.98
Farm_05254,MKT031,31956.5
Farm_05255,MKT070,14856.67
Farm_05256,MKT075,32000.49
Farm_05257,MKT060,42742.11
Farm_05258,MKT011,3150.81
Farm_05259,MKT018,10922.63
Farm_05260,MKT049,44089.75
Farm_05261,MKT040,45888.37
Farm_05262,MKT088,26762.31
Farm_05263,MKT032,28408.32
Farm_05264,MKT077,23563.74
Farm_05265,MKT027,16486.67
Farm_05266,MKT066,35093.21
Farm_05267,MKT074,27096.4
Farm_05268,MKT047,7659.24
Farm_05269,MKT004,9755.97
Farm_05270,MKT005,42490.06
Farm_05271,MKT039,42504.11
Farm_05272,MKT054,14546.78
Farm_05273,MKT086,6724.34
Farm_05274,MKT092,7140.1
Farm_05275,MKT020,29089.08
Farm_05276,MKT026,14664.29
Farm_05277,MKT006,34209.66
Farm_05278,MKT088,41678.07
Farm_05279,MKT072,41967.68
Farm_05280,MKT097,36689.79
Farm_05281,MKT012,15099.4
Farm_05282,MKT006,9160.64
Farm_05283,MKT052,15190.95
Farm_05284,MKT047,39301.92
Farm_05285,MKT019,24912.05
Farm_05286,MKT064,41076.45
Farm_05287,MKT062,20127.14
Farm_05288,MKT085,17525.51
Farm_05289,MKT023,45612.77
Farm_05290,MKT081,15951.4
Farm_05291,MKT004,12737.75
Farm_05292,MKT097,11605.04
Farm_05293,MKT043,12553.45
Farm_05294,MKT098,6382.51
Farm_05295,MKT007,14287.51
Farm_05296,MKT094,46954.44
Farm_05297,MKT085,40860.44
Farm_05298,MKT068,259.12
Farm_05299,MKT075,23823.73
Farm_05300,MKT097,18454.97
Farm_05301,MKT028,37016.8
Farm_05302,MKT092,16074.83
Farm_05303,MKT040,19290.45
Farm_05304,MKT098,33398.48
Farm_05305,MKT014,28715.98
Farm_05306,MKT061,46684.63
Farm_05307,MKT043,18214.66
Farm_05308,MKT091,41267.05
Farm_05309,MKT042,21890.94
Farm_05310,MKT080,24374.88
Farm_05311,MKT059,2896.4
Farm_05312,MKT044,32842.68
Farm_05313,MKT068,44598.12
Farm_05314,MKT082,26860.36
Farm_05315,MKT077,15853.25
Farm_05316,MKT073,43488.84
Farm_05317,MKT095,49784.78
Farm_05318,MKT004,12032.26
Farm_05319,MKT077,48893.87
Farm_05320,MKT085,8696.73
Farm_05321,MKT062,33303.4
Farm_05322,MKT015,19603.44
Farm_05323,MKT030,2092.41
Farm_05324,MKT009,45411.68
Farm_05325,MKT003,37080.52
Farm_05326,MKT038,2930.44
Farm_05327,MKT076,31870.13
Farm_05328,MKT078,40832.83
Farm_05329,MKT040,29027.47
Farm_05330,MKT082,4815.67
Farm_05331,MKT051,47037.77
Farm_05332,MKT068,40204.12
Farm_05333,MKT066,950.05
Farm_05334,MKT041,44303.68
Farm_05335,MKT018,17896.63
Farm_05336,MKT047,48885.88
Farm_05337,MKT019,7014.69
Farm_05338,MKT054,12238.94
Farm_05339,MKT059,49264.34
Farm_05340,MKT017,40843.24
Farm_05341,MKT070,4433.26
Farm_05342,MKT037,27903.7
Farm_05343,MKT048,1815.14
Farm_05344,MKT077,33950.98
Farm_05345,MKT044,36542.64
Farm_05346,MKT021,3922.82
Farm_05347,MKT052,11240.2
Farm_05348,MKT089,8805.07
Farm_05349,MKT078,18359.59
Farm_05350,MKT010,13845.13
Farm_05351,MKT011,4856.75
Farm_05352,MKT048,17580.88
Farm_05353,MKT080,40118.42
Farm_05354,MKT062,18852.96
Farm_05355,MKT079,31247.0
Farm_05356,MKT068,37969.98
Farm_05357,MKT037,42424.3
Farm_05358,MKT066,10175.36
Farm_05359,MKT037,15742.03
Farm_05360,MKT068,33894.94
Farm_05361,MKT007,7367.42
Farm_05362,MKT052,27517.49
Farm_05363,MKT058,43185.24
Farm_05364,MKT073,21472.9
Farm_05365,MKT064,22083.2
Farm_05366,MKT050,23198.86
Farm_05367,MKT060,31681.91
Farm_05368,MKT089,377.49
Farm_05369,MKT059,8252.24
Farm_05370,MKT035,26609.43
Farm_05371,MKT098,24354.53
Farm_05372,MKT052,39816.24
Farm_05373,MKT018,41856.66
Farm_05374,MKT004,31209.19
Farm_05375,MKT031,8932.22
Farm_05376,MKT009,20183.56
Farm_05377,MKT052,39228.9
Farm_05378,MKT023,29025.4
Farm_05379,MKT094,42495.23
Farm_05380,MKT090,15582.55
Farm_05381,MKT068,6531.42
Farm_05382,MKT092,4064.66
Farm_05383,MKT069,23202.04
Farm_05384,MKT090,23562.77
Farm_05385,MKT091,38847.99
Farm_05386,MKT073,42310.99
Farm_05387,MKT098,8049.14
Farm_05388,MKT004,8527.29
Farm_05389,MKT006,28783.44
Farm_05390,MKT005,48295.91
Farm_05391,MKT081,6352.11
Farm_05392,MKT026,19314.41
Farm_05393,MKT015,12005.55
Farm_05394,MKT072,11684.62
Farm_05395,MKT057,16147.19
Farm_05396,MKT056,32266.65
Farm_05397,MKT006,46654.02
Farm_05398,MKT057,6758.1
Farm_05399,MKT023,16424.78
Farm_05400,MKT065,169.93
Farm_05401,MKT082,12007.32
Farm_05402,MKT067,28690.53
Farm_05403,MKT077,43576.17
Farm_05404,MKT032,27222.54
Farm_05405,MKT038,25068.05
Farm_05406,MKT026,31615.99
Farm_05407,MKT066,1415.81
Farm_05408,MKT060,4557.57
Farm_05409,MKT024,41697.65
Farm_05410,MKT022,43411.05
Farm_05411,MKT031,38087.9
Farm_05412,MKT055,10309.63
Farm_05413,MKT067,46871.54
Farm_05414,MKT015,25872.48
Farm_05415,MKT024,979.74
Farm_05416,MKT079,36524.19
Farm_05417,MKT083,21438.04
Farm_05418,MKT039,36028.75
Farm_05419,MKT023,4359.78
Farm_05420,MKT045,24176.41
Farm_05421,MKT059,41996.0
Farm_05422,MKT097,14993.07
Farm_05423,MKT061,13862.0
Farm_05424,MKT057,33169.75
Farm_05425,MKT085,46466.82
Farm_05426,MKT029,24942.95
Farm_05427,MKT041,22641.97
Farm_05428,MKT091,42110.46
Farm_05429,MKT076,31117.41
Farm_05430,MKT100,30584.85
Farm_05431,MKT013,9362.73
Farm_05432,MKT011,46275.51
Farm_05433,MKT061,26961.97
Farm_05434,MKT047,29710.38
Farm_05435,MKT002,4829.13
Farm_05436,MKT080,1318.98
Farm_05437,MKT019,42595.27
Farm_05438,MKT043,9032.87
Farm_05439,MKT079,16129.94
Farm_05440,MKT058,1761.08
Farm_05441,MKT085,16629.32
Farm_05442,MKT090,12167.21
Farm_05443,MKT042,29717.98
Farm_05444,MKT094,35322.6
Farm_05445,MKT088,9449.03
Farm_05446,MKT024,12630.01
Farm_05447,MKT054,26498.99
Farm_05448,MKT091,4492.35
Farm_05449,MKT025,5616.4
Farm_05450,MKT050,767.27
Farm_05451,MKT020,2841.16
Farm_05452,MKT097,5352.91
Farm_05453,MKT035,11583.98
Farm_05454,MKT006,18583.84
Farm_05455,MKT005,49180.74
Farm_05456,MKT029,42151.93
Farm_05457,MKT068,23751.21
Farm_05458,MKT045,27876.13
Farm_05459,MKT081,49171.77
Farm_05460,MKT011,40652.86
Farm_05461,MKT074,21880.46
Farm_05462,MKT048,31338.3
Farm_05463,MKT062,8264.34
Farm_05464,MKT098,26461.86
Farm_05465,MKT024,45132.12
Farm_05466,MKT015,34757.18
Farm_05467,MKT050,16211.77
Farm_05468,MKT014,9967.75
Farm_05469,MKT066,33299.73
Farm_05470,MKT065,39664.45
Farm_05471,MKT074,34905.58
Farm_05472,MKT011,39216.23
Farm_05473,MKT076,2085.97
Farm_05474,MKT083,40141.09
Farm_05475,MKT080,7436.03
Farm_05476,MKT035,29574.81
Farm_05477,MKT091,31564.93
Farm_05478,MKT029,27675.8
Farm_05479,MKT010,29669.46
Farm_05480,MKT021,9083.59
Farm_05481,MKT017,15851.99
Farm_05482,MKT065,14723.44
Farm_05483,MKT039,24810.0
Farm_05484,MKT067,9565.77
Farm_05485,MKT085,45349.42
Farm_05486,MKT086,4081.61
Farm_05487,MKT046,3350.5
Farm_05488,MKT042,19998.97
Farm_05489,MKT059,27255.54
Farm_05490,MKT094,7696.85
Farm_05491,MKT009,20467.51
Farm_05492,MKT047,4342.47
Farm_05493,MKT054,771.45
Farm_05494,MKT059,6902.26
Farm_05495,MKT042,16008.99
Farm_05496,MKT084,18011.73
Farm_05497,MKT023,21891.96
Farm_05498,MKT079,37357.76
Farm_05499,MKT099,12834.06
Farm_05500,MKT002,32176.1
Farm_05501,MKT022,2446.89
Farm_05502,MKT024,41123.28
Farm_05503,MKT088,1779.07
Farm_05504,MKT028,13883.22
Farm_05505,MKT053,20111.57
Farm_05506,MKT070,41183.47
Farm_05507,MKT078,28932.4
Farm_05508,MKT005,28859.48
Farm_05509,MKT100,46799.72
Farm_05510,MKT096,41958.83
Farm_05511,MKT093,17754.23
Farm_05512,MKT009,22604.0
Farm_05513,MKT095,48701.84
Farm_05514,MKT059,35613.68
Farm_05515,MKT074,32132.75
Farm_05516,MKT075,24939.68
Farm_05517,MKT047,47999.13
Farm_05518,MKT100,2767.74
Farm_05519,MKT066,18421.72
Farm_05520,MKT002,11619.09
Farm_05521,MKT074,25712.21
Farm_05522,MKT063,5233.27
Farm_05523,MKT074,17717.39
Farm_05524,MKT091,31078.63
Farm_05525,MKT082,24128.02
Farm_05526,MKT014,45661.76
Farm_05527,MKT049,37165.29
Farm_05528,MKT009,37151.87
Farm_05529,MKT092,49901.45
Farm_05530,MKT076,18603.88
Farm_05531,MKT084,30037.33
Farm_05532,MKT081,27084.02
Farm_05533,MKT003,39249.03
Farm_05534,MKT052,34157.9
Farm_05535,MKT035,15469.08
