farm_id,disease,severity
Farm_04595,Healthy,Medium
Farm_04596,Leaf Blight,High
Farm_04597,Root Rot,Low
Farm_04598,Rust,Low
Farm_04599,Healthy,High
Farm_04600,Healthy,High
Farm_04601,Healthy,Low
Farm_04602,Healthy,Medium
Farm_04603,Healthy,Low
Farm_04604,Root Rot,High
Farm_04605,Fall Armyworm,High
Farm_04606,Root Rot,Medium
Farm_04607,Healthy,High
Farm_04608,Fall Armyworm,Medium
Farm_04609,Rust,Low
Farm_04610,Leaf Blight,High
Farm_04611,Root Rot,Low
Farm_04612,Root Rot,Medium
Farm_04613,Leaf Blight,Low
Farm_04614,Fall Armyworm,High
Farm_04615,Fall Armyworm,High
Farm_04616,Root Rot,High
Farm_04617,Root Rot,Medium
Farm_04618,Rust,Low
Farm_04619,Rust,Medium
Farm_04620,Rust,High
Farm_04621,Fall Armyworm,Low
Farm_04622,Rust,Low
Farm_04623,Fall Armyworm,Low
Farm_04624,Leaf Blight,Low
Farm_04625,Rust,Low
Farm_04626,Healthy,Low
Farm_04627,Healthy,Low
Farm_04628,Healthy,Medium
Farm_04629,Root Rot,Low
Farm_04630,Leaf Blight,High
Farm_04631,Rust,High
Farm_04632,Leaf Blight,High
Farm_04633,Leaf Blight,High
Farm_04634,Leaf Blight,High
Farm_04635,Fall Armyworm,Low
Farm_04636,Fall Armyworm,Low
Farm_04637,Rust,Low
Farm_04638,Fall Armyworm,Medium
Farm_04639,Rust,Medium
Farm_04640,Healthy,High
Farm_04641,Rust,High
Farm_04642,Root Rot,Low
Farm_04643,Fall Armyworm,Medium
Farm_04644,Rust,Low
Farm_04645,Rust,High
Farm_04646,Leaf Blight,High
Farm_04647,Leaf Blight,Low
Farm_04648,Leaf Blight,Medium
Farm_04649,Fall Armyworm,Low
Farm_04650,Healthy,Medium
Farm_04651,Healthy,Low
Farm_04652,Healthy,Low
Farm_04653,Root Rot,Low
Farm_04654,Rust,Low
Farm_04655,Root Rot,Low
Farm_04656,Root Rot,Medium
Farm_04657,Leaf Blight,Medium
Farm_04658,Leaf Blight,Low
Farm_04659,Leaf Blight,Medium
Farm_04660,Fall Armyworm,High
Farm_04661,Leaf Blight,High
Farm_04662,Fall Armyworm,Low
Farm_04663,Healthy,High
Farm_04664,Rust,Medium
Farm_04665,Healthy,Medium
Farm_04666,Rust,High
Farm_04667,Rust,Low
Farm_04668,Healthy,High
Farm_04669,Leaf Blight,Medium
Farm_04670,Root Rot,Medium
Farm_04671,Rust,Low
Farm_04672,Fall Armyworm,High
Farm_04673,Leaf Blight,High
Farm_04674,Rust,Medium
Farm_04675,Rust,High
Farm_04676,Rust,Medium
Farm_04677,Healthy,Medium
Farm_04678,Fall Armyworm,Low
Farm_04679,Leaf Blight,Medium
Farm_04680,Rust,Low
Farm_04681,Rust,Low
Farm_04682,Fall Armyworm,High
Farm_04683,Fall Armyworm,Low
Farm_04684,Leaf Blight,Medium
Farm_04685,Healthy,Medium
Farm_04686,Fall Armyworm,High
Farm_04687,Fall Armyworm,Low
Farm_04688,Rust,High
Farm_04689,Rust,Medium
Farm_04690,Root Rot,Medium
Farm_04691,Root Rot,Medium
Farm_04692,Root Rot,High
Farm_04693,Healthy,High
Farm_04694,Healthy,Medium
Farm_04695,Fall Armyworm,Medium
Farm_04696,Root Rot,High
Farm_04697,Healthy,Medium
Farm_04698,Leaf Blight,Medium
Farm_04699,Leaf Blight,High
Farm_04700,Leaf Blight,Low
Farm_04701,Fall Armyworm,Medium
Farm_04702,Root Rot,Medium
Farm_04703,Leaf Blight,Medium
Farm_04704,Root Rot,Low
Farm_04705,Root Rot,High
Farm_04706,Leaf Blight,Medium
Farm_04707,Fall Armyworm,High
Farm_04708,Healthy,Medium
Farm_04709,Leaf Blight,Low
Farm_04710,Fall Armyworm,Medium
Farm_04711,Root Rot,Medium
Farm_04712,Rust,High
Farm_04713,Rust,Low
Farm_04714,Leaf Blight,High
Farm_04715,Leaf Blight,Medium
Farm_04716,Fall Armyworm,High
Farm_04717,Root Rot,High
Farm_04718,Root Rot,Low
Farm_04719,Rust,High
Farm_04720,Root Rot,Low
Farm_04721,Healthy,Medium
Farm_04722,Fall Armyworm,Medium
Farm_04723,Leaf Blight,Low
Farm_04724,Root Rot,Medium
Farm_04725,Healthy,High
Farm_04726,Root Rot,Low
Farm_04727,Rust,Medium
Farm_04728,Rust,High
Farm_04729,Leaf Blight,Medium
Farm_04730,Leaf Blight,Low
Farm_04731,Rust,Low
Farm_04732,Rust,High
Farm_04733,Leaf Blight,High
Farm_04734,Leaf Blight,Low
Farm_04735,Rust,High
Farm_04736,Fall Armyworm,Low
Farm_04737,Root Rot,Low
Farm_04738,Rust,High
Farm_04739,Rust,Low
Farm_04740,Leaf Blight,Medium
Farm_04741,Fall Armyworm,High
Farm_04742,Fall Armyworm,Medium
Farm_04743,Rust,High
Farm_04744,Rust,High
Farm_04745,Healthy,Medium
Farm_04746,Healthy,High
Farm_04747,Rust,Medium
Farm_04748,Healthy,High
Farm_04749,Fall Armyworm,Medium
Farm_04750,Leaf Blight,Low
Farm_04751,Root Rot,High
Farm_04752,Fall Armyworm,Low
Farm_04753,Leaf Blight,Low
Farm_04754,Fall Armyworm,Low
Farm_04755,Healthy,Low
Farm_04756,Fall Armyworm,High
Farm_04757,Rust,High
Farm_04758,Rust,Medium
Farm_04759,Rust,Medium
Farm_04760,Healthy,High
Farm_04761,Rust,Medium
Farm_04762,Root Rot,Low
Farm_04763,Root Rot,High
Farm_04764,Leaf Blight,Low
Farm_04765,Rust,High
Farm_04766,Healthy,Low
Farm_04767,Leaf Blight,Low
Farm_04768,Root Rot,Medium
Farm_04769,Fall Armyworm,Medium
Farm_04770,Rust,Medium
Farm_04771,Fall Armyworm,Medium
Farm_04772,Rust,High
Farm_04773,Healthy,High
Farm_04774,Root Rot,High
Farm_04775,Healthy,High
Farm_04776,Rust,High
Farm_04777,Leaf Blight,High
Farm_04778,Root Rot,High
Farm_04779,Healthy,Low
Farm_04780,Root Rot,Low
Farm_04781,Rust,High
Farm_04782,Fall Armyworm,Medium
Farm_04783,Root Rot,High
Farm_04784,Rust,Low
Farm_04785,Fall Armyworm,Low
Farm_04786,Fall Armyworm,Medium
Farm_04787,Healthy,Medium
Farm_04788,Healthy,High
Farm_04789,Leaf Blight,Medium
Farm_04790,Fall Armyworm,Low
Farm_04791,Rust,High
Farm_04792,Leaf Blight,Medium
Farm_04793,Fall Armyworm,Low
Farm_04794,Leaf Blight,Low
Farm_04795,Rust,Medium
Farm_04796,Rust,Medium
Farm_04797,Healthy,Low
Farm_04798,Leaf Blight,Medium
Farm_04799,Healthy,Low
Farm_04800,Rust,Medium
Farm_04801,Healthy,Low
Farm_04802,Rust,Medium
Farm_04803,Root Rot,Low
Farm_04804,Rust,Low
Farm_04805,Rust,Low
Farm_04806,Leaf Blight,Medium
Farm_04807,Fall Armyworm,High
Farm_04808,Healthy,High
Farm_04809,Healthy,High
Farm_04810,Root Rot,High
Farm_04811,Healthy,Medium
Farm_04812,Fall Armyworm,Low
Farm_04813,Rust,Medium
Farm_04814,Rust,High
Farm_04815,Rust,Medium
Farm_04816,Leaf Blight,Low
Farm_04817,Rust,Medium
Farm_04818,Rust,Medium
Farm_04819,Healthy,Medium
Farm_04820,Healthy,Low
Farm_04821,Root Rot,Medium
Farm_04822,Leaf Blight,Low
Farm_04823,Rust,Low
Farm_04824,Fall Armyworm,High
Farm_04825,Root Rot,Low
Farm_04826,Rust,Medium
Farm_04827,Leaf Blight,High
Farm_04828,Rust,High
Farm_04829,Fall Armyworm,Low
Farm_04830,Root Rot,Low
Farm_04831,Leaf Blight,High
Farm_04832,Fall Armyworm,Low
Farm_04833,Root Rot,Medium
Farm_04834,Root Rot,High
Farm_04835,Fall Armyworm,Medium
Farm_04836,Root Rot,High
Farm_04837,Leaf Blight,Low
Farm_04838,Fall Armyworm,Low
Farm_04839,Root Rot,Low
Farm_04840,Healthy,High
Farm_04841,Leaf Blight,Medium
Farm_04842,Fall Armyworm,Medium
Farm_04843,Rust,High
Farm_04844,Root Rot,High
Farm_04845,Rust,Low
Farm_04846,Leaf Blight,High
Farm_04847,Fall Armyworm,High
Farm_04848,Leaf Blight,High
Farm_04849,Leaf Blight,High
Farm_04850,Leaf Blight,High
Farm_04851,Root Rot,Medium
Farm_04852,Fall Armyworm,Low
Farm_04853,Rust,Medium
Farm_04854,Rust,High
Farm_04855,Rust,Medium
Farm_04856,Rust,High
Farm_04857,Fall Armyworm,Medium
Farm_04858,Leaf Blight,Low
Farm_04859,Rust,High
Farm_04860,Rust,High
Farm_04861,Leaf Blight,High
Farm_04862,Leaf Blight,High
Farm_04863,Rust,Low
Farm_04864,Healthy,High
Farm_04865,Healthy,Low
Farm_04866,Leaf Blight,High
Farm_04867,Fall Armyworm,Medium
Farm_04868,Fall Armyworm,Medium
Farm_04869,Leaf Blight,Medium
Farm_04870,Fall Armyworm,High
Farm_04871,Root Rot,Low
Farm_04872,Root Rot,Low
Farm_04873,Root Rot,Low
Farm_04874,Rust,Low
Farm_04875,Root Rot,Low
Farm_04876,Rust,High
Farm_04877,Rust,High
Farm_04878,Rust,Low
Farm_04879,Fall Armyworm,Medium
Farm_04880,Fall Armyworm,Low
Farm_04881,Leaf Blight,High
Farm_04882,Leaf Blight,High
Farm_04883,Fall Armyworm,High
Farm_04884,Rust,Low
Farm_04885,Root Rot,Low
Farm_04886,Rust,High
Farm_04887,Root Rot,Medium
Farm_04888,Root Rot,Low
Farm_04889,Healthy,Low
Farm_04890,Leaf Blight,Medium
Farm_04891,Rust,Low
Farm_04892,Rust,Medium
Farm_04893,Healthy,Medium
Farm_04894,Rust,Low
Farm_04895,Root Rot,Medium
Farm_04896,Rust,High
Farm_04897,Leaf Blight,Low
Farm_04898,Fall Armyworm,Medium
Farm_04899,Healthy,Low
Farm_04900,Fall Armyworm,High
Farm_04901,Leaf Blight,Low
Farm_04902,Fall Armyworm,Low
Farm_04903,Leaf Blight,High
Farm_04904,Healthy,Low
Farm_04905,Root Rot,Medium
Farm_04906,Root Rot,High
Farm_04907,Leaf Blight,Low
Farm_04908,Fall Armyworm,Low
Farm_04909,Leaf Blight,High
Farm_04910,Leaf Blight,Medium
Farm_04911,Healthy,High
Farm_04912,Healthy,Medium
Farm_04913,Rust,High
Farm_04914,Leaf Blight,Medium
Farm_04915,Healthy,High
Farm_04916,Rust,Low
Farm_04917,Root Rot,Low
Farm_04918,Rust,Low
Farm_04919,Fall Armyworm,High
Farm_04920,Leaf Blight,High
Farm_04921,Leaf Blight,Medium
Farm_04922,Healthy,High
Farm_04923,Healthy,Low
Farm_04924,Rust,Medium
Farm_04925,Fall Armyworm,High
Farm_04926,Rust,Low
Farm_04927,Healthy,Medium
Farm_04928,Root Rot,Medium
Farm_04929,Root Rot,Low
Farm_04930,Healthy,Low
Farm_04931,Fall Armyworm,Medium
Farm_04932,Root Rot,Medium
Farm_04933,Fall Armyworm,Medium
Farm_04934,Healthy,Low
Farm_04935,Rust,Low
Farm_04936,Root Rot,Low
Farm_04937,Healthy,High
Farm_04938,Leaf Blight,High
Farm_04939,Root Rot,High
Farm_04940,Fall Armyworm,Medium
Farm_04941,Rust,Medium
Farm_04942,Root Rot,Medium
Farm_04943,Healthy,Low
Farm_04944,Healthy,Low
Farm_04945,Healthy,High
Farm_04946,Healthy,Low
Farm_04947,Rust,Medium
Farm_04948,Leaf Blight,High
Farm_04949,Root Rot,High
Farm_04950,Root Rot,Medium
Farm_04951,Healthy,Low
Farm_04952,Rust,Medium
Farm_04953,Healthy,High
Farm_04954,Leaf Blight,Low
Farm_04955,Root Rot,High
Farm_04956,Healthy,Medium
Farm_04957,Rust,Medium
Farm_04958,Fall Armyworm,High
Farm_04959,Leaf Blight,Low
Farm_04960,Leaf Blight,Low
Farm_04961,Fall Armyworm,Low
Farm_04962,Rust,Medium
Farm_04963,Fall Armyworm,Low
Farm_04964,Rust,Low
Farm_04965,Healthy,High
Farm_04966,Leaf Blight,Medium
Farm_04967,Healthy,High
Farm_04968,Rust,Low
Farm_04969,Root Rot,Low
Farm_04970,Root Rot,High
Farm_04971,Fall Armyworm,Low
Farm_04972,Root Rot,Medium
Farm_04973,Rust,Medium
Farm_04974,Root Rot,Medium
Farm_04975,Fall Armyworm,Medium
Farm_04976,Root Rot,Low
Farm_04977,Healthy,Low
Farm_04978,Fall Armyworm,High
Farm_04979,Healthy,Medium
Farm_04980,Leaf Blight,Medium
Farm_04981,Rust,High
Farm_04982,Fall Armyworm,Medium
Farm_04983,Healthy,Medium
Farm_04984,Leaf Blight,Low
Farm_04985,Root Rot,Medium
Farm_04986,Fall Armyworm,Low
Farm_04987,Rust,Low
Farm_04988,Healthy,Low
Farm_04989,Root Rot,Medium
Farm_04990,Root Rot,High
Farm_04991,Fall Armyworm,High
Farm_04992,Healthy,High
Farm_04993,Healthy,Low
Farm_04994,Fall Armyworm,Medium
Farm_04995,Rust,High
Farm_04996,Root Rot,Low
Farm_04997,Fall Armyworm,Low
Farm_04998,Healthy,Low
Farm_04999,Healthy,Medium
Farm_05000,Rust,Low
Farm_05001,Leaf Blight,Low
Farm_05002,Rust,Low
Farm_05003,Fall Armyworm,Medium
Farm_05004,Rust,Low
Farm_05005,Healthy,High
Farm_05006,Healthy,Low
Farm_05007,Healthy,High
Farm_05008,Fall Armyworm,Low
Farm_05009,Fall Armyworm,Low
Farm_05010,Leaf Blight,High
Farm_05011,Healthy,Medium
Farm_05012,Root Rot,Medium
Farm_05013,Fall Armyworm,Low
Farm_05014,Fall Armyworm,Low
Farm_05015,Fall Armyworm,Medium
Farm_05016,Root Rot,Medium
Farm_05017,Root Rot,Medium
Farm_05018,Healthy,Low
Farm_05019,Leaf Blight,Low
Farm_05020,Leaf Blight,High
Farm_05021,Healthy,Medium
Farm_05022,Healthy,High
Farm_05023,Rust,Low
Farm_05024,Fall Armyworm,High
Farm_05025,Fall Armyworm,Medium
Farm_05026,Healthy,Medium
Farm_05027,Root Rot,Medium
Farm_05028,Fall Armyworm,High
Farm_05029,Rust,Medium
Farm_05030,Rust,Medium
Farm_05031,Rust,Medium
Farm_05032,Healthy,Medium
Farm_05033,Leaf Blight,Medium
Farm_05034,Fall Armyworm,High
Farm_05035,Fall Armyworm,Low
Farm_05036,Healthy,High
Farm_05037,Rust,High
Farm_05038,Fall Armyworm,Medium
Farm_05039,Leaf Blight,Medium
Farm_05040,Fall Armyworm,Medium
Farm_05041,Rust,Low
Farm_05042,Fall Armyworm,Medium
Farm_05043,Rust,High
Farm_05044,Healthy,Medium
Farm_05045,Rust,Medium
Farm_05046,Leaf Blight,Low
Farm_05047,Root Rot,High
Farm_05048,Leaf Blight,Low
Farm_05049,Root Rot,Low
Farm_05050,Rust,Low
Farm_05051,Fall Armyworm,Low
Farm_05052,Root Rot,Medium
Farm_05053,Rust,Low
Farm_05054,Fall Armyworm,High
Farm_05055,Fall Armyworm,Medium
Farm_05056,Rust,Low
Farm_05057,Healthy,High
Farm_05058,Healthy,High
Farm_05059,Leaf Blight,Low
Farm_05060,Root Rot,Medium
Farm_05061,Healthy,Medium
Farm_05062,Healthy,Low
Farm_05063,Healthy,High
Farm_05064,Healthy,Low
Farm_05065,Leaf Blight,High
Farm_05066,Root Rot,Low
Farm_05067,Root Rot,Low
Farm_05068,Healthy,Medium
Farm_05069,Leaf Blight,High
Farm_05070,Root Rot,Medium
Farm_05071,Fall Armyworm,High
Farm_05072,Rust,High
Farm_05073,Root Rot,Medium
Farm_05074,Rust,High
Farm_05075,Rust,Low
Farm_05076,Root Rot,Low
Farm_05077,Root Rot,High
Farm_05078,Root Rot,High
Farm_05079,Rust,Medium
Farm_05080,Fall Armyworm,High
Farm_05081,Leaf Blight,Medium
Farm_05082,Fall Armyworm,Medium
Farm_05083,Healthy,High
Farm_05084,Leaf Blight,High
Farm_05085,Rust,High
Farm_05086,Rust,Low
Farm_05087,Healthy,High
Farm_05088,Leaf Blight,High
Farm_05089,Fall Armyworm,Low
Farm_05090,Leaf Blight,Low
Farm_05091,Leaf Blight,Low
Farm_05092,Leaf Blight,Medium
Farm_05093,Fall Armyworm,Low
Farm_05094,Rust,Medium
Farm_05095,Rust,Low
Farm_05096,Healthy,Low
Farm_05097,Root Rot,Low
Farm_05098,Healthy,Medium
Farm_05099,Leaf Blight,High
Farm_05100,Fall Armyworm,Low
Farm_05101,Fall Armyworm,Low
Farm_05102,Leaf Blight,Medium
Farm_05103,Root Rot,High
Farm_05104,Rust,Medium
Farm_05105,Leaf Blight,High
Farm_05106,Rust,Low
Farm_05107,Healthy,High
Farm_05108,Healthy,Low
Farm_05109,Rust,High
Farm_05110,Root Rot,Medium
Farm_05111,Leaf Blight,Low
Farm_05112,Healthy,High
Farm_05113,Fall Armyworm,High
Farm_05114,Root Rot,Medium
Farm_05115,Healthy,Low
Farm_05116,Fall Armyworm,High
Farm_05117,Rust,Medium
Farm_05118,Fall Armyworm,High
Farm_05119,Fall Armyworm,Low
Farm_05120,Healthy,High
Farm_05121,Rust,Medium
Farm_05122,Rust,High
Farm_05123,Rust,Medium
Farm_05124,Rust,High
Farm_05125,Leaf Blight,High
Farm_05126,Fall Armyworm,Medium
Farm_05127,Healthy,Medium
Farm_05128,Root Rot,High
Farm_05129,Fall Armyworm,Medium
Farm_05130,Healthy,Medium
Farm_05131,Fall Armyworm,Medium
Farm_05132,Leaf Blight,High
Farm_05133,Root Rot,Low
Farm_05134,Rust,High
Farm_05135,Root Rot,Low
Farm_05136,Root Rot,Low
Farm_05137,Rust,High
Farm_05138,Rust,Medium
Farm_05139,Rust,High
Farm_05140,Leaf Blight,Low
Farm_05141,Rust,Low
Farm_05142,Fall Armyworm,Low
Farm_05143,Leaf Blight,Medium
Farm_05144,Leaf Blight,High
Farm_05145,Leaf Blight,Medium
Farm_05146,Healthy,High
Farm_05147,Fall Armyworm,High
Farm_05148,Healthy,Low
Farm_05149,Fall Armyworm,Low
Farm_05150,Healthy,High
Farm_05151,Healthy,Low
Farm_05152,Leaf Blight,Low
Farm_05153,Root Rot,Medium
Farm_05154,Root Rot,High
Farm_05155,Fall Armyworm,Medium
Farm_05156,Fall Armyworm,High
Farm_05157,Leaf Blight,High
Farm_05158,Rust,Low
Farm_05159,Leaf Blight,Medium
Farm_05160,Root Rot,Medium
Farm_05161,Healthy,Medium
Farm_05162,Fall Armyworm,Medium
Farm_05163,Healthy,Medium
Farm_05164,Fall Armyworm,Medium
Farm_05165,Fall Armyworm,Medium
Farm_05166,Root Rot,Low
Farm_05167,Rust,High
Farm_05168,Fall Armyworm,Low
Farm_05169,Healthy,High
Farm_05170,Healthy,Low
Farm_05171,Leaf Blight,Low
Farm_05172,Rust,Low
Farm_05173,Fall Armyworm,Low
Farm_05174,Rust,Medium
Farm_05175,Rust,Medium
Farm_05176,Root Rot,Low
Farm_05177,Leaf Blight,High
Farm_05178,Rust,Medium
Farm_05179,Rust,Low
Farm_05180,Leaf Blight,High
Farm_05181,Healthy,Low
Farm_05182,Healthy,Low
Farm_05183,Rust,Medium
Farm_05184,Fall Armyworm,High
Farm_05185,Rust,Medium
Farm_05186,Leaf Blight,Low
Farm_05187,Root Rot,High
Farm_05188,Fall Armyworm,High
Farm_05189,Rust,Low
Farm_05190,Leaf Blight,Medium
Farm_05191,Leaf Blight,High
Farm_05192,Healthy,Medium
Farm_05193,Root Rot,Low
Farm_05194,Rust,High
Farm_05195,Healthy,Low
Farm_05196,Healthy,Medium
Farm_05197,Root Rot,Low
Farm_05198,Healthy,Low
Farm_05199,Root Rot,Low
Farm_05200,Leaf Blight,Low
Farm_05201,Fall Armyworm,High
Farm_05202,Leaf Blight,Low
Farm_05203,Leaf Blight,Medium
Farm_05204,Root Rot,Low
Farm_05205,Leaf Blight,Medium
Farm_05206,Leaf Blight,High
Farm_05207,Rust,High
Farm_05208,Fall Armyworm,High
Farm_05209,Rust,Low
Farm_05210,Rust,Medium
Farm_05211,Healthy,Medium
Farm_05212,Root Rot,Medium
Farm_05213,Leaf Blight,Medium
Farm_05214,Fall Armyworm,Low
Farm_05215,Fall Armyworm,Low
Farm_05216,Root Rot,Medium
Farm_05217,Fall Armyworm,High
Farm_05218,Rust,Low
Farm_05219,Fall Armyworm,High
Farm_05220,Rust,Low
Farm_05221,Leaf Blight,Low
Farm_05222,Rust,Low
Farm_05223,Root Rot,Medium
Farm_05224,Rust,Medium
Farm_05225,Root Rot,High
Farm_05226,Rust,Low
Farm_05227,Root Rot,High
Farm_05228,Leaf Blight,Low
Farm_05229,Healthy,Medium
Farm_05230,Leaf Blight,High
Farm_05231,Rust,Low
Farm_05232,Leaf Blight,High
Farm_05233,Root Rot,High
Farm_05234,Healthy,Low
Farm_05235,Leaf Blight,Low
Farm_05236,Fall Armyworm,Low
Farm_05237,Root Rot,High
Farm_05238,Root Rot,Medium
Farm_05239,Root Rot,Low
Farm_05240,Leaf Blight,Medium
Farm_05241,Leaf Blight,High
Farm_05242,Rust,Medium
Farm_05243,Rust,Medium
Farm_05244,Rust,High
Farm_05245,Root Rot,Medium
Farm_05246,Fall Armyworm,Low
Farm_05247,Healthy,High
Farm_05248,Healthy,High
Farm_05249,Fall Armyworm,Medium
Farm_05250,Rust,Medium
Farm_05251,Fall Armyworm,Low
Farm_05252,Healthy,Medium
Farm_05253,Leaf Blight,Low
Farm_05254,Fall Armyworm,Medium
Farm_05255,Healthy,High
Farm_05256,Healthy,Low
Farm_05257,Healthy,Medium
Farm_05258,Fall Armyworm,Medium
Farm_05259,Root Rot,Medium
Farm_05260,Root Rot,High
Farm_05261,Leaf Blight,Low
Farm_05262,Healthy,High
Farm_05263,Fall Armyworm,High
Farm_05264,Root Rot,High
Farm_05265,Rust,Medium
Farm_05266,Rust,Low
Farm_05267,Leaf Blight,High
Farm_05268,Root Rot,Low
Farm_05269,Rust,Low
Farm_05270,Leaf Blight,Medium
Farm_05271,Rust,High
Farm_05272,Root Rot,Low
Farm_05273,Root Rot,Medium
Farm_05274,Root Rot,Low
Farm_05275,Healthy,High
Farm_05276,Fall Armyworm,Low
Farm_05277,Healthy,Low
Farm_05278,Fall Armyworm,High
Farm_05279,Fall Armyworm,Low
Farm_05280,Healthy,High
Farm_05281,Fall Armyworm,High
Farm_05282,Leaf Blight,Medium
Farm_05283,Rust,Medium
Farm_05284,Root Rot,Low
Farm_05285,Root Rot,Medium
Farm_05286,Fall Armyworm,Medium
Farm_05287,Healthy,Medium
Farm_05288,Rust,High
Farm_05289,Root Rot,Medium
Farm_05290,Fall Armyworm,High
Farm_05291,Healthy,High
Farm_05292,Rust,Low
Farm_05293,Fall Armyworm,Low
Farm_05294,Leaf Blight,Medium
Farm_05295,Fall Armyworm,Low
Farm_05296,Root Rot,Low
Farm_05297,Leaf Blight,Low
Farm_05298,Fall Armyworm,Low
Farm_05299,Root Rot,Medium
Farm_05300,Leaf Blight,Medium
Farm_05301,Leaf Blight,Low
Farm_05302,Healthy,Medium
Farm_05303,Fall Armyworm,High
Farm_05304,Rust,Medium
Farm_05305,Rust,Low
Farm_05306,Leaf Blight,Medium
Farm_05307,Healthy,High
Farm_05308,Root Rot,Low
Farm_05309,Rust,Low
Farm_05310,Healthy,Medium
Farm_05311,Healthy,Medium
Farm_05312,Root Rot,Medium
Farm_05313,Fall Armyworm,Low
Farm_05314,Fall Armyworm,Low
Farm_05315,Healthy,Medium
Farm_05316,Fall Armyworm,Medium
Farm_05317,Healthy,High
Farm_05318,Leaf Blight,High
Farm_05319,Rust,Medium
Farm_05320,Root Rot,Low
Farm_05321,Leaf Blight,Medium
Farm_05322,Healthy,Low
Farm_05323,Fall Armyworm,Medium
Farm_05324,Healthy,Medium
Farm_05325,Rust,High
Farm_05326,Root Rot,Low
Farm_05327,Healthy,Low
Farm_05328,Healthy,Low
Farm_05329,Healthy,High
Farm_05330,Leaf Blight,High
Farm_05331,Rust,Medium
Farm_05332,Root Rot,Medium
Farm_05333,Root Rot,High
Farm_05334,Root Rot,Medium
Farm_05335,Healthy,Medium
Farm_05336,Fall Armyworm,High
Farm_05337,Rust,High
Farm_05338,Leaf Blight,Low
Farm_05339,Leaf Blight,High
Farm_05340,Leaf Blight,High
Farm_05341,Leaf Blight,Medium
Farm_05342,Root Rot,Medium
Farm_05343,Fall Armyworm,Medium
Farm_05344,Rust,Low
Farm_05345,Rust,High
Farm_05346,Leaf Blight,Medium
Farm_05347,Fall Armyworm,High
Farm_05348,Root Rot,High
Farm_05349,Fall Armyworm,High
Farm_05350,Rust,High
Farm_05351,Fall Armyworm,Low
Farm_05352,Leaf Blight,Low
Farm_05353,Fall Armyworm,Low
Farm_05354,Fall Armyworm,Medium
Farm_05355,Rust,Medium
Farm_05356,Root Rot,Medium
Farm_05357,Root Rot,Medium
Farm_05358,Leaf Blight,High
Farm_05359,Fall Armyworm,High
Farm_05360,Root Rot,Medium
Farm_05361,Fall Armyworm,High
Farm_05362,Root Rot,High
Farm_05363,Healthy,Medium
Farm_05364,Leaf Blight,High
Farm_05365,Healthy,Low
Farm_05366,Healthy,Medium
Farm_05367,Leaf Blight,High
Farm_05368,Rust,Medium
Farm_05369,Healthy,Medium
Farm_05370,Healthy,Medium
Farm_05371,Rust,Medium
Farm_05372,Root Rot,High
Farm_05373,Healthy,Low
Farm_05374,Healthy,High
Farm_05375,Rust,Medium
Farm_05376,Leaf Blight,Medium
Farm_05377,Root Rot,High
Farm_05378,Fall Armyworm,Medium
Farm_05379,Root Rot,Medium
Farm_05380,Leaf Blight,High
Farm_05381,Root Rot,Medium
Farm_05382,Healthy,Low
Farm_05383,Fall Armyworm,Medium
Farm_05384,Rust,Medium
Farm_05385,Root Rot,High
Farm_05386,Rust,High
Farm_05387,Fall Armyworm,Medium
Farm_05388,Leaf Blight,High
Farm_05389,Rust,Medium
Farm_05390,Healthy,High
Farm_05391,Rust,Low
Farm_05392,Rust,Medium
Farm_05393,Rust,Low
Farm_05394,Healthy,Low
Farm_05395,Root Rot,Low
Farm_05396,Healthy,Medium
Farm_05397,Healthy,High
Farm_05398,Rust,Low
Farm_05399,Fall Armyworm,High
Farm_05400,Rust,Medium
Farm_05401,Leaf Blight,Low
Farm_05402,Leaf Blight,High
Farm_05403,Root Rot,High
Farm_05404,Leaf Blight,Low
Farm_05405,Rust,Low
Farm_05406,Root Rot,High
Farm_05407,Leaf Blight,Low
Farm_05408,Fall Armyworm,Low
Farm_05409,Fall Armyworm,High
Farm_05410,Rust,Low
Farm_05411,Root Rot,Medium
Farm_05412,Rust,Low
Farm_05413,Rust,High
Farm_05414,Leaf Blight,High
Farm_05415,Healthy,High
Farm_05416,Root Rot,Medium
Farm_05417,Root Rot,Low
Farm_05418,Rust,High
Farm_05419,Leaf Blight,Low
Farm_05420,Root Rot,Low
Farm_05421,Healthy,High
Farm_05422,Healthy,Low
Farm_05423,Rust,Medium
Farm_05424,Leaf Blight,High
Farm_05425,Healthy,High
Farm_05426,Leaf Blight,Low
Farm_05427,Root Rot,Low
Farm_05428,Healthy,High
Farm_05429,Healthy,Medium
Farm_05430,Root Rot,Medium
Farm_05431,Leaf Blight,Low
Farm_05432,Root Rot,Low
Farm_05433,Root Rot,Medium
Farm_05434,Fall Armyworm,Medium
Farm_05435,Rust,High
Farm_05436,Fall Armyworm,Medium
Farm_05437,Leaf Blight,High
Farm_05438,Fall Armyworm,Low
Farm_05439,Fall Armyworm,Low
Farm_05440,Leaf Blight,Low
Farm_05441,Healthy,High
Farm_05442,Rust,Low
Farm_05443,Healthy,High
Farm_05444,Fall Armyworm,High
Farm_05445,Leaf Blight,Low
Farm_05446,Root Rot,High
Farm_05447,Leaf Blight,Low
Farm_05448,Fall Armyworm,Low
Farm_05449,Healthy,Medium
Farm_05450,Rust,High
Farm_05451,Root Rot,High
