farm_id,season,crop,yield_tons
Farm_04603,2025,Rice,9.15
Farm_04604,2024,Maize,49.19
Farm_04605,2024,Rice,30.15
Farm_04606,2025,Cassava,27.01
Farm_04607,2024,Millet,42.95
Farm_04608,2026,Yam,47.3
Farm_04609,2026,Millet,6.99
Farm_04610,2024,Cassava,4.75
Farm_04611,2025,Tomato,34.84
Farm_04612,2026,Soybean,57.08
Farm_04613,2025,Yam,16.54
Farm_04614,2026,Rice,44.39
Farm_04615,2026,Tomato,69.96
Farm_04616,2024,Tomato,50.91
Farm_04617,2025,Soybean,61.87
Farm_04618,2026,Yam,18.37
Farm_04619,2024,Sorghum,35.55
Farm_04620,2026,Soybean,58.73
Farm_04621,2025,Cassava,39.63
Farm_04622,2024,Rice,15.07
Farm_04623,2025,Sorghum,40.11
Farm_04624,2025,Maize,8.32
Farm_04625,2026,Soybean,34.28
Farm_04626,2026,Sorghum,8.7
Farm_04627,2026,Maize,28.58
Farm_04628,2024,Soybean,14.44
Farm_04629,2025,Sorghum,23.6
Farm_04630,2026,Yam,49.93
Farm_04631,2024,Maize,8.96
Farm_04632,2024,Millet,23.47
Farm_04633,2026,Maize,4.79
Farm_04634,2026,Tomato,64.6
Farm_04635,2024,Tomato,15.05
Farm_04636,2024,Rice,14.21
Farm_04637,2025,Soybean,33.61
Farm_04638,2026,Maize,7.05
Farm_04639,2026,Millet,68.49
Farm_04640,2025,Maize,36.11
Farm_04641,2024,Yam,56.8
Farm_04642,2026,Soybean,18.01
Farm_04643,2024,Sorghum,8.26
Farm_04644,2024,Soybean,26.54
Farm_04645,2025,Cassava,33.45
Farm_04646,2024,Yam,70.64
Farm_04647,2026,Sorghum,35.98
Farm_04648,2024,Soybean,52.53
Farm_04649,2026,Cassava,33.31
Farm_04650,2024,Tomato,48.81
Farm_04651,2026,Sorghum,35.66
Farm_04652,2026,Maize,27.92
Farm_04653,2024,Soybean,62.63
Farm_04654,2025,Millet,26.78
Farm_04655,2025,Cassava,25.8
Farm_04656,2024,Rice,38.73
Farm_04657,2026,Tomato,79.04
Farm_04658,2024,Tomato,6.69
Farm_04659,2024,Millet,66.8
Farm_04660,2024,Cassava,22.63
Farm_04661,2026,Rice,66.73
Farm_04662,2026,Soybean,74.11
Farm_04663,2025,Sorghum,37.5
Farm_04664,2024,Sorghum,45.96
Farm_04665,2025,Tomato,4.08
Farm_04666,2026,Maize,62.59
Farm_04667,2024,Yam,48.74
Farm_04668,2025,Cassava,54.87
Farm_04669,2025,Maize,47.89
Farm_04670,2026,Maize,18.18
Farm_04671,2024,Yam,24.28
Farm_04672,2026,Tomato,62.96
Farm_04673,2024,Yam,20.73
Farm_04674,2026,Millet,45.68
Farm_04675,2026,Tomato,71.0
Farm_04676,2025,Millet,3.21
Farm_04677,2026,Tomato,62.32
Farm_04678,2026,Maize,14.94
Farm_04679,2025,Millet,33.28
Farm_04680,2024,Cassava,44.22
Farm_04681,2024,Millet,19.87
Farm_04682,2025,Millet,46.49
Farm_04683,2026,Maize,14.53
Farm_04684,2024,Millet,3.55
Farm_04685,2026,Rice,12.55
Farm_04686,2025,Tomato,7.16
Farm_04687,2024,Maize,27.15
Farm_04688,2024,Cassava,1.68
Farm_04689,2024,Millet,69.88
Farm_04690,2024,Millet,5.53
Farm_04691,2026,Millet,43.14
Farm_04692,2025,Soybean,74.37
Farm_04693,2025,Soybean,78.81
Farm_04694,2025,Tomato,15.68
Farm_04695,2024,Maize,14.43
Farm_04696,2026,Maize,27.9
Farm_04697,2025,Maize,44.04
Farm_04698,2025,Tomato,37.15
Farm_04699,2025,Sorghum,12.54
Farm_04700,2026,Soybean,49.55
Farm_04701,2024,Soybean,25.65
Farm_04702,2026,Maize,23.1
Farm_04703,2026,Soybean,78.94
Farm_04704,2026,Millet,5.1
Farm_04705,2026,Rice,74.71
Farm_04706,2025,Maize,60.05
Farm_04707,2024,Tomato,65.33
Farm_04708,2025,Tomato,40.79
Farm_04709,2026,Millet,66.15
Farm_04710,2025,Tomato,76.32
Farm_04711,2026,Rice,8.63
Farm_04712,2025,Yam,77.09
Farm_04713,2025,Soybean,38.9
Farm_04714,2024,Yam,23.74
Farm_04715,2024,Sorghum,43.53
Farm_04716,2025,Yam,42.8
Farm_04717,2024,Sorghum,68.52
Farm_04718,2025,Maize,62.4
Farm_04719,2026,Maize,3.45
Farm_04720,2025,Sorghum,64.02
Farm_04721,2026,Yam,5.13
Farm_04722,2026,Rice,47.92
Farm_04723,2025,Tomato,79.05
Farm_04724,2025,Millet,55.9
Farm_04725,2026,Cassava,15.51
Farm_04726,2026,Soybean,42.03
Farm_04727,2025,Millet,71.97
Farm_04728,2025,Sorghum,65.24
Farm_04729,2024,Cassava,17.28
Farm_04730,2024,Cassava,63.93
Farm_04731,2026,Maize,37.44
Farm_04732,2024,Cassava,72.7
Farm_04733,2024,Millet,57.48
Farm_04734,2025,Yam,43.48
Farm_04735,2024,Tomato,49.61
Farm_04736,2025,Yam,42.28
Farm_04737,2025,Tomato,76.49
Farm_04738,2025,Maize,22.52
Farm_04739,2024,Rice,15.03
Farm_04740,2026,Tomato,53.77
Farm_04741,2026,Cassava,52.89
Farm_04742,2024,Maize,7.02
Farm_04743,2026,Cassava,74.8
Farm_04744,2024,Millet,59.92
Farm_04745,2026,Rice,52.39
Farm_04746,2024,Yam,70.43
Farm_04747,2024,Sorghum,73.4
Farm_04748,2024,Rice,78.42
Farm_04749,2026,Millet,55.25
Farm_04750,2026,Soybean,51.69
Farm_04751,2026,Rice,19.57
Farm_04752,2026,Sorghum,41.57
Farm_04753,2024,Tomato,54.41
Farm_04754,2026,Cassava,28.79
Farm_04755,2024,Yam,68.33
Farm_04756,2025,Tomato,62.72
Farm_04757,2025,Cassava,51.69
Farm_04758,2024,Sorghum,72.29
Farm_04759,2026,Soybean,60.35
Farm_04760,2025,Cassava,69.88
Farm_04761,2024,Sorghum,57.96
Farm_04762,2024,Cassava,23.02
Farm_04763,2024,Maize,65.56
Farm_04764,2024,Soybean,69.71
Farm_04765,2024,Soybean,72.59
Farm_04766,2026,Tomato,51.64
Farm_04767,2025,Rice,73.78
Farm_04768,2026,Soybean,76.8
Farm_04769,2026,Yam,46.61
Farm_04770,2026,Sorghum,17.56
Farm_04771,2025,Soybean,38.35
Farm_04772,2024,Yam,70.31
Farm_04773,2025,Millet,62.6
Farm_04774,2024,Millet,12.45
Farm_04775,2025,Millet,3.06
Farm_04776,2024,Sorghum,50.52
Farm_04777,2025,Millet,60.48
Farm_04778,2026,Sorghum,72.75
Farm_04779,2026,Soybean,10.81
Farm_04780,2026,Soybean,75.38
Farm_04781,2026,Yam,10.02
Farm_04782,2024,Tomato,47.8
Farm_04783,2025,Rice,31.4
Farm_04784,2024,Cassava,73.54
Farm_04785,2024,Maize,5.94
Farm_04786,2025,Sorghum,6.48
Farm_04787,2025,Tomato,32.72
Farm_04788,2025,Rice,64.97
Farm_04789,2026,Soybean,3.02
Farm_04790,2025,Millet,5.86
Farm_04791,2024,Rice,14.38
Farm_04792,2026,Millet,55.17
Farm_04793,2025,Millet,73.15
Farm_04794,2025,Sorghum,77.69
Farm_04795,2024,Yam,51.24
Farm_04796,2026,Rice,55.66
Farm_04797,2024,Cassava,70.24
Farm_04798,2025,Maize,55.09
Farm_04799,2024,Cassava,24.72
Farm_04800,2024,Maize,77.94
Farm_04801,2026,Yam,27.68
Farm_04802,2025,Millet,51.42
Farm_04803,2024,Rice,69.57
Farm_04804,2026,Maize,33.32
Farm_04805,2024,Tomato,3.69
Farm_04806,2025,Tomato,38.25
Farm_04807,2025,Rice,9.61
Farm_04808,2025,Cassava,50.91
Farm_04809,2026,Rice,39.19
Farm_04810,2025,Soybean,4.54
Farm_04811,2024,Tomato,72.87
Farm_04812,2026,Tomato,67.57
Farm_04813,2026,Millet,6.43
Farm_04814,2026,Rice,6.86
Farm_04815,2025,Cassava,6.64
Farm_04816,2024,Maize,26.4
Farm_04817,2024,Sorghum,69.3
Farm_04818,2024,Yam,29.94
Farm_04819,2025,Cassava,7.46
Farm_04820,2026,Millet,49.03
Farm_04821,2025,Maize,76.31
Farm_04822,2026,Yam,72.89
Farm_04823,2026,Millet,16.89
Farm_04824,2026,Maize,32.84
Farm_04825,2024,Cassava,77.27
Farm_04826,2026,Cassava,8.52
Farm_04827,2026,Maize,3.89
Farm_04828,2026,Sorghum,47.35
Farm_04829,2026,Cassava,39.76
Farm_04830,2026,Sorghum,59.01
Farm_04831,2024,Maize,13.88
Farm_04832,2026,Cassava,69.55
Farm_04833,2025,Tomato,27.91
Farm_04834,2025,Maize,71.94
Farm_04835,2024,Millet,4.96
Farm_04836,2026,Maize,25.94
Farm_04837,2026,Sorghum,20.95
Farm_04838,2025,Soybean,34.37
Farm_04839,2025,Tomato,53.36
Farm_04840,2026,Cassava,25.69
Farm_04841,2026,Millet,71.25
Farm_04842,2025,Cassava,9.59
Farm_04843,2026,Yam,28.54
Farm_04844,2025,Maize,3.59
Farm_04845,2024,Tomato,14.35
Farm_04846,2025,Yam,29.6
Farm_04847,2024,Millet,76.34
Farm_04848,2024,Sorghum,64.84
Farm_04849,2024,Millet,12.24
Farm_04850,2024,Sorghum,29.68
Farm_04851,2024,Yam,29.48
Farm_04852,2026,Sorghum,45.74
Farm_04853,2024,Soybean,73.66
Farm_04854,2024,Sorghum,78.16
Farm_04855,2026,Soybean,72.7
Farm_04856,2026,Soybean,57.68
Farm_04857,2025,Cassava,15.74
Farm_04858,2025,Cassava,37.03
Farm_04859,2024,Millet,4.29
Farm_04860,2026,Rice,19.81
Farm_04861,2024,Millet,62.92
Farm_04862,2025,Millet,66.72
Farm_04863,2026,Yam,69.68
Farm_04864,2025,Millet,20.51
Farm_04865,2026,Yam,78.11
Farm_04866,2026,Soybean,8.88
Farm_04867,2024,Millet,20.56
Farm_04868,2026,Maize,31.38
Farm_04869,2025,Soybean,17.47
Farm_04870,2024,Sorghum,21.38
Farm_04871,2025,Sorghum,74.96
Farm_04872,2025,Millet,6.86
Farm_04873,2025,Millet,27.37
Farm_04874,2024,Maize,23.55
Farm_04875,2024,Maize,32.4
Farm_04876,2025,Cassava,10.24
Farm_04877,2024,Sorghum,64.96
Farm_04878,2025,Millet,13.25
Farm_04879,2024,Soybean,68.47
Farm_04880,2026,Sorghum,40.51
Farm_04881,2026,Cassava,31.03
Farm_04882,2026,Sorghum,33.16
Farm_04883,2025,Rice,56.65
Farm_04884,2026,Cassava,3.9
Farm_04885,2024,Cassava,30.88
Farm_04886,2024,Cassava,21.72
Farm_04887,2025,Rice,16.47
Farm_04888,2025,Yam,54.66
Farm_04889,2025,Tomato,11.54
Farm_04890,2025,Cassava,64.21
Farm_04891,2024,Cassava,62.45
Farm_04892,2026,Maize,69.75
Farm_04893,2026,Tomato,56.65
Farm_04894,2025,Millet,22.9
Farm_04895,2024,Yam,69.97
Farm_04896,2025,Sorghum,25.3
Farm_04897,2025,Sorghum,44.68
Farm_04898,2025,Millet,71.58
Farm_04899,2026,Millet,78.87
Farm_04900,2024,Yam,68.37
Farm_04901,2024,Rice,42.89
Farm_04902,2024,Yam,71.12
Farm_04903,2026,Tomato,14.74
Farm_04904,2024,Yam,29.33
Farm_04905,2024,Cassava,4.54
Farm_04906,2026,Yam,24.98
Farm_04907,2026,Rice,23.86
Farm_04908,2024,Tomato,72.52
Farm_04909,2025,Yam,60.75
Farm_04910,2025,Millet,75.73
Farm_04911,2024,Soybean,1.64
Farm_04912,2025,Yam,58.06
Farm_04913,2026,Maize,45.38
Farm_04914,2025,Cassava,6.66
Farm_04915,2024,Rice,79.69
Farm_04916,2025,Soybean,31.69
Farm_04917,2026,Maize,28.49
Farm_04918,2026,Soybean,57.98
Farm_04919,2026,Rice,71.33
Farm_04920,2026,Rice,38.77
Farm_04921,2026,Cassava,17.11
Farm_04922,2025,Soybean,65.77
Farm_04923,2024,Millet,22.31
Farm_04924,2026,Cassava,71.76
Farm_04925,2024,Soybean,60.8
Farm_04926,2024,Tomato,67.31
Farm_04927,2024,Maize,77.51
Farm_04928,2024,Cassava,20.02
Farm_04929,2025,Sorghum,2.46
Farm_04930,2025,Maize,9.75
Farm_04931,2025,Rice,13.71
Farm_04932,2026,Millet,19.17
Farm_04933,2026,Rice,56.03
Farm_04934,2026,Cassava,13.0
Farm_04935,2024,Millet,27.93
Farm_04936,2025,Cassava,36.36
Farm_04937,2025,Cassava,75.09
Farm_04938,2025,Sorghum,16.88
Farm_04939,2026,Yam,64.16
Farm_04940,2025,Cassava,11.97
Farm_04941,2024,Yam,49.66
Farm_04942,2024,Maize,19.44
Farm_04943,2025,Millet,62.84
Farm_04944,2024,Rice,66.4
Farm_04945,2025,Sorghum,62.71
Farm_04946,2025,Millet,73.04
Farm_04947,2024,Yam,8.98
Farm_04948,2024,Sorghum,58.39
Farm_04949,2024,Maize,76.74
Farm_04950,2025,Sorghum,77.74
Farm_04951,2026,Maize,79.25
Farm_04952,2024,Tomato,22.65
Farm_04953,2025,Rice,8.12
Farm_04954,2025,Soybean,29.4
Farm_04955,2025,Maize,41.5
Farm_04956,2026,Soybean,17.28
Farm_04957,2024,Cassava,67.87
Farm_04958,2026,Tomato,37.33
Farm_04959,2024,Millet,20.42
Farm_04960,2024,Sorghum,77.3
Farm_04961,2024,Sorghum,49.09
Farm_04962,2026,Tomato,34.52
Farm_04963,2024,Millet,76.03
Farm_04964,2026,Tomato,13.64
Farm_04965,2024,Tomato,54.28
Farm_04966,2025,Sorghum,45.73
Farm_04967,2025,Rice,21.63
Farm_04968,2026,Yam,16.68
Farm_04969,2024,Cassava,30.87
Farm_04970,2024,Sorghum,51.43
Farm_04971,2026,Yam,41.85
Farm_04972,2026,Cassava,62.65
Farm_04973,2024,Millet,64.08
Farm_04974,2026,Yam,12.35
Farm_04975,2026,Yam,57.78
Farm_04976,2026,Sorghum,51.28
Farm_04977,2025,Cassava,73.27
Farm_04978,2025,Rice,65.2
Farm_04979,2026,Soybean,42.98
Farm_04980,2026,Soybean,17.28
Farm_04981,2024,Yam,31.88
Farm_04982,2024,Millet,30.28
Farm_04983,2024,Maize,16.44
Farm_04984,2024,Soybean,22.7
Farm_04985,2024,Maize,19.92
Farm_04986,2024,Maize,24.38
Farm_04987,2026,Soybean,7.07
Farm_04988,2024,Yam,59.47
Farm_04989,2026,Rice,3.84
Farm_04990,2024,Rice,37.18
Farm_04991,2025,Millet,35.9
Farm_04992,2024,Yam,6.56
Farm_04993,2024,Maize,8.91
Farm_04994,2026,Tomato,78.0
Farm_04995,2025,Tomato,14.92
Farm_04996,2024,Rice,6.65
Farm_04997,2024,Yam,48.76
Farm_04998,2026,Sorghum,62.63
Farm_04999,2025,Rice,75.92
Farm_05000,2026,Yam,33.62
Farm_05001,2025,Yam,29.01
Farm_05002,2025,Tomato,9.69
Farm_05003,2025,Yam,77.09
Farm_05004,2026,Cassava,54.82
Farm_05005,2024,Cassava,67.06
Farm_05006,2024,Rice,65.76
Farm_05007,2026,Maize,29.31
Farm_05008,2024,Millet,65.7
Farm_05009,2024,Sorghum,8.56
Farm_05010,2024,Maize,39.8
Farm_05011,2025,Rice,68.94
Farm_05012,2024,Maize,37.72
Farm_05013,2025,Millet,69.82
Farm_05014,2026,Maize,41.11
Farm_05015,2024,Tomato,52.37
Farm_05016,2026,Sorghum,57.01
Farm_05017,2024,Tomato,65.62
Farm_05018,2025,Cassava,68.92
Farm_05019,2025,Cassava,10.61
Farm_05020,2024,Soybean,47.39
Farm_05021,2025,Rice,48.4
Farm_05022,2024,Rice,3.13
Farm_05023,2025,Yam,30.25
Farm_05024,2025,Cassava,69.0
Farm_05025,2024,Soybean,61.72
Farm_05026,2024,Yam,6.12
Farm_05027,2024,Cassava,39.08
Farm_05028,2025,Tomato,40.29
Farm_05029,2025,Cassava,58.09
Farm_05030,2026,Sorghum,3.33
Farm_05031,2025,Yam,65.14
Farm_05032,2025,Sorghum,73.42
Farm_05033,2025,Cassava,59.69
Farm_05034,2026,Maize,6.92
Farm_05035,2024,Rice,23.79
Farm_05036,2026,Soybean,74.58
Farm_05037,2026,Yam,37.83
Farm_05038,2025,Soybean,10.33
Farm_05039,2024,Yam,51.85
Farm_05040,2025,Millet,25.96
Farm_05041,2024,Yam,65.37
Farm_05042,2024,Maize,58.0
Farm_05043,2025,Maize,21.0
Farm_05044,2025,Sorghum,7.6
Farm_05045,2026,Maize,50.92
Farm_05046,2026,Soybean,13.15
Farm_05047,2025,Yam,40.53
Farm_05048,2025,Yam,18.57
Farm_05049,2026,Yam,62.37
Farm_05050,2025,Rice,3.28
Farm_05051,2025,Yam,18.0
Farm_05052,2025,Cassava,4.78
Farm_05053,2025,Tomato,51.98
Farm_05054,2024,Sorghum,40.9
Farm_05055,2026,Cassava,3.88
Farm_05056,2025,Rice,49.72
Farm_05057,2024,Soybean,7.75
Farm_05058,2024,Rice,49.13
Farm_05059,2025,Tomato,70.64
Farm_05060,2026,Cassava,66.48
Farm_05061,2025,Yam,73.85
Farm_05062,2024,Tomato,3.57
Farm_05063,2026,Sorghum,34.5
Farm_05064,2024,Sorghum,73.18
Farm_05065,2026,Sorghum,5.32
Farm_05066,2025,Maize,2.87
Farm_05067,2026,Soybean,29.92
Farm_05068,2024,Soybean,44.66
Farm_05069,2026,Cassava,61.16
Farm_05070,2024,Sorghum,6.78
Farm_05071,2026,Tomato,40.98
Farm_05072,2024,Sorghum,68.19
Farm_05073,2026,Maize,29.01
Farm_05074,2024,Soybean,49.61
Farm_05075,2026,Yam,65.46
Farm_05076,2026,Tomato,40.89
Farm_05077,2025,Sorghum,75.57
Farm_05078,2026,Millet,42.14
Farm_05079,2026,Yam,53.96
Farm_05080,2024,Yam,68.65
Farm_05081,2025,Sorghum,6.33
Farm_05082,2026,Sorghum,59.16
Farm_05083,2024,Tomato,48.72
Farm_05084,2024,Soybean,65.88
Farm_05085,2025,Tomato,71.12
Farm_05086,2025,Yam,28.49
Farm_05087,2026,Rice,41.43
Farm_05088,2026,Tomato,63.37
Farm_05089,2025,Sorghum,54.3
Farm_05090,2025,Sorghum,29.53
Farm_05091,2026,Cassava,38.23
Farm_05092,2026,Maize,9.56
Farm_05093,2025,Yam,52.99
Farm_05094,2026,Soybean,2.34
Farm_05095,2025,Sorghum,20.69
Farm_05096,2024,Yam,1.93
Farm_05097,2024,Sorghum,76.29
Farm_05098,2024,Sorghum,42.15
Farm_05099,2024,Cassava,72.36
Farm_05100,2026,Yam,22.18
Farm_05101,2025,Maize,57.26
Farm_05102,2024,Tomato,40.2
Farm_05103,2026,Yam,40.6
Farm_05104,2026,Yam,55.85
Farm_05105,2025,Cassava,60.28
Farm_05106,2025,Yam,33.9
Farm_05107,2024,Sorghum,64.88
Farm_05108,2025,Sorghum,64.31
Farm_05109,2025,Sorghum,54.37
Farm_05110,2024,Soybean,71.0
Farm_05111,2025,Yam,9.59
Farm_05112,2025,Cassava,74.44
Farm_05113,2025,Sorghum,12.76
Farm_05114,2024,Yam,77.17
Farm_05115,2025,Soybean,77.09
Farm_05116,2024,Sorghum,4.22
Farm_05117,2026,Millet,21.99
Farm_05118,2026,Rice,26.27
Farm_05119,2025,Cassava,46.15
Farm_05120,2024,Cassava,72.42
Farm_05121,2024,Cassava,22.55
Farm_05122,2026,Millet,53.21
Farm_05123,2026,Millet,44.42
Farm_05124,2026,Rice,48.03
Farm_05125,2024,Sorghum,2.19
Farm_05126,2025,Millet,29.56
Farm_05127,2026,Soybean,70.5
Farm_05128,2026,Yam,60.86
Farm_05129,2024,Tomato,57.26
Farm_05130,2026,Soybean,59.9
Farm_05131,2026,Soybean,13.11
Farm_05132,2025,Tomato,24.47
Farm_05133,2025,Millet,3.23
Farm_05134,2026,Maize,76.22
Farm_05135,2024,Cassava,15.01
Farm_05136,2024,Cassava,14.19
Farm_05137,2025,Cassava,26.97
Farm_05138,2025,Tomato,63.58
Farm_05139,2026,Maize,24.5
Farm_05140,2024,Millet,26.97
Farm_05141,2025,Sorghum,41.2
Farm_05142,2024,Maize,35.05
Farm_05143,2025,Soybean,78.36
Farm_05144,2025,Soybean,1.33
Farm_05145,2024,Sorghum,70.37
Farm_05146,2024,Maize,50.52
Farm_05147,2025,Soybean,55.54
Farm_05148,2025,Yam,35.75
Farm_05149,2024,Sorghum,71.5
Farm_05150,2026,Rice,32.0
Farm_05151,2024,Sorghum,40.48
Farm_05152,2025,Soybean,43.18
Farm_05153,2024,Soybean,38.06
Farm_05154,2025,Maize,57.61
Farm_05155,2024,Sorghum,34.54
Farm_05156,2024,Soybean,76.53
Farm_05157,2025,Sorghum,32.77
Farm_05158,2024,Maize,34.07
Farm_05159,2026,Rice,51.36
Farm_05160,2024,Maize,76.49
Farm_05161,2024,Tomato,20.23
Farm_05162,2024,Cassava,33.99
Farm_05163,2026,Maize,49.34
Farm_05164,2025,Sorghum,45.74
Farm_05165,2024,Cassava,7.23
Farm_05166,2024,Cassava,72.65
Farm_05167,2026,Tomato,45.12
Farm_05168,2024,Cassava,24.13
Farm_05169,2026,Rice,14.92
Farm_05170,2026,Rice,9.86
Farm_05171,2026,Maize,49.52
Farm_05172,2024,Maize,24.68
Farm_05173,2024,Millet,47.0
Farm_05174,2024,Sorghum,2.51
Farm_05175,2025,Soybean,51.44
Farm_05176,2026,Cassava,35.01
Farm_05177,2025,Cassava,33.95
Farm_05178,2024,Sorghum,38.18
Farm_05179,2024,Millet,32.53
Farm_05180,2024,Yam,15.74
Farm_05181,2026,Cassava,67.89
Farm_05182,2026,Soybean,22.23
Farm_05183,2026,Sorghum,36.77
Farm_05184,2026,Cassava,28.16
Farm_05185,2024,Yam,54.91
Farm_05186,2024,Millet,53.34
Farm_05187,2026,Yam,74.21
Farm_05188,2026,Maize,29.05
Farm_05189,2026,Soybean,21.13
Farm_05190,2025,Maize,77.27
Farm_05191,2026,Cassava,14.87
Farm_05192,2024,Maize,24.37
Farm_05193,2024,Millet,24.76
Farm_05194,2025,Soybean,22.15
Farm_05195,2024,Rice,38.27
Farm_05196,2024,Millet,29.33
Farm_05197,2025,Millet,9.38
Farm_05198,2026,Yam,16.49
Farm_05199,2024,Maize,13.27
Farm_05200,2026,Millet,79.22
Farm_05201,2026,Soybean,47.87
Farm_05202,2024,Maize,76.76
Farm_05203,2024,Rice,4.81
Farm_05204,2026,Cassava,43.01
Farm_05205,2026,Millet,38.84
Farm_05206,2024,Tomato,29.43
Farm_05207,2026,Cassava,22.9
Farm_05208,2026,Maize,30.53
Farm_05209,2024,Millet,7.38
Farm_05210,2024,Soybean,27.21
Farm_05211,2026,Sorghum,17.39
Farm_05212,2024,Soybean,54.7
Farm_05213,2026,Cassava,66.83
Farm_05214,2026,Maize,9.43
Farm_05215,2025,Soybean,65.88
Farm_05216,2024,Yam,57.67
Farm_05217,2024,Sorghum,22.39
Farm_05218,2025,Yam,31.83
Farm_05219,2026,Millet,20.34
Farm_05220,2025,Yam,9.74
Farm_05221,2025,Maize,38.28
Farm_05222,2024,Soybean,20.68
Farm_05223,2025,Rice,37.87
Farm_05224,2024,Rice,51.29
Farm_05225,2024,Rice,23.65
Farm_05226,2026,Maize,23.04
Farm_05227,2026,Sorghum,70.74
Farm_05228,2025,Tomato,72.5
Farm_05229,2024,Yam,22.35
Farm_05230,2025,Sorghum,79.22
Farm_05231,2024,Cassava,77.96
Farm_05232,2026,Millet,79.0
Farm_05233,2024,Maize,49.56
Farm_05234,2024,Soybean,69.88
Farm_05235,2026,Rice,54.08
Farm_05236,2026,Sorghum,29.22
Farm_05237,2026,Soybean,39.12
Farm_05238,2026,Cassava,56.15
Farm_05239,2026,Cassava,8.3
Farm_05240,2025,Tomato,54.24
Farm_05241,2024,Rice,68.74
Farm_05242,2026,Rice,62.91
Farm_05243,2025,Cassava,27.81
Farm_05244,2024,Tomato,65.92
Farm_05245,2026,Soybean,12.56
Farm_05246,2026,Tomato,48.75
Farm_05247,2025,Soybean,68.87
Farm_05248,2024,Maize,78.67
Farm_05249,2024,Yam,5.64
Farm_05250,2024,Yam,70.07
Farm_05251,2026,Cassava,15.17
Farm_05252,2024,Rice,40.99
Farm_05253,2024,Maize,52.21
Farm_05254,2025,Sorghum,21.9
Farm_05255,2026,Millet,14.99
Farm_05256,2024,Soybean,16.74
Farm_05257,2026,Tomato,53.14
Farm_05258,2026,Sorghum,40.18
Farm_05259,2026,Rice,38.72
Farm_05260,2025,Yam,37.33
Farm_05261,2026,Soybean,58.28
Farm_05262,2024,Sorghum,16.39
Farm_05263,2024,Yam,54.65
Farm_05264,2024,Maize,19.76
Farm_05265,2025,Millet,23.84
Farm_05266,2025,Millet,30.01
Farm_05267,2024,Rice,6.21
Farm_05268,2024,Soybean,27.86
Farm_05269,2024,Soybean,59.09
Farm_05270,2025,Tomato,11.6
Farm_05271,2024,Cassava,70.09
Farm_05272,2026,Cassava,51.23
Farm_05273,2025,Soybean,77.56
Farm_05274,2024,Sorghum,7.35
Farm_05275,2026,Maize,72.18
Farm_05276,2026,Sorghum,24.75
Farm_05277,2026,Maize,7.48
Farm_05278,2026,Sorghum,38.61
Farm_05279,2026,Yam,6.02
Farm_05280,2025,Cassava,12.9
Farm_05281,2025,Yam,72.79
Farm_05282,2025,Sorghum,20.54
Farm_05283,2025,Rice,7.76
Farm_05284,2025,Millet,38.04
Farm_05285,2025,Rice,21.59
Farm_05286,2024,Millet,69.99
Farm_05287,2024,Sorghum,41.13
Farm_05288,2026,Millet,70.35
Farm_05289,2026,Tomato,51.06
Farm_05290,2026,Tomato,25.88
Farm_05291,2025,Tomato,46.49
Farm_05292,2025,Maize,28.19
Farm_05293,2024,Tomato,55.58
Farm_05294,2024,Millet,76.35
Farm_05295,2025,Soybean,62.36
Farm_05296,2024,Yam,2.15
Farm_05297,2024,Soybean,8.82
Farm_05298,2026,Soybean,2.41
Farm_05299,2026,Sorghum,16.02
Farm_05300,2024,Maize,39.39
Farm_05301,2024,Millet,44.18
Farm_05302,2025,Soybean,11.76
Farm_05303,2026,Sorghum,73.74
Farm_05304,2026,Tomato,57.28
Farm_05305,2025,Cassava,14.7
Farm_05306,2026,Cassava,42.39
Farm_05307,2025,Millet,28.9
Farm_05308,2024,Yam,8.76
Farm_05309,2026,Cassava,19.65
Farm_05310,2026,Sorghum,54.42
Farm_05311,2024,Rice,56.6
Farm_05312,2025,Yam,6.02
Farm_05313,2024,Tomato,52.98
Farm_05314,2026,Rice,32.93
Farm_05315,2026,Cassava,67.99
Farm_05316,2025,Soybean,57.25
Farm_05317,2024,Yam,39.78
Farm_05318,2026,Tomato,33.34
Farm_05319,2026,Tomato,70.67
Farm_05320,2024,Maize,44.33
Farm_05321,2026,Maize,28.51
Farm_05322,2025,Sorghum,76.67
Farm_05323,2026,Millet,63.83
Farm_05324,2026,Millet,17.27
Farm_05325,2026,Rice,59.0
Farm_05326,2026,Sorghum,27.6
Farm_05327,2024,Soybean,45.75
Farm_05328,2026,Maize,30.05
Farm_05329,2026,Sorghum,35.77
Farm_05330,2026,Maize,3.28
Farm_05331,2026,Sorghum,11.72
Farm_05332,2026,Sorghum,32.13
Farm_05333,2024,Millet,44.22
Farm_05334,2025,Tomato,24.49
Farm_05335,2026,Soybean,20.85
Farm_05336,2026,Soybean,16.37
Farm_05337,2026,Maize,46.69
Farm_05338,2025,Soybean,28.37
Farm_05339,2024,Cassava,30.98
Farm_05340,2024,Maize,34.16
Farm_05341,2026,Sorghum,56.5
Farm_05342,2026,Yam,11.45
Farm_05343,2025,Tomato,71.32
Farm_05344,2024,Rice,54.65
Farm_05345,2025,Sorghum,62.99
Farm_05346,2025,Yam,48.14
Farm_05347,2026,Millet,64.32
Farm_05348,2024,Yam,37.47
Farm_05349,2024,Tomato,74.58
Farm_05350,2026,Rice,10.9
Farm_05351,2024,Tomato,19.96
