farmer_id,name,region,experience_years
FRM04651,Farmer 4651,Bauchi,27
FRM04652,Farmer 4652,Kano,24
FRM04653,Farmer 4653,Ogun,14
FRM04654,Farmer 4654,Niger,17
FRM04655,Farmer 4655,Plateau,13
FRM04656,Farmer 4656,Bauchi,17
FRM04657,Farmer 4657,Ogun,3
FRM04658,Farmer 4658,Plateau,28
FRM04659,Farmer 4659,Ogun,20
FRM04660,Farmer 4660,Kaduna,3
FRM04661,Farmer 4661,Plateau,27
FRM04662,Farmer 4662,Niger,2
FRM04663,Farmer 4663,Plateau,19
FRM04664,Farmer 4664,Nasarawa,3
FRM04665,Farmer 4665,Bauchi,34
FRM04666,Farmer 4666,Ogun,24
FRM04667,Farmer 4667,Plateau,38
FRM04668,Farmer 4668,Oyo,18
FRM04669,Farmer 4669,Ogun,22
FRM04670,Farmer 4670,Bauchi,5
FRM04671,Farmer 4671,Ogun,35
FRM04672,Farmer 4672,Enugu,6
FRM04673,Farmer 4673,Kano,7
FRM04674,Farmer 4674,Niger,18
FRM04675,Farmer 4675,Enugu,27
FRM04676,Farmer 4676,Benue,28
FRM04677,Farmer 4677,Plateau,39
FRM04678,Farmer 4678,Plateau,32
FRM04679,Farmer 4679,Benue,5
FRM04680,Farmer 4680,Plateau,15
FRM04681,Farmer 4681,Nasarawa,4
FRM04682,Farmer 4682,Niger,31
FRM04683,Farmer 4683,Bauchi,9
FRM04684,Farmer 4684,Benue,35
FRM04685,Farmer 4685,Kaduna,4
FRM04686,Farmer 4686,Bauchi,40
FRM04687,Farmer 4687,Bauchi,28
FRM04688,Farmer 4688,Kaduna,23
FRM04689,Farmer 4689,Kano,33
FRM04690,Farmer 4690,Kaduna,40
FRM04691,Farmer 4691,Enugu,2
FRM04692,Farmer 4692,Niger,13
FRM04693,Farmer 4693,Bauchi,31
FRM04694,Farmer 4694,Niger,2
FRM04695,Farmer 4695,Ogun,14
FRM04696,Farmer 4696,Niger,40
FRM04697,Farmer 4697,Niger,14
FRM04698,Farmer 4698,Benue,1
FRM04699,Farmer 4699,Benue,34
FRM04700,Farmer 4700,Kaduna,8
FRM04701,Farmer 4701,Kaduna,21
FRM04702,Farmer 4702,Ogun,5
FRM04703,Farmer 4703,Ogun,15
FRM04704,Farmer 4704,Enugu,3
FRM04705,Farmer 4705,Ogun,13
FRM04706,Farmer 4706,Niger,1
FRM04707,Farmer 4707,Kano,8
FRM04708,Farmer 4708,Enugu,2
FRM04709,Farmer 4709,Oyo,12
FRM04710,Farmer 4710,Oyo,3
FRM04711,Farmer 4711,Enugu,1
FRM04712,Farmer 4712,Niger,1
FRM04713,Farmer 4713,Nasarawa,4
FRM04714,Farmer 4714,Kaduna,28
FRM04715,Farmer 4715,Nasarawa,17
FRM04716,Farmer 4716,Niger,34
FRM04717,Farmer 4717,Benue,4
FRM04718,Farmer 4718,Bauchi,8
FRM04719,Farmer 4719,Oyo,1
FRM04720,Farmer 4720,Oyo,14
FRM04721,Farmer 4721,Nasarawa,22
FRM04722,Farmer 4722,Kaduna,24
FRM04723,Farmer 4723,Niger,12
FRM04724,Farmer 4724,Enugu,29
FRM04725,Farmer 4725,Kaduna,33
FRM04726,Farmer 4726,Bauchi,34
FRM04727,Farmer 4727,Enugu,19
FRM04728,Farmer 4728,Kano,24
FRM04729,Farmer 4729,Benue,9
FRM04730,Farmer 4730,Benue,30
FRM04731,Farmer 4731,Bauchi,36
FRM04732,Farmer 4732,Ogun,22
FRM04733,Farmer 4733,Ogun,31
FRM04734,Farmer 4734,Nasarawa,22
FRM04735,Farmer 4735,Niger,7
FRM04736,Farmer 4736,Kaduna,30
FRM04737,Farmer 4737,Plateau,23
FRM04738,Farmer 4738,Benue,32
FRM04739,Farmer 4739,Kano,5
FRM04740,Farmer 4740,Bauchi,35
FRM04741,Farmer 4741,Nasarawa,17
FRM04742,Farmer 4742,Ogun,9
FRM04743,Farmer 4743,Benue,6
FRM04744,Farmer 4744,Bauchi,1
FRM04745,Farmer 4745,Kano,38
FRM04746,Farmer 4746,Plateau,1
FRM04747,Farmer 4747,Enugu,23
FRM04748,Farmer 4748,Kano,37
FRM04749,Farmer 4749,Bauchi,3
FRM04750,Farmer 4750,Kano,36
FRM04751,Farmer 4751,Niger,39
FRM04752,Farmer 4752,Enugu,21
FRM04753,Farmer 4753,Ogun,30
FRM04754,Farmer 4754,Ogun,27
FRM04755,Farmer 4755,Niger,26
FRM04756,Farmer 4756,Niger,6
FRM04757,Farmer 4757,Kaduna,32
FRM04758,Farmer 4758,Bauchi,1
FRM04759,Farmer 4759,Ogun,3
FRM04760,Farmer 4760,Benue,15
FRM04761,Farmer 4761,Oyo,11
FRM04762,Farmer 4762,Niger,26
FRM04763,Farmer 4763,Benue,2
FRM04764,Farmer 4764,Niger,5
FRM04765,Farmer 4765,Plateau,20
FRM04766,Farmer 4766,Ogun,24
FRM04767,Farmer 4767,Nasarawa,34
FRM04768,Farmer 4768,Ogun,7
FRM04769,Farmer 4769,Bauchi,23
FRM04770,Farmer 4770,Oyo,32
FRM04771,Farmer 4771,Plateau,18
FRM04772,Farmer 4772,Kaduna,17
FRM04773,Farmer 4773,Niger,2
FRM04774,Farmer 4774,Benue,18
FRM04775,Farmer 4775,Oyo,30
FRM04776,Farmer 4776,Enugu,37
FRM04777,Farmer 4777,Niger,40
FRM04778,Farmer 4778,Ogun,11
FRM04779,Farmer 4779,Ogun,19
FRM04780,Farmer 4780,Benue,38
FRM04781,Farmer 4781,Kano,14
FRM04782,Farmer 4782,Enugu,25
FRM04783,Farmer 4783,Ogun,18
FRM04784,Farmer 4784,Bauchi,11
FRM04785,Farmer 4785,Kaduna,9
FRM04786,Farmer 4786,Ogun,4
FRM04787,Farmer 4787,Ogun,14
FRM04788,Farmer 4788,Ogun,40
FRM04789,Farmer 4789,Bauchi,26
FRM04790,Farmer 4790,Enugu,6
FRM04791,Farmer 4791,Plateau,38
FRM04792,Farmer 4792,Niger,23
FRM04793,Farmer 4793,Ogun,2
FRM04794,Farmer 4794,Benue,8
FRM04795,Farmer 4795,Enugu,11
FRM04796,Farmer 4796,Enugu,9
FRM04797,Farmer 4797,Nasarawa,2
FRM04798,Farmer 4798,Nasarawa,13
FRM04799,Farmer 4799,Nasarawa,25
FRM04800,Farmer 4800,Ogun,5
FRM04801,Farmer 4801,Ogun,28
FRM04802,Farmer 4802,Oyo,15
FRM04803,Farmer 4803,Enugu,12
FRM04804,Farmer 4804,Oyo,36
FRM04805,Farmer 4805,Ogun,10
FRM04806,Farmer 4806,Ogun,16
FRM04807,Farmer 4807,Nasarawa,27
FRM04808,Farmer 4808,Kaduna,18
FRM04809,Farmer 4809,Ogun,29
FRM04810,Farmer 4810,Oyo,25
FRM04811,Farmer 4811,Enugu,2
FRM04812,Farmer 4812,Plateau,4
FRM04813,Farmer 4813,Benue,9
FRM04814,Farmer 4814,Kaduna,34
FRM04815,Farmer 4815,Niger,33
FRM04816,Farmer 4816,Plateau,34
FRM04817,Farmer 4817,Plateau,36
FRM04818,Farmer 4818,Nasarawa,40
FRM04819,Farmer 4819,Plateau,22
FRM04820,Farmer 4820,Plateau,38
FRM04821,Farmer 4821,Nasarawa,25
FRM04822,Farmer 4822,Nasarawa,16
FRM04823,Farmer 4823,Ogun,19
FRM04824,Farmer 4824,Bauchi,29
FRM04825,Farmer 4825,Plateau,16
FRM04826,Farmer 4826,Oyo,11
FRM04827,Farmer 4827,Plateau,13
FRM04828,Farmer 4828,Enugu,35
FRM04829,Farmer 4829,Ogun,29
FRM04830,Farmer 4830,Enugu,6
FRM04831,Farmer 4831,Enugu,32
FRM04832,Farmer 4832,Nasarawa,1
FRM04833,Farmer 4833,Plateau,32
FRM04834,Farmer 4834,Kaduna,23
FRM04835,Farmer 4835,Oyo,36
FRM04836,Farmer 4836,Benue,5
FRM04837,Farmer 4837,Niger,6
FRM04838,Farmer 4838,Enugu,32
FRM04839,Farmer 4839,Ogun,27
FRM04840,Farmer 4840,Kano,5
FRM04841,Farmer 4841,Oyo,6
FRM04842,Farmer 4842,Ogun,1
FRM04843,Farmer 4843,Enugu,36
FRM04844,Farmer 4844,Kaduna,22
FRM04845,Farmer 4845,Niger,7
FRM04846,Farmer 4846,Niger,37
FRM04847,Farmer 4847,Kaduna,18
FRM04848,Farmer 4848,Oyo,11
FRM04849,Farmer 4849,Enugu,40
FRM04850,Farmer 4850,Plateau,4
FRM04851,Farmer 4851,Kaduna,25
FRM04852,Farmer 4852,Bauchi,3
FRM04853,Farmer 4853,Ogun,20
FRM04854,Farmer 4854,Niger,3
FRM04855,Farmer 4855,Enugu,11
FRM04856,Farmer 4856,Kaduna,18
FRM04857,Farmer 4857,Kano,21
FRM04858,Farmer 4858,Kaduna,31
FRM04859,Farmer 4859,Benue,13
FRM04860,Farmer 4860,Ogun,16
FRM04861,Farmer 4861,Kaduna,27
FRM04862,Farmer 4862,Kano,13
FRM04863,Farmer 4863,Enugu,6
FRM04864,Farmer 4864,Kano,6
FRM04865,Farmer 4865,Nasarawa,26
FRM04866,Farmer 4866,Plateau,32
FRM04867,Farmer 4867,Benue,8
FRM04868,Farmer 4868,Oyo,18
FRM04869,Farmer 4869,Niger,23
FRM04870,Farmer 4870,Enugu,24
FRM04871,Farmer 4871,Oyo,24
FRM04872,Farmer 4872,Plateau,10
FRM04873,Farmer 4873,Niger,14
FRM04874,Farmer 4874,Ogun,40
FRM04875,Farmer 4875,Kano,34
FRM04876,Farmer 4876,Enugu,14
FRM04877,Farmer 4877,Ogun,10
FRM04878,Farmer 4878,Benue,4
FRM04879,Farmer 4879,Oyo,17
FRM04880,Farmer 4880,Nasarawa,32
FRM04881,Farmer 4881,Enugu,8
FRM04882,Farmer 4882,Kaduna,30
FRM04883,Farmer 4883,Oyo,31
FRM04884,Farmer 4884,Oyo,39
FRM04885,Farmer 4885,Benue,21
FRM04886,Farmer 4886,Nasarawa,1
FRM04887,Farmer 4887,Oyo,27
FRM04888,Farmer 4888,Plateau,36
FRM04889,Farmer 4889,Oyo,20
FRM04890,Farmer 4890,Ogun,14
FRM04891,Farmer 4891,Kano,25
FRM04892,Farmer 4892,Benue,6
FRM04893,Farmer 4893,Bauchi,26
FRM04894,Farmer 4894,Kano,20
FRM04895,Farmer 4895,Niger,40
FRM04896,Farmer 4896,Ogun,39
FRM04897,Farmer 4897,Oyo,14
FRM04898,Farmer 4898,Kano,20
FRM04899,Farmer 4899,Ogun,14
FRM04900,Farmer 4900,Bauchi,3
FRM04901,Farmer 4901,Kaduna,40
FRM04902,Farmer 4902,Niger,4
FRM04903,Farmer 4903,Niger,35
FRM04904,Farmer 4904,Ogun,9
FRM04905,Farmer 4905,Ogun,32
FRM04906,Farmer 4906,Benue,3
FRM04907,Farmer 4907,Ogun,3
FRM04908,Farmer 4908,Kano,29
FRM04909,Farmer 4909,Kaduna,10
FRM04910,Farmer 4910,Kano,17
FRM04911,Farmer 4911,Bauchi,34
FRM04912,Farmer 4912,Kaduna,35
FRM04913,Farmer 4913,Kaduna,5
FRM04914,Farmer 4914,Ogun,27
FRM04915,Farmer 4915,Plateau,11
FRM04916,Farmer 4916,Kano,33
FRM04917,Farmer 4917,Ogun,30
FRM04918,Farmer 4918,Kano,30
FRM04919,Farmer 4919,Enugu,6
FRM04920,Farmer 4920,Kaduna,9
FRM04921,Farmer 4921,Oyo,22
FRM04922,Farmer 4922,Oyo,35
FRM04923,Farmer 4923,Enugu,13
FRM04924,Farmer 4924,Oyo,13
FRM04925,Farmer 4925,Bauchi,40
FRM04926,Farmer 4926,Benue,15
FRM04927,Farmer 4927,Benue,11
FRM04928,Farmer 4928,Kano,29
FRM04929,Farmer 4929,Niger,28
FRM04930,Farmer 4930,Plateau,28
FRM04931,Farmer 4931,Ogun,15
FRM04932,Farmer 4932,Kaduna,8
FRM04933,Farmer 4933,Ogun,4
FRM04934,Farmer 4934,Ogun,31
FRM04935,Farmer 4935,Nasarawa,34
FRM04936,Farmer 4936,Ogun,10
FRM04937,Farmer 4937,Ogun,39
FRM04938,Farmer 4938,Benue,9
FRM04939,Farmer 4939,Niger,22
FRM04940,Farmer 4940,Plateau,8
FRM04941,Farmer 4941,Enugu,13
FRM04942,Farmer 4942,Kano,30
FRM04943,Farmer 4943,Niger,24
FRM04944,Farmer 4944,Oyo,26
FRM04945,Farmer 4945,Plateau,12
FRM04946,Farmer 4946,Enugu,36
FRM04947,Farmer 4947,Oyo,2
FRM04948,Farmer 4948,Niger,15
FRM04949,Farmer 4949,Kano,40
FRM04950,Farmer 4950,Oyo,28
FRM04951,Farmer 4951,Benue,13
FRM04952,Farmer 4952,Enugu,35
FRM04953,Farmer 4953,Oyo,20
FRM04954,Farmer 4954,Kano,39
FRM04955,Farmer 4955,Enugu,29
FRM04956,Farmer 4956,Plateau,12
FRM04957,Farmer 4957,Enugu,26
FRM04958,Farmer 4958,Kano,22
FRM04959,Farmer 4959,Ogun,15
FRM04960,Farmer 4960,Enugu,22
FRM04961,Farmer 4961,Nasarawa,18
FRM04962,Farmer 4962,Niger,7
FRM04963,Farmer 4963,Ogun,15
FRM04964,Farmer 4964,Niger,31
FRM04965,Farmer 4965,Nasarawa,25
FRM04966,Farmer 4966,Enugu,22
FRM04967,Farmer 4967,Enugu,13
FRM04968,Farmer 4968,Nasarawa,1
FRM04969,Farmer 4969,Oyo,37
FRM04970,Farmer 4970,Niger,21
FRM04971,Farmer 4971,Enugu,39
FRM04972,Farmer 4972,Nasarawa,30
FRM04973,Farmer 4973,Ogun,8
FRM04974,Farmer 4974,Kaduna,32
FRM04975,Farmer 4975,Plateau,12
FRM04976,Farmer 4976,Oyo,27
FRM04977,Farmer 4977,Nasarawa,19
FRM04978,Farmer 4978,Kaduna,21
FRM04979,Farmer 4979,Nasarawa,13
FRM04980,Farmer 4980,Niger,24
FRM04981,Farmer 4981,Oyo,17
FRM04982,Farmer 4982,Nasarawa,19
FRM04983,Farmer 4983,Bauchi,38
FRM04984,Farmer 4984,Benue,39
FRM04985,Farmer 4985,Nasarawa,36
FRM04986,Farmer 4986,Plateau,14
FRM04987,Farmer 4987,Nasarawa,11
FRM04988,Farmer 4988,Nasarawa,39
FRM04989,Farmer 4989,Oyo,4
FRM04990,Farmer 4990,Kano,39
FRM04991,Farmer 4991,Enugu,32
FRM04992,Farmer 4992,Kaduna,5
FRM04993,Farmer 4993,Oyo,12
FRM04994,Farmer 4994,Kaduna,8
FRM04995,Farmer 4995,Oyo,40
FRM04996,Farmer 4996,Benue,9
FRM04997,Farmer 4997,Oyo,14
FRM04998,Farmer 4998,Benue,40
FRM04999,Farmer 4999,Nasarawa,29
FRM05000,Farmer 5000,Benue,1
FRM05001,Farmer 5001,Enugu,14
FRM05002,Farmer 5002,Niger,26
FRM05003,Farmer 5003,Bauchi,12
FRM05004,Farmer 5004,Ogun,36
FRM05005,Farmer 5005,Ogun,25
FRM05006,Farmer 5006,Kano,32
FRM05007,Farmer 5007,Niger,28
FRM05008,Farmer 5008,Benue,14
FRM05009,Farmer 5009,Bauchi,24
FRM05010,Farmer 5010,Benue,29
FRM05011,Farmer 5011,Kaduna,28
FRM05012,Farmer 5012,Ogun,26
FRM05013,Farmer 5013,Nasarawa,14
FRM05014,Farmer 5014,Enugu,20
FRM05015,Farmer 5015,Ogun,8
FRM05016,Farmer 5016,Kaduna,11
FRM05017,Farmer 5017,Oyo,31
FRM05018,Farmer 5018,Ogun,30
FRM05019,Farmer 5019,Kaduna,24
FRM05020,Farmer 5020,Kaduna,21
FRM05021,Farmer 5021,Plateau,37
FRM05022,Farmer 5022,Plateau,12
FRM05023,Farmer 5023,Ogun,35
FRM05024,Farmer 5024,Nasarawa,6
FRM05025,Farmer 5025,Nasarawa,19
FRM05026,Farmer 5026,Plateau,26
FRM05027,Farmer 5027,Niger,34
FRM05028,Farmer 5028,Bauchi,34
FRM05029,Farmer 5029,Plateau,22
FRM05030,Farmer 5030,Oyo,31
FRM05031,Farmer 5031,Benue,4
FRM05032,Farmer 5032,Ogun,9
FRM05033,Farmer 5033,Ogun,5
FRM05034,Farmer 5034,Kano,5
FRM05035,Farmer 5035,Ogun,30
FRM05036,Farmer 5036,Plateau,18
FRM05037,Farmer 5037,Niger,2
FRM05038,Farmer 5038,Nasarawa,9
FRM05039,Farmer 5039,Kano,34
FRM05040,Farmer 5040,Kaduna,35
FRM05041,Farmer 5041,Plateau,21
FRM05042,Farmer 5042,Oyo,15
FRM05043,Farmer 5043,Enugu,7
FRM05044,Farmer 5044,Ogun,12
FRM05045,Farmer 5045,Benue,6
FRM05046,Farmer 5046,Enugu,5
FRM05047,Farmer 5047,Enugu,29
FRM05048,Farmer 5048,Nasarawa,1
FRM05049,Farmer 5049,Bauchi,2
FRM05050,Farmer 5050,Bauchi,4
FRM05051,Farmer 5051,Nasarawa,32
FRM05052,Farmer 5052,Oyo,18
FRM05053,Farmer 5053,Bauchi,19
FRM05054,Farmer 5054,Oyo,31
FRM05055,Farmer 5055,Niger,33
FRM05056,Farmer 5056,Kano,36
FRM05057,Farmer 5057,Ogun,35
FRM05058,Farmer 5058,Nasarawa,35
FRM05059,Farmer 5059,Oyo,32
FRM05060,Farmer 5060,Enugu,40
FRM05061,Farmer 5061,Bauchi,17
FRM05062,Farmer 5062,Bauchi,26
FRM05063,Farmer 5063,Kaduna,9
FRM05064,Farmer 5064,Benue,6
FRM05065,Farmer 5065,Kaduna,38
FRM05066,Farmer 5066,Enugu,25
FRM05067,Farmer 5067,Kaduna,11
FRM05068,Farmer 5068,Kaduna,13
FRM05069,Farmer 5069,Kaduna,12
FRM05070,Farmer 5070,Enugu,29
FRM05071,Farmer 5071,Benue,35
FRM05072,Farmer 5072,Nasarawa,9
FRM05073,Farmer 5073,Nasarawa,38
FRM05074,Farmer 5074,Plateau,36
FRM05075,Farmer 5075,Oyo,40
FRM05076,Farmer 5076,Kano,6
FRM05077,Farmer 5077,Kano,20
FRM05078,Farmer 5078,Plateau,37
FRM05079,Farmer 5079,Plateau,38
FRM05080,Farmer 5080,Kano,14
FRM05081,Farmer 5081,Oyo,39
FRM05082,Farmer 5082,Kaduna,11
FRM05083,Farmer 5083,Benue,9
FRM05084,Farmer 5084,Plateau,40
FRM05085,Farmer 5085,Plateau,12
FRM05086,Farmer 5086,Enugu,21
FRM05087,Farmer 5087,Enugu,15
FRM05088,Farmer 5088,Bauchi,29
FRM05089,Farmer 5089,Nasarawa,35
FRM05090,Farmer 5090,Bauchi,10
FRM05091,Farmer 5091,Oyo,20
FRM05092,Farmer 5092,Ogun,35
FRM05093,Farmer 5093,Ogun,21
FRM05094,Farmer 5094,Enugu,38
FRM05095,Farmer 5095,Niger,5
FRM05096,Farmer 5096,Ogun,28
FRM05097,Farmer 5097,Niger,24
FRM05098,Farmer 5098,Kano,30
FRM05099,Farmer 5099,Ogun,26
FRM05100,Farmer 5100,Ogun,32
FRM05101,Farmer 5101,Niger,22
FRM05102,Farmer 5102,Nasarawa,29
FRM05103,Farmer 5103,Oyo,6
FRM05104,Farmer 5104,Ogun,16
FRM05105,Farmer 5105,Benue,27
FRM05106,Farmer 5106,Kaduna,39
FRM05107,Farmer 5107,Nasarawa,23
FRM05108,Farmer 5108,Kano,14
FRM05109,Farmer 5109,Kano,16
FRM05110,Farmer 5110,Bauchi,19
FRM05111,Farmer 5111,Kaduna,16
FRM05112,Farmer 5112,Nasarawa,28
FRM05113,Farmer 5113,Kaduna,11
FRM05114,Farmer 5114,Oyo,20
FRM05115,Farmer 5115,Niger,16
FRM05116,Farmer 5116,Oyo,20
FRM05117,Farmer 5117,Bauchi,22
FRM05118,Farmer 5118,Plateau,9
FRM05119,Farmer 5119,Benue,37
FRM05120,Farmer 5120,Nasarawa,24
FRM05121,Farmer 5121,Benue,26
FRM05122,Farmer 5122,Benue,39
FRM05123,Farmer 5123,Oyo,11
FRM05124,Farmer 5124,Oyo,39
FRM05125,Farmer 5125,Bauchi,18
FRM05126,Farmer 5126,Benue,34
FRM05127,Farmer 5127,Oyo,9
FRM05128,Farmer 5128,Nasarawa,21
FRM05129,Farmer 5129,Plateau,15
FRM05130,Farmer 5130,Bauchi,3
FRM05131,Farmer 5131,Niger,22
FRM05132,Farmer 5132,Niger,6
FRM05133,Farmer 5133,Bauchi,12
FRM05134,Farmer 5134,Kano,18
FRM05135,Farmer 5135,Nasarawa,10
FRM05136,Farmer 5136,Benue,28
FRM05137,Farmer 5137,Kano,34
FRM05138,Farmer 5138,Nasarawa,9
FRM05139,Farmer 5139,Niger,18
FRM05140,Farmer 5140,Niger,36
FRM05141,Farmer 5141,Kaduna,1
FRM05142,Farmer 5142,Niger,16
FRM05143,Farmer 5143,Kaduna,11
FRM05144,Farmer 5144,Kaduna,13
FRM05145,Farmer 5145,Bauchi,16
FRM05146,Farmer 5146,Benue,32
FRM05147,Farmer 5147,Benue,16
FRM05148,Farmer 5148,Benue,35
FRM05149,Farmer 5149,Oyo,2
FRM05150,Farmer 5150,Niger,16
FRM05151,Farmer 5151,Ogun,32
FRM05152,Farmer 5152,Oyo,6
FRM05153,Farmer 5153,Plateau,16
FRM05154,Farmer 5154,Benue,26
FRM05155,Farmer 5155,Niger,16
FRM05156,Farmer 5156,Kaduna,8
FRM05157,Farmer 5157,Nasarawa,10
FRM05158,Farmer 5158,Niger,33
FRM05159,Farmer 5159,Niger,24
FRM05160,Farmer 5160,Nasarawa,18
FRM05161,Farmer 5161,Nasarawa,39
FRM05162,Farmer 5162,Oyo,23
FRM05163,Farmer 5163,Kano,30
FRM05164,Farmer 5164,Plateau,13
FRM05165,Farmer 5165,Niger,23
FRM05166,Farmer 5166,Nasarawa,28
FRM05167,Farmer 5167,Niger,28
FRM05168,Farmer 5168,Nasarawa,12
FRM05169,Farmer 5169,Benue,34
FRM05170,Farmer 5170,Plateau,31
FRM05171,Farmer 5171,Kaduna,5
FRM05172,Farmer 5172,Enugu,8
FRM05173,Farmer 5173,Kaduna,12
FRM05174,Farmer 5174,Bauchi,19
FRM05175,Farmer 5175,Oyo,16
FRM05176,Farmer 5176,Kano,10
FRM05177,Farmer 5177,Benue,30
FRM05178,Farmer 5178,Plateau,3
FRM05179,Farmer 5179,Nasarawa,39
FRM05180,Farmer 5180,Enugu,24
FRM05181,Farmer 5181,Bauchi,38
FRM05182,Farmer 5182,Benue,39
FRM05183,Farmer 5183,Enugu,29
FRM05184,Farmer 5184,Niger,26
FRM05185,Farmer 5185,Nasarawa,4
FRM05186,Farmer 5186,Plateau,40
FRM05187,Farmer 5187,Plateau,34
FRM05188,Farmer 5188,Nasarawa,4
FRM05189,Farmer 5189,Niger,29
FRM05190,Farmer 5190,Bauchi,38
FRM05191,Farmer 5191,Niger,2
FRM05192,Farmer 5192,Ogun,10
FRM05193,Farmer 5193,Bauchi,15
FRM05194,Farmer 5194,Enugu,12
FRM05195,Farmer 5195,Plateau,36
FRM05196,Farmer 5196,Plateau,25
FRM05197,Farmer 5197,Niger,7
FRM05198,Farmer 5198,Kaduna,35
FRM05199,Farmer 5199,Bauchi,31
FRM05200,Farmer 5200,Oyo,33
FRM05201,Farmer 5201,Niger,36
FRM05202,Farmer 5202,Niger,11
FRM05203,Farmer 5203,Nasarawa,34
FRM05204,Farmer 5204,Enugu,15
FRM05205,Farmer 5205,Nasarawa,7
FRM05206,Farmer 5206,Enugu,27
FRM05207,Farmer 5207,Kano,21
FRM05208,Farmer 5208,Kano,38
FRM05209,Farmer 5209,Nasarawa,5
FRM05210,Farmer 5210,Kano,14
FRM05211,Farmer 5211,Ogun,7
FRM05212,Farmer 5212,Benue,28
FRM05213,Farmer 5213,Oyo,12
FRM05214,Farmer 5214,Plateau,35
FRM05215,Farmer 5215,Kano,8
FRM05216,Farmer 5216,Oyo,20
FRM05217,Farmer 5217,Nasarawa,24
FRM05218,Farmer 5218,Kaduna,5
FRM05219,Farmer 5219,Ogun,20
FRM05220,Farmer 5220,Oyo,13
FRM05221,Farmer 5221,Benue,39
FRM05222,Farmer 5222,Ogun,3
FRM05223,Farmer 5223,Enugu,11
FRM05224,Farmer 5224,Kano,34
FRM05225,Farmer 5225,Kano,6
FRM05226,Farmer 5226,Niger,26
FRM05227,Farmer 5227,Plateau,20
FRM05228,Farmer 5228,Bauchi,2
FRM05229,Farmer 5229,Bauchi,13
FRM05230,Farmer 5230,Enugu,35
FRM05231,Farmer 5231,Bauchi,21
FRM05232,Farmer 5232,Niger,30
FRM05233,Farmer 5233,Oyo,19
FRM05234,Farmer 5234,Niger,29
FRM05235,Farmer 5235,Nasarawa,14
FRM05236,Farmer 5236,Enugu,30
FRM05237,Farmer 5237,Oyo,32
FRM05238,Farmer 5238,Plateau,12
FRM05239,Farmer 5239,Ogun,25
FRM05240,Farmer 5240,Benue,30
FRM05241,Farmer 5241,Oyo,39
FRM05242,Farmer 5242,Plateau,20
FRM05243,Farmer 5243,Enugu,12
FRM05244,Farmer 5244,Enugu,31
FRM05245,Farmer 5245,Oyo,13
FRM05246,Farmer 5246,Ogun,20
FRM05247,Farmer 5247,Nasarawa,34
FRM05248,Farmer 5248,Enugu,17
FRM05249,Farmer 5249,Bauchi,9
FRM05250,Farmer 5250,Kaduna,25
FRM05251,Farmer 5251,Plateau,12
FRM05252,Farmer 5252,Enugu,20
FRM05253,Farmer 5253,Oyo,8
FRM05254,Farmer 5254,Enugu,21
FRM05255,Farmer 5255,Enugu,32
FRM05256,Farmer 5256,Oyo,25
FRM05257,Farmer 5257,Kaduna,7
FRM05258,Farmer 5258,Niger,32
FRM05259,Farmer 5259,Nasarawa,26
FRM05260,Farmer 5260,Ogun,5
FRM05261,Farmer 5261,Bauchi,25
FRM05262,Farmer 5262,Plateau,25
FRM05263,Farmer 5263,Niger,23
FRM05264,Farmer 5264,Benue,32
FRM05265,Farmer 5265,Bauchi,15
FRM05266,Farmer 5266,Plateau,16
FRM05267,Farmer 5267,Kano,33
FRM05268,Farmer 5268,Benue,21
FRM05269,Farmer 5269,Niger,4
FRM05270,Farmer 5270,Kaduna,9
FRM05271,Farmer 5271,Bauchi,8
FRM05272,Farmer 5272,Nasarawa,31
FRM05273,Farmer 5273,Enugu,21
FRM05274,Farmer 5274,Bauchi,19
FRM05275,Farmer 5275,Oyo,3
FRM05276,Farmer 5276,Nasarawa,25
FRM05277,Farmer 5277,Niger,34
FRM05278,Farmer 5278,Oyo,6
FRM05279,Farmer 5279,Plateau,29
FRM05280,Farmer 5280,Bauchi,31
FRM05281,Farmer 5281,Kaduna,30
FRM05282,Farmer 5282,Plateau,33
FRM05283,Farmer 5283,Bauchi,21
FRM05284,Farmer 5284,Niger,23
FRM05285,Farmer 5285,Kaduna,27
FRM05286,Farmer 5286,Benue,33
FRM05287,Farmer 5287,Enugu,35
FRM05288,Farmer 5288,Kaduna,38
FRM05289,Farmer 5289,Enugu,5
FRM05290,Farmer 5290,Ogun,23
FRM05291,Farmer 5291,Kano,1
FRM05292,Farmer 5292,Bauchi,3
FRM05293,Farmer 5293,Ogun,33
FRM05294,Farmer 5294,Enugu,12
FRM05295,Farmer 5295,Bauchi,30
FRM05296,Farmer 5296,Benue,31
FRM05297,Farmer 5297,Bauchi,6
FRM05298,Farmer 5298,Enugu,27
FRM05299,Farmer 5299,Oyo,15
FRM05300,Farmer 5300,Kano,29
FRM05301,Farmer 5301,Oyo,39
FRM05302,Farmer 5302,Bauchi,27
FRM05303,Farmer 5303,Ogun,35
FRM05304,Farmer 5304,Nasarawa,25
FRM05305,Farmer 5305,Benue,40
FRM05306,Farmer 5306,Kaduna,27
FRM05307,Farmer 5307,Bauchi,16
FRM05308,Farmer 5308,Enugu,35
FRM05309,Farmer 5309,Kano,9
FRM05310,Farmer 5310,Kano,11
FRM05311,Farmer 5311,Kaduna,12
FRM05312,Farmer 5312,Bauchi,17
