farm_id,farmer_id,region,crop,soil,farm_size_ha,yield_score
Farm_05201,FRM05201,Niger,Soybean,Silt,36.67,96
Farm_05202,FRM05202,Niger,Maize,Clay,23.85,91
Farm_05203,FRM05203,Nasarawa,Rice,Loam,34.52,91
Farm_05204,FRM05204,Enugu,Cassava,Loam,1.86,48
Farm_05205,FRM05205,Nasarawa,Millet,Loam,13.0,84
Farm_05206,FRM05206,Enugu,Tomato,Chalky,15.28,89
Farm_05207,FRM05207,Kano,Cassava,Clay,2.58,72
Farm_05208,FRM05208,Kano,Maize,Peaty,38.8,69
Farm_05209,FRM05209,Nasarawa,Millet,Loam,22.71,86
Farm_05210,FRM05210,Kano,Soybean,Clay,19.96,44
Farm_05211,FRM05211,Ogun,Sorghum,Peaty,31.94,70
Farm_05212,FRM05212,Benue,Soybean,Silt,16.19,83
Farm_05213,FRM05213,Oyo,Cassava,Silt,44.12,97
Farm_05214,FRM05214,Plateau,Maize,Sandy,44.6,92
Farm_05215,FRM05215,Kano,Soybean,Chalky,5.57,45
Farm_05216,FRM05216,Oyo,Yam,Silt,26.36,51
Farm_05217,FRM05217,Nasarawa,Sorghum,Peaty,42.62,54
Farm_05218,FRM05218,Kaduna,Yam,Clay,19.42,87
Farm_05219,FRM05219,Ogun,Millet,Sandy,17.17,74
Farm_05220,FRM05220,Oyo,Yam,Silt,26.46,70
Farm_05221,FRM05221,Benue,Maize,Loam,27.34,92
Farm_05222,FRM05222,Ogun,Soybean,Clay,37.14,96
Farm_05223,FRM05223,Enugu,Rice,Loam,21.22,90
Farm_05224,FRM05224,Kano,Rice,Clay,1.4,89
Farm_05225,FRM05225,Kano,Rice,Chalky,45.38,95
Farm_05226,FRM05226,Niger,Maize,Peaty,26.06,57
Farm_05227,FRM05227,Plateau,Sorghum,Peaty,18.21,80
Farm_05228,FRM05228,Bauchi,Tomato,Loam,45.6,76
Farm_05229,FRM05229,Bauchi,Yam,Sandy,17.75,55
Farm_05230,FRM05230,Enugu,Sorghum,Sandy,12.33,80
Farm_05231,FRM05231,Bauchi,Cassava,Chalky,28.92,54
Farm_05232,FRM05232,Niger,Millet,Silt,36.91,93
Farm_05233,FRM05233,Oyo,Maize,Loam,31.61,74
Farm_05234,FRM05234,Niger,Soybean,Peaty,8.77,56
Farm_05235,FRM05235,Nasarawa,Rice,Silt,17.08,40
Farm_05236,FRM05236,Enugu,Sorghum,Loam,22.45,81
Farm_05237,FRM05237,Oyo,Soybean,Peaty,33.11,55
Farm_05238,FRM05238,Plateau,Cassava,Peaty,21.16,84
Farm_05239,FRM05239,Ogun,Cassava,Chalky,29.0,91
Farm_05240,FRM05240,Benue,Tomato,Peaty,29.06,82
Farm_05241,FRM05241,Oyo,Rice,Silt,49.53,98
Farm_05242,FRM05242,Plateau,Rice,Loam,38.38,91
Farm_05243,FRM05243,Enugu,Cassava,Clay,4.14,77
Farm_05244,FRM05244,Enugu,Tomato,Peaty,4.98,63
Farm_05245,FRM05245,Oyo,Soybean,Silt,45.59,64
Farm_05246,FRM05246,Ogun,Tomato,Chalky,36.24,51
Farm_05247,FRM05247,Nasarawa,Soybean,Silt,14.78,45
Farm_05248,FRM05248,Enugu,Maize,Clay,33.51,50
Farm_05249,FRM05249,Bauchi,Yam,Chalky,46.7,44
Farm_05250,FRM05250,Kaduna,Yam,Loam,24.68,96
Farm_05251,FRM05251,Plateau,Cassava,Loam,9.41,70
Farm_05252,FRM05252,Enugu,Rice,Sandy,2.18,64
Farm_05253,FRM05253,Oyo,Maize,Sandy,14.54,48
Farm_05254,FRM05254,Enugu,Sorghum,Peaty,14.41,97
Farm_05255,FRM05255,Enugu,Millet,Sandy,22.62,86
Farm_05256,FRM05256,Oyo,Soybean,Sandy,36.22,45
Farm_05257,FRM05257,Kaduna,Tomato,Clay,34.93,61
Farm_05258,FRM05258,Niger,Sorghum,Sandy,35.29,40
Farm_05259,FRM05259,Nasarawa,Rice,Peaty,44.69,68
Farm_05260,FRM05260,Ogun,Yam,Sandy,4.81,54
Farm_05261,FRM05261,Bauchi,Soybean,Sandy,39.41,87
Farm_05262,FRM05262,Plateau,Sorghum,Sandy,17.1,40
Farm_05263,FRM05263,Niger,Yam,Loam,26.25,93
Farm_05264,FRM05264,Benue,Maize,Silt,26.52,82
Farm_05265,FRM05265,Bauchi,Millet,Sandy,20.62,92
Farm_05266,FRM05266,Plateau,Millet,Peaty,37.95,75
Farm_05267,FRM05267,Kano,Rice,Loam,29.91,65
Farm_05268,FRM05268,Benue,Soybean,Clay,45.64,94
Farm_05269,FRM05269,Niger,Soybean,Clay,7.84,84
Farm_05270,FRM05270,Kaduna,Tomato,Loam,4.55,83
Farm_05271,FRM05271,Bauchi,Cassava,Loam,6.74,96
Farm_05272,FRM05272,Nasarawa,Cassava,Loam,17.28,56
Farm_05273,FRM05273,Enugu,Soybean,Sandy,25.55,80
Farm_05274,FRM05274,Bauchi,Sorghum,Peaty,22.34,45
Farm_05275,FRM05275,Oyo,Maize,Loam,14.98,50
Farm_05276,FRM05276,Nasarawa,Sorghum,Chalky,14.17,81
Farm_05277,FRM05277,Niger,Maize,Sandy,34.61,63
Farm_05278,FRM05278,Oyo,Sorghum,Loam,25.82,60
Farm_05279,FRM05279,Plateau,Yam,Chalky,35.68,93
Farm_05280,FRM05280,Bauchi,Cassava,Sandy,36.99,77
Farm_05281,FRM05281,Kaduna,Yam,Chalky,42.19,71
Farm_05282,FRM05282,Plateau,Sorghum,Sandy,9.66,65
Farm_05283,FRM05283,Bauchi,Rice,Clay,19.77,50
Farm_05284,FRM05284,Niger,Millet,Peaty,33.13,55
Farm_05285,FRM05285,Kaduna,Rice,Peaty,47.05,42
Farm_05286,FRM05286,Benue,Millet,Clay,16.21,98
Farm_05287,FRM05287,Enugu,Sorghum,Loam,36.23,97
Farm_05288,FRM05288,Kaduna,Millet,Silt,43.47,68
Farm_05289,FRM05289,Enugu,Tomato,Loam,18.73,47
Farm_05290,FRM05290,Ogun,Tomato,Chalky,6.99,85
Farm_05291,FRM05291,Kano,Tomato,Chalky,8.86,42
Farm_05292,FRM05292,Bauchi,Maize,Peaty,24.47,57
Farm_05293,FRM05293,Ogun,Tomato,Sandy,19.86,74
Farm_05294,FRM05294,Enugu,Millet,Loam,14.52,81
Farm_05295,FRM05295,Bauchi,Soybean,Loam,32.48,62
Farm_05296,FRM05296,Benue,Yam,Sandy,36.22,98
Farm_05297,FRM05297,Bauchi,Soybean,Sandy,0.53,68
Farm_05298,FRM05298,Enugu,Soybean,Peaty,41.03,49
Farm_05299,FRM05299,Oyo,Sorghum,Peaty,29.34,79
Farm_05300,FRM05300,Kano,Maize,Silt,22.11,72
Farm_05301,FRM05301,Oyo,Millet,Sandy,11.83,88
Farm_05302,FRM05302,Bauchi,Soybean,Loam,35.84,83
Farm_05303,FRM05303,Ogun,Sorghum,Silt,5.97,86
Farm_05304,FRM05304,Nasarawa,Tomato,Silt,26.31,76
Farm_05305,FRM05305,Benue,Cassava,Peaty,27.33,63
Farm_05306,FRM05306,Kaduna,Cassava,Loam,46.56,82
Farm_05307,FRM05307,Bauchi,Millet,Loam,3.4,74
Farm_05308,FRM05308,Enugu,Yam,Loam,40.8,90
Farm_05309,FRM05309,Kano,Cassava,Loam,15.48,45
Farm_05310,FRM05310,Kano,Sorghum,Clay,21.43,41
Farm_05311,FRM05311,Kaduna,Rice,Loam,15.72,43
Farm_05312,FRM05312,Bauchi,Yam,Chalky,10.3,67
Farm_05313,FRM05313,Niger,Tomato,Sandy,47.16,55
Farm_05314,FRM05314,Bauchi,Rice,Clay,31.36,67
Farm_05315,FRM05315,Kaduna,Cassava,Loam,13.51,42
Farm_05316,FRM05316,Niger,Soybean,Chalky,14.76,80
Farm_05317,FRM05317,Bauchi,Yam,Loam,3.31,95
Farm_05318,FRM05318,Benue,Tomato,Sandy,49.31,73
Farm_05319,FRM05319,Benue,Tomato,Silt,32.3,60
Farm_05320,FRM05320,Enugu,Maize,Loam,24.16,91
Farm_05321,FRM05321,Nasarawa,Maize,Loam,41.66,82
Farm_05322,FRM05322,Oyo,Sorghum,Loam,42.3,83
Farm_05323,FRM05323,Bauchi,Millet,Sandy,28.69,61
Farm_05324,FRM05324,Enugu,Millet,Clay,16.94,76
Farm_05325,FRM05325,Nasarawa,Rice,Silt,27.49,74
Farm_05326,FRM05326,Kano,Sorghum,Sandy,48.76,56
Farm_05327,FRM05327,Niger,Soybean,Chalky,12.26,65
Farm_05328,FRM05328,Nasarawa,Maize,Chalky,31.95,44
Farm_05329,FRM05329,Ogun,Sorghum,Clay,44.64,49
Farm_05330,FRM05330,Ogun,Maize,Clay,2.86,68
Farm_05331,FRM05331,Niger,Sorghum,Peaty,49.0,66
Farm_05332,FRM05332,Ogun,Sorghum,Chalky,38.07,88
Farm_05333,FRM05333,Kano,Millet,Peaty,28.69,71
Farm_05334,FRM05334,Nasarawa,Tomato,Loam,16.85,87
Farm_05335,FRM05335,Bauchi,Soybean,Silt,40.76,77
Farm_05336,FRM05336,Kaduna,Soybean,Chalky,42.11,69
Farm_05337,FRM05337,Kano,Maize,Loam,41.42,70
Farm_05338,FRM05338,Kaduna,Soybean,Peaty,13.93,70
Farm_05339,FRM05339,Benue,Cassava,Loam,10.7,57
Farm_05340,FRM05340,Benue,Maize,Chalky,23.28,44
Farm_05341,FRM05341,Enugu,Sorghum,Chalky,20.02,98
Farm_05342,FRM05342,Benue,Yam,Clay,8.29,64
Farm_05343,FRM05343,Ogun,Tomato,Peaty,32.1,87
Farm_05344,FRM05344,Niger,Rice,Silt,44.7,87
Farm_05345,FRM05345,Kaduna,Sorghum,Silt,13.8,91
Farm_05346,FRM05346,Plateau,Yam,Sandy,8.64,80
Farm_05347,FRM05347,Kaduna,Millet,Clay,17.6,73
Farm_05348,FRM05348,Enugu,Yam,Clay,22.78,63
Farm_05349,FRM05349,Plateau,Tomato,Sandy,15.99,76
Farm_05350,FRM05350,Bauchi,Rice,Silt,15.15,94
Farm_05351,FRM05351,Kaduna,Tomato,Loam,34.17,40
Farm_05352,FRM05352,Kano,Sorghum,Peaty,49.48,75
Farm_05353,FRM05353,Niger,Tomato,Loam,27.76,45
Farm_05354,FRM05354,Niger,Maize,Clay,22.5,45
Farm_05355,FRM05355,Kaduna,Cassava,Loam,48.4,99
Farm_05356,FRM05356,Enugu,Cassava,Silt,46.13,69
Farm_05357,FRM05357,Ogun,Rice,Loam,3.28,68
Farm_05358,FRM05358,Kano,Rice,Peaty,31.43,79
Farm_05359,FRM05359,Benue,Sorghum,Silt,12.8,74
Farm_05360,FRM05360,Ogun,Soybean,Silt,32.34,93
Farm_05361,FRM05361,Benue,Tomato,Sandy,24.84,94
Farm_05362,FRM05362,Bauchi,Maize,Loam,39.96,54
Farm_05363,FRM05363,Bauchi,Rice,Loam,38.62,72
Farm_05364,FRM05364,Enugu,Rice,Silt,38.78,78
Farm_05365,FRM05365,Kaduna,Tomato,Loam,31.42,85
Farm_05366,FRM05366,Benue,Yam,Loam,34.84,51
Farm_05367,FRM05367,Bauchi,Millet,Silt,33.84,93
Farm_05368,FRM05368,Enugu,Yam,Sandy,6.32,90
Farm_05369,FRM05369,Kano,Rice,Sandy,1.71,82
Farm_05370,FRM05370,Plateau,Tomato,Peaty,21.06,97
Farm_05371,FRM05371,Nasarawa,Maize,Peaty,15.62,79
Farm_05372,FRM05372,Kaduna,Tomato,Clay,14.51,51
Farm_05373,FRM05373,Niger,Millet,Loam,47.37,93
Farm_05374,FRM05374,Kaduna,Millet,Loam,15.17,80
Farm_05375,FRM05375,Nasarawa,Rice,Peaty,40.46,99
Farm_05376,FRM05376,Kaduna,Millet,Loam,1.2,82
Farm_05377,FRM05377,Kano,Sorghum,Clay,2.6,78
Farm_05378,FRM05378,Benue,Yam,Silt,11.46,87
Farm_05379,FRM05379,Benue,Sorghum,Clay,22.71,42
Farm_05380,FRM05380,Niger,Soybean,Sandy,13.54,69
Farm_05381,FRM05381,Kano,Millet,Peaty,22.8,60
Farm_05382,FRM05382,Kano,Tomato,Loam,39.48,99
Farm_05383,FRM05383,Bauchi,Rice,Silt,25.58,75
Farm_05384,FRM05384,Kano,Maize,Peaty,12.52,98
Farm_05385,FRM05385,Kano,Rice,Silt,44.28,62
Farm_05386,FRM05386,Plateau,Rice,Loam,42.55,56
Farm_05387,FRM05387,Kano,Rice,Silt,48.26,98
Farm_05388,FRM05388,Bauchi,Rice,Loam,34.26,44
Farm_05389,FRM05389,Oyo,Rice,Peaty,29.62,87
Farm_05390,FRM05390,Kaduna,Maize,Silt,10.21,40
Farm_05391,FRM05391,Nasarawa,Maize,Sandy,10.98,92
Farm_05392,FRM05392,Kano,Maize,Silt,26.44,45
Farm_05393,FRM05393,Ogun,Soybean,Chalky,16.06,75
Farm_05394,FRM05394,Oyo,Soybean,Clay,28.52,57
Farm_05395,FRM05395,Bauchi,Soybean,Silt,5.96,96
Farm_05396,FRM05396,Benue,Soybean,Loam,46.89,51
Farm_05397,FRM05397,Benue,Tomato,Silt,1.74,46
Farm_05398,FRM05398,Kano,Maize,Peaty,22.18,82
Farm_05399,FRM05399,Benue,Soybean,Peaty,24.37,87
Farm_05400,FRM05400,Kaduna,Tomato,Sandy,13.95,45
Farm_05401,FRM05401,Kano,Maize,Sandy,35.8,45
Farm_05402,FRM05402,Ogun,Cassava,Silt,39.0,86
Farm_05403,FRM05403,Nasarawa,Millet,Sandy,37.79,68
Farm_05404,FRM05404,Niger,Rice,Peaty,38.0,82
Farm_05405,FRM05405,Oyo,Cassava,Peaty,8.95,92
Farm_05406,FRM05406,Plateau,Cassava,Clay,14.68,68
Farm_05407,FRM05407,Kano,Yam,Sandy,42.41,46
Farm_05408,FRM05408,Niger,Soybean,Sandy,7.34,73
Farm_05409,FRM05409,Bauchi,Cassava,Loam,39.36,72
Farm_05410,FRM05410,Ogun,Millet,Chalky,39.67,45
Farm_05411,FRM05411,Enugu,Soybean,Clay,15.49,80
Farm_05412,FRM05412,Ogun,Millet,Peaty,39.55,85
Farm_05413,FRM05413,Nasarawa,Rice,Loam,38.04,52
Farm_05414,FRM05414,Bauchi,Maize,Clay,0.51,67
Farm_05415,FRM05415,Nasarawa,Tomato,Peaty,29.41,66
Farm_05416,FRM05416,Benue,Cassava,Clay,45.28,49
Farm_05417,FRM05417,Niger,Tomato,Chalky,41.35,74
Farm_05418,FRM05418,Bauchi,Maize,Peaty,39.45,63
Farm_05419,FRM05419,Kaduna,Soybean,Silt,15.25,65
Farm_05420,FRM05420,Benue,Rice,Chalky,49.75,99
Farm_05421,FRM05421,Niger,Rice,Sandy,15.74,64
Farm_05422,FRM05422,Plateau,Maize,Loam,6.63,72
Farm_05423,FRM05423,Plateau,Soybean,Sandy,49.18,85
Farm_05424,FRM05424,Enugu,Maize,Peaty,8.35,50
Farm_05425,FRM05425,Bauchi,Cassava,Peaty,5.64,63
Farm_05426,FRM05426,Benue,Soybean,Silt,35.92,72
Farm_05427,FRM05427,Benue,Tomato,Chalky,16.68,45
Farm_05428,FRM05428,Benue,Millet,Chalky,37.19,41
Farm_05429,FRM05429,Enugu,Soybean,Loam,15.65,58
Farm_05430,FRM05430,Plateau,Millet,Peaty,0.9,68
Farm_05431,FRM05431,Nasarawa,Maize,Chalky,4.34,85
Farm_05432,FRM05432,Kano,Maize,Peaty,37.68,60
Farm_05433,FRM05433,Niger,Cassava,Chalky,24.13,62
Farm_05434,FRM05434,Benue,Tomato,Loam,31.3,45
Farm_05435,FRM05435,Bauchi,Rice,Silt,25.82,69
Farm_05436,FRM05436,Ogun,Sorghum,Silt,43.51,80
Farm_05437,FRM05437,Plateau,Maize,Peaty,7.34,73
Farm_05438,FRM05438,Niger,Cassava,Clay,41.58,83
Farm_05439,FRM05439,Enugu,Cassava,Sandy,26.4,53
Farm_05440,FRM05440,Enugu,Soybean,Sandy,36.24,62
Farm_05441,FRM05441,Kano,Rice,Peaty,17.65,54
Farm_05442,FRM05442,Kaduna,Rice,Silt,46.74,82
Farm_05443,FRM05443,Oyo,Maize,Clay,10.32,87
Farm_05444,FRM05444,Kaduna,Cassava,Chalky,7.52,75
Farm_05445,FRM05445,Niger,Tomato,Loam,48.65,60
Farm_05446,FRM05446,Ogun,Rice,Chalky,18.04,42
Farm_05447,FRM05447,Kaduna,Maize,Chalky,37.17,50
Farm_05448,FRM05448,Niger,Cassava,Silt,46.23,64
Farm_05449,FRM05449,Niger,Tomato,Peaty,45.69,96
Farm_05450,FRM05450,Bauchi,Millet,Loam,42.99,76
Farm_05451,FRM05451,Oyo,Soybean,Clay,10.43,63
Farm_05452,FRM05452,Kano,Sorghum,Loam,33.36,89
Farm_05453,FRM05453,Bauchi,Cassava,Chalky,5.55,70
Farm_05454,FRM05454,Bauchi,Soybean,Sandy,6.29,59
Farm_05455,FRM05455,Niger,Rice,Chalky,28.14,82
Farm_05456,FRM05456,Kaduna,Tomato,Peaty,11.78,96
Farm_05457,FRM05457,Oyo,Cassava,Sandy,6.85,95
Farm_05458,FRM05458,Kano,Soybean,Silt,45.85,56
Farm_05459,FRM05459,Oyo,Yam,Sandy,2.26,57
Farm_05460,FRM05460,Benue,Sorghum,Sandy,23.76,99
Farm_05461,FRM05461,Benue,Maize,Silt,44.46,66
Farm_05462,FRM05462,Benue,Millet,Silt,26.26,83
Farm_05463,FRM05463,Nasarawa,Soybean,Loam,27.15,45
Farm_05464,FRM05464,Enugu,Millet,Clay,10.92,42
Farm_05465,FRM05465,Plateau,Millet,Chalky,4.83,98
Farm_05466,FRM05466,Enugu,Sorghum,Loam,7.13,73
Farm_05467,FRM05467,Bauchi,Rice,Clay,16.92,81
Farm_05468,FRM05468,Enugu,Tomato,Silt,36.87,94
Farm_05469,FRM05469,Plateau,Rice,Chalky,45.04,89
Farm_05470,FRM05470,Plateau,Millet,Silt,2.53,49
Farm_05471,FRM05471,Enugu,Yam,Clay,10.87,72
Farm_05472,FRM05472,Kaduna,Millet,Peaty,24.46,63
Farm_05473,FRM05473,Oyo,Tomato,Loam,12.46,50
Farm_05474,FRM05474,Enugu,Rice,Sandy,42.87,75
Farm_05475,FRM05475,Oyo,Sorghum,Peaty,14.25,66
Farm_05476,FRM05476,Niger,Tomato,Peaty,15.57,89
Farm_05477,FRM05477,Kaduna,Sorghum,Clay,14.02,90
Farm_05478,FRM05478,Nasarawa,Sorghum,Silt,26.71,83
Farm_05479,FRM05479,Nasarawa,Cassava,Chalky,31.34,46
Farm_05480,FRM05480,Oyo,Maize,Clay,10.83,73
Farm_05481,FRM05481,Benue,Millet,Silt,29.33,41
Farm_05482,FRM05482,Niger,Tomato,Sandy,29.77,91
Farm_05483,FRM05483,Plateau,Rice,Silt,25.83,48
Farm_05484,FRM05484,Enugu,Sorghum,Clay,36.99,89
Farm_05485,FRM05485,Bauchi,Yam,Silt,33.26,46
Farm_05486,FRM05486,Ogun,Sorghum,Loam,23.13,80
Farm_05487,FRM05487,Enugu,Cassava,Chalky,10.72,43
Farm_05488,FRM05488,Oyo,Cassava,Silt,15.03,73
Farm_05489,FRM05489,Ogun,Soybean,Clay,36.73,89
Farm_05490,FRM05490,Plateau,Cassava,Loam,2.91,93
Farm_05491,FRM05491,Plateau,Millet,Clay,3.19,91
Farm_05492,FRM05492,Oyo,Soybean,Loam,11.94,96
Farm_05493,FRM05493,Kaduna,Yam,Loam,23.76,48
Farm_05494,FRM05494,Enugu,Soybean,Silt,42.89,63
Farm_05495,FRM05495,Kaduna,Cassava,Chalky,11.34,43
Farm_05496,FRM05496,Oyo,Maize,Sandy,8.92,92
Farm_05497,FRM05497,Oyo,Sorghum,Clay,2.48,81
Farm_05498,FRM05498,Benue,Cassava,Sandy,2.19,56
Farm_05499,FRM05499,Oyo,Rice,Sandy,8.16,85
Farm_05500,FRM05500,Plateau,Yam,Peaty,21.69,88
Farm_05501,FRM05501,Benue,Millet,Clay,34.01,76
Farm_05502,FRM05502,Nasarawa,Cassava,Clay,34.09,76
Farm_05503,FRM05503,Kaduna,Rice,Peaty,44.45,93
Farm_05504,FRM05504,Benue,Soybean,Silt,20.16,61
Farm_05505,FRM05505,Oyo,Maize,Sandy,20.8,85
Farm_05506,FRM05506,Nasarawa,Yam,Silt,15.54,78
Farm_05507,FRM05507,Bauchi,Tomato,Peaty,34.57,66
Farm_05508,FRM05508,Plateau,Maize,Peaty,3.45,97
Farm_05509,FRM05509,Oyo,Maize,Silt,37.78,51
Farm_05510,FRM05510,Enugu,Cassava,Peaty,29.44,46
Farm_05511,FRM05511,Plateau,Rice,Clay,3.32,51
Farm_05512,FRM05512,Benue,Yam,Clay,32.46,43
Farm_05513,FRM05513,Enugu,Maize,Silt,35.99,42
Farm_05514,FRM05514,Kano,Cassava,Sandy,44.43,49
Farm_05515,FRM05515,Kano,Soybean,Loam,5.71,97
Farm_05516,FRM05516,Benue,Yam,Sandy,47.92,44
Farm_05517,FRM05517,Kaduna,Tomato,Loam,6.11,47
Farm_05518,FRM05518,Niger,Soybean,Peaty,34.25,47
Farm_05519,FRM05519,Niger,Maize,Silt,32.53,70
Farm_05520,FRM05520,Bauchi,Tomato,Sandy,0.79,61
Farm_05521,FRM05521,Bauchi,Sorghum,Peaty,5.9,55
Farm_05522,FRM05522,Oyo,Cassava,Chalky,24.84,87
Farm_05523,FRM05523,Oyo,Sorghum,Peaty,7.54,83
Farm_05524,FRM05524,Oyo,Sorghum,Peaty,41.06,93
Farm_05525,FRM05525,Nasarawa,Millet,Peaty,45.94,54
Farm_05526,FRM05526,Kaduna,Sorghum,Silt,18.0,47
Farm_05527,FRM05527,Kano,Soybean,Clay,36.85,81
Farm_05528,FRM05528,Benue,Sorghum,Peaty,8.34,81
Farm_05529,FRM05529,Oyo,Rice,Peaty,7.31,67
Farm_05530,FRM05530,Bauchi,Cassava,Silt,5.94,53
Farm_05531,FRM05531,Oyo,Millet,Sandy,1.27,40
Farm_05532,FRM05532,Kano,Tomato,Clay,15.43,95
Farm_05533,FRM05533,Oyo,Sorghum,Peaty,15.91,80
Farm_05534,FRM05534,Nasarawa,Millet,Sandy,11.66,55
Farm_05535,FRM05535,Oyo,Sorghum,Chalky,21.74,92
Farm_05536,FRM05536,Kaduna,Millet,Peaty,40.91,88
Farm_05537,FRM05537,Kaduna,Tomato,Clay,21.58,87
Farm_05538,FRM05538,Enugu,Maize,Clay,43.88,83
Farm_05539,FRM05539,Bauchi,Yam,Clay,4.28,63
Farm_05540,FRM05540,Plateau,Rice,Chalky,4.93,57
Farm_05541,FRM05541,Benue,Soybean,Clay,42.54,45
Farm_05542,FRM05542,Nasarawa,Cassava,Clay,30.09,74
Farm_05543,FRM05543,Niger,Rice,Peaty,41.98,56
Farm_05544,FRM05544,Kano,Sorghum,Sandy,27.98,73
Farm_05545,FRM05545,Bauchi,Tomato,Loam,48.53,97
Farm_05546,FRM05546,Benue,Sorghum,Clay,29.79,43
Farm_05547,FRM05547,Bauchi,Millet,Loam,8.6,84
Farm_05548,FRM05548,Niger,Tomato,Peaty,43.99,94
Farm_05549,FRM05549,Kano,Tomato,Peaty,45.46,41
Farm_05550,FRM05550,Bauchi,Sorghum,Peaty,25.58,74
Farm_05551,FRM05551,Benue,Millet,Loam,42.11,62
Farm_05552,FRM05552,Bauchi,Rice,Peaty,45.83,99
Farm_05553,FRM05553,Oyo,Sorghum,Clay,6.44,50
Farm_05554,FRM05554,Kaduna,Yam,Loam,1.99,65
Farm_05555,FRM05555,Ogun,Sorghum,Loam,33.14,83
Farm_05556,FRM05556,Kano,Rice,Clay,7.01,76
Farm_05557,FRM05557,Enugu,Maize,Silt,39.56,77
Farm_05558,FRM05558,Kano,Cassava,Loam,29.39,91
Farm_05559,FRM05559,Ogun,Yam,Sandy,8.59,69
Farm_05560,FRM05560,Kaduna,Tomato,Silt,30.09,44
Farm_05561,FRM05561,Kano,Sorghum,Loam,30.82,80
Farm_05562,FRM05562,Niger,Yam,Peaty,44.31,69
Farm_05563,FRM05563,Enugu,Maize,Loam,34.71,51
Farm_05564,FRM05564,Plateau,Cassava,Chalky,47.55,79
Farm_05565,FRM05565,Kaduna,Maize,Silt,21.89,96
Farm_05566,FRM05566,Nasarawa,Soybean,Silt,11.25,91
Farm_05567,FRM05567,Enugu,Rice,Loam,25.76,63
Farm_05568,FRM05568,Benue,Tomato,Chalky,4.37,48
Farm_05569,FRM05569,Ogun,Cassava,Silt,34.21,67
Farm_05570,FRM05570,Nasarawa,Rice,Chalky,20.52,77
Farm_05571,FRM05571,Benue,Soybean,Clay,6.61,76
Farm_05572,FRM05572,Oyo,Sorghum,Sandy,45.66,67
Farm_05573,FRM05573,Bauchi,Tomato,Loam,34.56,95
Farm_05574,FRM05574,Kaduna,Cassava,Clay,4.43,58
Farm_05575,FRM05575,Benue,Tomato,Peaty,0.66,54
Farm_05576,FRM05576,Benue,Millet,Peaty,39.68,83
Farm_05577,FRM05577,Ogun,Yam,Chalky,40.92,77
Farm_05578,FRM05578,Kano,Sorghum,Loam,30.33,92
Farm_05579,FRM05579,Nasarawa,Rice,Chalky,23.75,64
Farm_05580,FRM05580,Plateau,Rice,Chalky,46.6,73
Farm_05581,FRM05581,Nasarawa,Soybean,Sandy,35.43,84
Farm_05582,FRM05582,Kaduna,Tomato,Peaty,24.58,89
Farm_05583,FRM05583,Kaduna,Rice,Silt,6.42,41
Farm_05584,FRM05584,Enugu,Rice,Sandy,31.47,93
Farm_05585,FRM05585,Benue,Yam,Chalky,3.2,87
Farm_05586,FRM05586,Kano,Soybean,Loam,33.44,47
Farm_05587,FRM05587,Niger,Cassava,Sandy,34.78,44
Farm_05588,FRM05588,Ogun,Yam,Sandy,37.54,40
Farm_05589,FRM05589,Kano,Soybean,Chalky,0.51,47
Farm_05590,FRM05590,Nasarawa,Soybean,Chalky,7.79,54
Farm_05591,FRM05591,Niger,Sorghum,Peaty,25.44,64
Farm_05592,FRM05592,Benue,Cassava,Clay,29.52,91
Farm_05593,FRM05593,Benue,Cassava,Loam,2.9,84
Farm_05594,FRM05594,Plateau,Yam,Sandy,48.42,93
Farm_05595,FRM05595,Niger,Millet,Clay,29.3,52
Farm_05596,FRM05596,Kaduna,Soybean,Clay,23.05,67
Farm_05597,FRM05597,Plateau,Millet,Chalky,1.47,55
Farm_05598,FRM05598,Plateau,Soybean,Sandy,4.96,73
Farm_05599,FRM05599,Oyo,Soybean,Loam,29.68,52
Farm_05600,FRM05600,Kaduna,Tomato,Peaty,36.78,88
Farm_05601,FRM05601,Ogun,Soybean,Silt,31.65,63
Farm_05602,FRM05602,Nasarawa,Yam,Loam,22.1,63
Farm_05603,FRM05603,Kano,Cassava,Clay,30.46,77
Farm_05604,FRM05604,Kaduna,Soybean,Chalky,48.02,44
Farm_05605,FRM05605,Niger,Sorghum,Loam,12.69,52
Farm_05606,FRM05606,Kaduna,Soybean,Peaty,41.54,95
Farm_05607,FRM05607,Enugu,Rice,Chalky,28.6,93
Farm_05608,FRM05608,Kaduna,Yam,Clay,7.5,98
Farm_05609,FRM05609,Kano,Yam,Sandy,18.7,44
Farm_05610,FRM05610,Ogun,Tomato,Sandy,36.37,82
Farm_05611,FRM05611,Enugu,Maize,Silt,39.88,74
Farm_05612,FRM05612,Niger,Rice,Loam,6.02,60
Farm_05613,FRM05613,Kaduna,Sorghum,Chalky,43.23,79
Farm_05614,FRM05614,Benue,Sorghum,Loam,20.15,40
Farm_05615,FRM05615,Kano,Rice,Chalky,13.34,58
Farm_05616,FRM05616,Plateau,Cassava,Clay,33.3,63
Farm_05617,FRM05617,Enugu,Sorghum,Silt,34.36,52
Farm_05618,FRM05618,Ogun,Maize,Silt,33.74,81
Farm_05619,FRM05619,Bauchi,Tomato,Loam,15.64,52
Farm_05620,FRM05620,Enugu,Millet,Chalky,10.47,54
