farm_id,fertilizer,kg_used
Farm_05067,Urea,70.0
Farm_05068,NPK,369.9
Farm_05069,NPK,89.2
Farm_05070,Urea,181.1
Farm_05071,Urea,144.9
Farm_05072,Urea,173.6
Farm_05073,Urea,164.2
Farm_05074,Urea,198.8
Farm_05075,DAP,61.3
Farm_05076,NPK,330.4
Farm_05077,NPK,262.1
Farm_05078,DAP,30.1
Farm_05079,DAP,330.6
Farm_05080,Urea,338.6
Farm_05081,DAP,173.4
Farm_05082,NPK,210.1
Farm_05083,DAP,155.5
Farm_05084,NPK,360.7
Farm_05085,DAP,321.0
Farm_05086,NPK,290.5
Farm_05087,NPK,23.6
Farm_05088,Urea,35.3
Farm_05089,DAP,153.8
Farm_05090,NPK,279.4
Farm_05091,NPK,231.1
Farm_05092,DAP,137.4
Farm_05093,DAP,257.0
Farm_05094,DAP,364.7
Farm_05095,NPK,351.7
Farm_05096,Urea,312.9
Farm_05097,DAP,357.0
Farm_05098,Urea,391.4
Farm_05099,DAP,242.6
Farm_05100,Urea,143.7
Farm_05101,DAP,347.1
Farm_05102,NPK,145.0
Farm_05103,Urea,174.2
Farm_05104,Urea,39.8
Farm_05105,NPK,78.3
Farm_05106,DAP,294.8
Farm_05107,NPK,241.8
Farm_05108,DAP,101.5
Farm_05109,DAP,130.2
Farm_05110,NPK,156.1
Farm_05111,Urea,80.1
Farm_05112,NPK,193.7
Farm_05113,NPK,96.6
Farm_05114,NPK,390.7
Farm_05115,DAP,396.4
Farm_05116,Urea,172.4
Farm_05117,Urea,347.1
Farm_05118,DAP,305.0
Farm_05119,Urea,272.3
Farm_05120,DAP,367.1
Farm_05121,Urea,143.9
Farm_05122,NPK,205.1
Farm_05123,NPK,374.4
Farm_05124,NPK,98.8
Farm_05125,DAP,200.2
Farm_05126,NPK,177.3
Farm_05127,Urea,39.8
Farm_05128,DAP,239.3
Farm_05129,DAP,183.4
Farm_05130,Urea,66.8
Farm_05131,NPK,384.0
Farm_05132,DAP,389.6
Farm_05133,DAP,349.1
Farm_05134,NPK,250.6
Farm_05135,DAP,374.5
Farm_05136,DAP,114.0
Farm_05137,NPK,107.9
Farm_05138,DAP,251.0
Farm_05139,NPK,276.8
Farm_05140,NPK,124.9
Farm_05141,Urea,380.6
Farm_05142,NPK,180.7
Farm_05143,Urea,244.3
Farm_05144,Urea,188.1
Farm_05145,DAP,192.6
Farm_05146,NPK,263.2
Farm_05147,NPK,57.8
Farm_05148,Urea,292.6
Farm_05149,NPK,282.9
Farm_05150,Urea,158.6
Farm_05151,DAP,198.6
Farm_05152,DAP,244.9
Farm_05153,NPK,354.7
Farm_05154,NPK,236.3
Farm_05155,Urea,312.6
Farm_05156,NPK,360.8
Farm_05157,Urea,48.9
Farm_05158,DAP,282.0
Farm_05159,DAP,143.8
Farm_05160,Urea,326.7
Farm_05161,NPK,126.5
Farm_05162,NPK,141.5
Farm_05163,NPK,101.4
Farm_05164,Urea,178.1
Farm_05165,NPK,335.9
Farm_05166,DAP,98.1
Farm_05167,Urea,327.2
Farm_05168,NPK,95.9
Farm_05169,DAP,77.4
Farm_05170,Urea,27.9
Farm_05171,Urea,35.6
Farm_05172,Urea,40.1
Farm_05173,DAP,177.2
Farm_05174,Urea,296.8
Farm_05175,DAP,370.1
Farm_05176,DAP,212.1
Farm_05177,Urea,335.4
Farm_05178,DAP,305.7
Farm_05179,DAP,34.9
Farm_05180,DAP,132.9
Farm_05181,NPK,304.7
Farm_05182,NPK,108.1
Farm_05183,DAP,29.1
Farm_05184,DAP,377.5
Farm_05185,DAP,376.0
Farm_05186,DAP,374.9
Farm_05187,Urea,372.2
Farm_05188,DAP,196.6
Farm_05189,NPK,193.2
Farm_05190,NPK,209.2
Farm_05191,NPK,212.8
Farm_05192,Urea,230.5
Farm_05193,NPK,49.2
Farm_05194,DAP,26.3
Farm_05195,Urea,60.1
Farm_05196,Urea,100.6
Farm_05197,Urea,222.9
Farm_05198,DAP,379.7
Farm_05199,DAP,358.3
Farm_05200,NPK,133.8
Farm_05201,DAP,255.2
Farm_05202,DAP,150.0
Farm_05203,NPK,339.6
Farm_05204,Urea,135.4
Farm_05205,Urea,27.7
Farm_05206,Urea,245.4
Farm_05207,Urea,157.7
Farm_05208,Urea,327.6
Farm_05209,Urea,154.7
Farm_05210,NPK,213.2
Farm_05211,NPK,141.4
Farm_05212,Urea,260.7
Farm_05213,Urea,31.8
Farm_05214,Urea,368.7
Farm_05215,DAP,217.5
Farm_05216,Urea,361.8
Farm_05217,NPK,121.1
Farm_05218,DAP,370.0
Farm_05219,DAP,265.0
Farm_05220,DAP,256.3
Farm_05221,DAP,234.1
Farm_05222,Urea,208.8
Farm_05223,Urea,384.8
Farm_05224,Urea,24.4
Farm_05225,Urea,285.9
Farm_05226,DAP,80.6
Farm_05227,Urea,188.1
Farm_05228,Urea,239.2
Farm_05229,Urea,304.4
Farm_05230,DAP,351.4
Farm_05231,Urea,152.5
Farm_05232,NPK,126.0
Farm_05233,NPK,152.8
Farm_05234,NPK,338.7
Farm_05235,NPK,162.3
Farm_05236,Urea,106.7
Farm_05237,NPK,163.8
Farm_05238,Urea,313.5
Farm_05239,NPK,192.9
Farm_05240,DAP,180.0
Farm_05241,NPK,129.3
Farm_05242,Urea,77.4
Farm_05243,Urea,306.2
Farm_05244,Urea,49.1
Farm_05245,NPK,182.5
Farm_05246,NPK,335.9
Farm_05247,Urea,51.0
Farm_05248,NPK,202.4
Farm_05249,DAP,82.2
Farm_05250,NPK,288.8
Farm_05251,Urea,112.2
Farm_05252,NPK,281.9
Farm_05253,Urea,330.7
Farm_05254,Urea,223.2
Farm_05255,NPK,361.2
Farm_05256,NPK,185.2
Farm_05257,NPK,356.3
Farm_05258,Urea,267.2
Farm_05259,Urea,316.1
Farm_05260,DAP,311.2
Farm_05261,DAP,201.0
Farm_05262,NPK,54.7
Farm_05263,DAP,364.0
Farm_05264,NPK,291.5
Farm_05265,NPK,110.1
Farm_05266,NPK,105.5
Farm_05267,NPK,318.5
Farm_05268,DAP,279.0
Farm_05269,NPK,54.7
Farm_05270,Urea,37.8
Farm_05271,DAP,260.3
Farm_05272,DAP,33.8
Farm_05273,DAP,112.1
Farm_05274,NPK,91.8
Farm_05275,NPK,213.4
Farm_05276,DAP,397.1
Farm_05277,Urea,237.2
Farm_05278,DAP,189.5
Farm_05279,Urea,81.0
Farm_05280,DAP,164.0
Farm_05281,DAP,317.1
Farm_05282,Urea,66.4
Farm_05283,DAP,117.2
Farm_05284,DAP,301.9
Farm_05285,DAP,374.6
Farm_05286,NPK,180.7
Farm_05287,Urea,188.0
Farm_05288,NPK,146.4
Farm_05289,DAP,103.3
Farm_05290,Urea,339.8
Farm_05291,Urea,65.8
Farm_05292,Urea,148.5
Farm_05293,Urea,81.8
Farm_05294,DAP,378.3
Farm_05295,NPK,300.9
Farm_05296,Urea,23.1
Farm_05297,Urea,222.2
Farm_05298,DAP,108.0
Farm_05299,NPK,308.8
Farm_05300,NPK,342.1
Farm_05301,DAP,318.6
Farm_05302,NPK,398.9
Farm_05303,NPK,271.2
Farm_05304,DAP,342.5
Farm_05305,NPK,212.1
Farm_05306,NPK,297.1
Farm_05307,NPK,345.8
Farm_05308,Urea,323.7
Farm_05309,Urea,287.4
Farm_05310,DAP,103.0
Farm_05311,NPK,206.8
Farm_05312,Urea,353.5
Farm_05313,NPK,92.7
Farm_05314,Urea,157.7
Farm_05315,Urea,139.5
Farm_05316,NPK,344.6
Farm_05317,Urea,152.8
Farm_05318,DAP,223.9
Farm_05319,Urea,68.2
Farm_05320,DAP,184.0
Farm_05321,Urea,75.8
Farm_05322,DAP,393.5
Farm_05323,Urea,372.7
Farm_05324,DAP,47.8
Farm_05325,NPK,55.0
Farm_05326,NPK,113.0
Farm_05327,NPK,342.0
Farm_05328,Urea,382.5
Farm_05329,Urea,283.7
Farm_05330,Urea,178.2
Farm_05331,DAP,291.5
Farm_05332,NPK,323.3
Farm_05333,NPK,230.5
Farm_05334,Urea,201.6
Farm_05335,Urea,205.5
Farm_05336,DAP,55.1
Farm_05337,Urea,392.3
Farm_05338,Urea,324.5
Farm_05339,Urea,336.3
Farm_05340,Urea,194.7
Farm_05341,NPK,343.5
Farm_05342,Urea,294.7
Farm_05343,NPK,99.3
Farm_05344,Urea,339.7
Farm_05345,NPK,319.0
Farm_05346,NPK,178.1
Farm_05347,NPK,119.1
Farm_05348,NPK,305.9
Farm_05349,DAP,170.6
Farm_05350,DAP,103.6
Farm_05351,DAP,381.9
Farm_05352,NPK,253.8
Farm_05353,DAP,147.5
Farm_05354,Urea,316.2
Farm_05355,NPK,98.7
Farm_05356,DAP,184.2
Farm_05357,Urea,321.0
Farm_05358,Urea,49.6
Farm_05359,NPK,290.7
Farm_05360,Urea,132.5
Farm_05361,Urea,136.6
Farm_05362,Urea,270.3
Farm_05363,Urea,365.9
Farm_05364,Urea,236.8
Farm_05365,Urea,172.0
Farm_05366,Urea,146.6
Farm_05367,NPK,342.0
Farm_05368,Urea,67.3
Farm_05369,NPK,251.7
Farm_05370,NPK,223.3
Farm_05371,DAP,61.9
Farm_05372,Urea,303.5
Farm_05373,NPK,247.1
Farm_05374,NPK,189.9
Farm_05375,DAP,217.3
Farm_05376,Urea,329.2
Farm_05377,NPK,356.3
Farm_05378,Urea,388.7
Farm_05379,DAP,212.7
Farm_05380,NPK,168.3
Farm_05381,NPK,24.2
Farm_05382,Urea,168.1
Farm_05383,DAP,365.4
Farm_05384,NPK,383.6
Farm_05385,DAP,36.6
Farm_05386,Urea,257.9
Farm_05387,DAP,74.3
Farm_05388,NPK,294.1
Farm_05389,DAP,388.8
Farm_05390,NPK,160.0
Farm_05391,NPK,82.3
Farm_05392,NPK,145.8
Farm_05393,Urea,325.6
Farm_05394,NPK,249.9
Farm_05395,DAP,237.2
Farm_05396,DAP,308.8
Farm_05397,NPK,191.9
Farm_05398,NPK,152.5
Farm_05399,Urea,307.5
Farm_05400,DAP,73.4
Farm_05401,Urea,270.4
Farm_05402,DAP,258.1
Farm_05403,Urea,307.6
Farm_05404,DAP,327.2
Farm_05405,DAP,276.8
Farm_05406,NPK,376.6
Farm_05407,Urea,20.9
Farm_05408,Urea,247.0
Farm_05409,DAP,219.1
Farm_05410,Urea,211.2
Farm_05411,NPK,288.3
Farm_05412,DAP,41.9
Farm_05413,DAP,156.4
Farm_05414,Urea,228.4
Farm_05415,NPK,204.3
Farm_05416,Urea,174.8
Farm_05417,Urea,311.2
Farm_05418,DAP,31.3
Farm_05419,NPK,188.8
Farm_05420,Urea,267.6
Farm_05421,DAP,362.1
Farm_05422,DAP,286.1
Farm_05423,NPK,70.1
Farm_05424,NPK,50.0
Farm_05425,Urea,298.5
Farm_05426,Urea,101.2
Farm_05427,Urea,80.4
Farm_05428,DAP,332.2
Farm_05429,Urea,219.7
Farm_05430,DAP,363.3
Farm_05431,DAP,391.9
Farm_05432,Urea,108.6
Farm_05433,DAP,259.5
Farm_05434,DAP,273.0
Farm_05435,DAP,178.3
Farm_05436,DAP,177.1
Farm_05437,NPK,150.9
Farm_05438,NPK,162.3
Farm_05439,DAP,140.2
Farm_05440,Urea,39.2
Farm_05441,DAP,309.8
Farm_05442,NPK,328.8
Farm_05443,DAP,142.1
Farm_05444,DAP,234.3
Farm_05445,NPK,177.9
Farm_05446,DAP,183.8
Farm_05447,DAP,387.0
Farm_05448,Urea,325.7
Farm_05449,Urea,136.8
Farm_05450,NPK,226.5
Farm_05451,NPK,136.6
Farm_05452,Urea,242.3
Farm_05453,DAP,393.5
Farm_05454,NPK,189.4
Farm_05455,DAP,147.2
Farm_05456,Urea,247.5
Farm_05457,NPK,359.6
Farm_05458,DAP,237.7
Farm_05459,DAP,318.7
Farm_05460,Urea,337.2
Farm_05461,Urea,129.1
Farm_05462,DAP,280.8
Farm_05463,NPK,333.2
Farm_05464,DAP,63.2
Farm_05465,Urea,372.2
Farm_05466,DAP,257.4
Farm_05467,DAP,230.0
Farm_05468,NPK,41.7
Farm_05469,NPK,363.8
Farm_05470,Urea,377.7
Farm_05471,DAP,35.2
Farm_05472,Urea,138.6
Farm_05473,DAP,209.4
Farm_05474,NPK,130.4
Farm_05475,DAP,311.0
Farm_05476,Urea,268.7
Farm_05477,Urea,363.8
Farm_05478,Urea,50.8
Farm_05479,DAP,283.5
Farm_05480,DAP,391.0
Farm_05481,NPK,360.6
Farm_05482,NPK,340.6
Farm_05483,Urea,188.7
Farm_05484,Urea,359.5
Farm_05485,DAP,275.9
Farm_05486,DAP,304.1
Farm_05487,Urea,231.3
Farm_05488,NPK,31.7
Farm_05489,NPK,155.5
Farm_05490,NPK,396.1
Farm_05491,NPK,389.0
Farm_05492,Urea,213.7
Farm_05493,DAP,72.2
Farm_05494,NPK,260.5
Farm_05495,Urea,87.7
Farm_05496,DAP,186.5
Farm_05497,DAP,355.9
Farm_05498,DAP,392.4
Farm_05499,DAP,92.0
Farm_05500,NPK,256.6
Farm_05501,DAP,344.8
Farm_05502,NPK,88.3
Farm_05503,NPK,42.5
Farm_05504,NPK,41.9
Farm_05505,DAP,128.6
Farm_05506,Urea,22.5
Farm_05507,DAP,220.8
Farm_05508,Urea,291.6
Farm_05509,DAP,346.9
Farm_05510,Urea,231.0
Farm_05511,NPK,345.4
Farm_05512,Urea,171.6
Farm_05513,NPK,111.0
Farm_05514,NPK,27.3
Farm_05515,Urea,34.9
Farm_05516,NPK,225.3
Farm_05517,Urea,338.4
Farm_05518,NPK,117.7
Farm_05519,DAP,140.7
Farm_05520,Urea,43.7
Farm_05521,Urea,394.8
Farm_05522,NPK,268.1
Farm_05523,Urea,199.5
Farm_05524,DAP,358.9
Farm_05525,DAP,124.4
Farm_05526,Urea,83.8
Farm_05527,Urea,272.6
Farm_05528,DAP,392.4
Farm_05529,Urea,31.7
Farm_05530,NPK,111.5
Farm_05531,Urea,314.9
Farm_05532,Urea,56.7
Farm_05533,NPK,144.0
Farm_05534,NPK,49.9
Farm_05535,NPK,71.7
Farm_05536,NPK,375.3
Farm_05537,NPK,198.3
Farm_05538,NPK,357.1
Farm_05539,DAP,168.4
Farm_05540,DAP,81.5
Farm_05541,DAP,282.5
Farm_05542,DAP,231.0
Farm_05543,NPK,228.2
Farm_05544,NPK,126.1
Farm_05545,DAP,174.8
Farm_05546,Urea,232.9
Farm_05547,NPK,173.5
Farm_05548,NPK,273.5
Farm_05549,Urea,198.3
Farm_05550,DAP,225.8
Farm_05551,DAP,71.8
Farm_05552,DAP,267.5
Farm_05553,DAP,142.5
Farm_05554,DAP,149.3
Farm_05555,Urea,286.5
Farm_05556,NPK,312.2
Farm_05557,NPK,24.0
Farm_05558,Urea,330.3
Farm_05559,Urea,284.3
Farm_05560,DAP,121.7
Farm_05561,DAP,107.5
Farm_05562,DAP,167.8
Farm_05563,NPK,293.4
Farm_05564,Urea,260.8
Farm_05565,NPK,373.8
Farm_05566,Urea,75.5
Farm_05567,NPK,346.5
Farm_05568,NPK,262.1
Farm_05569,Urea,136.5
Farm_05570,DAP,68.8
Farm_05571,DAP,247.7
Farm_05572,NPK,94.1
Farm_05573,DAP,133.0
Farm_05574,DAP,268.9
Farm_05575,Urea,175.2
Farm_05576,Urea,148.1
Farm_05577,NPK,381.6
Farm_05578,DAP,24.0
Farm_05579,NPK,50.0
Farm_05580,Urea,36.6
Farm_05581,Urea,265.5
Farm_05582,NPK,168.5
Farm_05583,DAP,118.8
Farm_05584,DAP,93.8
Farm_05585,DAP,198.5
Farm_05586,DAP,224.5
Farm_05587,Urea,213.8
Farm_05588,DAP,388.6
Farm_05589,Urea,137.4
Farm_05590,Urea,89.2
Farm_05591,NPK,137.8
Farm_05592,Urea,191.9
Farm_05593,Urea,156.0
Farm_05594,NPK,137.2
Farm_05595,DAP,212.7
Farm_05596,DAP,243.3
Farm_05597,DAP,21.1
Farm_05598,DAP,159.5
Farm_05599,DAP,306.4
Farm_05600,Urea,381.6
Farm_05601,Urea,318.1
Farm_05602,NPK,360.6
Farm_05603,NPK,198.2
Farm_05604,DAP,372.9
Farm_05605,DAP,313.4
Farm_05606,DAP,302.5
Farm_05607,DAP,30.9
Farm_05608,Urea,284.5
Farm_05609,DAP,399.6
Farm_05610,DAP,234.4
Farm_05611,Urea,147.9
Farm_05612,NPK,252.4
Farm_05613,DAP,195.3
Farm_05614,DAP,272.2
Farm_05615,NPK,390.1
Farm_05616,NPK,310.8
Farm_05617,NPK,384.7
Farm_05618,DAP,59.7
Farm_05619,DAP,57.2
Farm_05620,DAP,125.2
Farm_05621,DAP,367.4
Farm_05622,Urea,178.3
Farm_05623,NPK,296.4
Farm_05624,NPK,182.8
Farm_05625,Urea,301.0
Farm_05626,NPK,363.6
Farm_05627,DAP,88.6
Farm_05628,DAP,384.9
Farm_05629,Urea,41.0
Farm_05630,NPK,394.3
Farm_05631,DAP,83.9
Farm_05632,NPK,27.4
Farm_05633,NPK,41.9
Farm_05634,DAP,39.0
Farm_05635,NPK,218.7
Farm_05636,NPK,203.8
Farm_05637,NPK,367.0
Farm_05638,Urea,141.6
Farm_05639,Urea,116.5
Farm_05640,Urea,52.0
Farm_05641,DAP,43.3
Farm_05642,NPK,102.5
Farm_05643,Urea,363.5
Farm_05644,NPK,49.7
Farm_05645,NPK,254.9
Farm_05646,Urea,246.4
Farm_05647,Urea,374.1
Farm_05648,NPK,312.0
Farm_05649,DAP,117.4
Farm_05650,NPK,101.1
Farm_05651,NPK,27.1
Farm_05652,NPK,131.3
Farm_05653,DAP,203.7
Farm_05654,DAP,339.1
Farm_05655,Urea,329.3
Farm_05656,Urea,294.5
Farm_05657,DAP,365.2
Farm_05658,DAP,336.8
Farm_05659,NPK,37.8
Farm_05660,DAP,158.4
Farm_05661,Urea,88.2
Farm_05662,NPK,77.8
Farm_05663,DAP,374.1
Farm_05664,DAP,320.4
Farm_05665,Urea,103.2
Farm_05666,Urea,328.7
Farm_05667,DAP,271.7
Farm_05668,DAP,242.9
Farm_05669,Urea,61.2
Farm_05670,Urea,47.0
Farm_05671,NPK,119.0
Farm_05672,NPK,201.9
Farm_05673,Urea,249.4
Farm_05674,DAP,307.9
Farm_05675,Urea,158.3
Farm_05676,DAP,379.3
Farm_05677,Urea,178.3
Farm_05678,NPK,144.0
Farm_05679,DAP,337.8
Farm_05680,Urea,140.6
Farm_05681,Urea,368.3
Farm_05682,Urea,240.4
Farm_05683,DAP,308.2
Farm_05684,NPK,251.6
Farm_05685,DAP,24.4
Farm_05686,Urea,303.4
Farm_05687,Urea,20.0
Farm_05688,NPK,150.7
Farm_05689,DAP,23.7
Farm_05690,NPK,240.0
Farm_05691,Urea,219.2
Farm_05692,Urea,63.3
Farm_05693,NPK,20.4
Farm_05694,NPK,280.5
Farm_05695,DAP,47.8
Farm_05696,NPK,361.7
Farm_05697,NPK,147.2
Farm_05698,Urea,147.2
Farm_05699,Urea,150.3
Farm_05700,Urea,226.3
Farm_05701,DAP,72.3
Farm_05702,Urea,75.8
Farm_05703,DAP,301.0
Farm_05704,DAP,248.8
Farm_05705,NPK,162.8
Farm_05706,Urea,382.8
Farm_05707,Urea,397.3
Farm_05708,NPK,289.6
Farm_05709,Urea,33.6
Farm_05710,DAP,212.1
Farm_05711,Urea,224.5
Farm_05712,NPK,259.8
Farm_05713,NPK,89.8
Farm_05714,NPK,291.5
Farm_05715,Urea,126.0
Farm_05716,DAP,397.7
Farm_05717,DAP,378.8
Farm_05718,NPK,332.9
Farm_05719,DAP,360.0
Farm_05720,DAP,378.2
Farm_05721,DAP,262.7
Farm_05722,DAP,292.3
Farm_05723,Urea,286.7
Farm_05724,Urea,391.8
Farm_05725,Urea,98.3
Farm_05726,DAP,35.9
Farm_05727,DAP,313.6
Farm_05728,DAP,333.5
Farm_05729,NPK,189.8
Farm_05730,DAP,331.3
Farm_05731,Urea,293.2
Farm_05732,Urea,137.5
Farm_05733,DAP,324.3
Farm_05734,Urea,212.0
Farm_05735,NPK,295.8
Farm_05736,NPK,366.3
Farm_05737,NPK,225.0
Farm_05738,NPK,246.6
Farm_05739,DAP,32.1
Farm_05740,NPK,171.4
Farm_05741,DAP,165.6
Farm_05742,DAP,133.3
Farm_05743,DAP,212.1
Farm_05744,Urea,52.8
Farm_05745,DAP,237.6
Farm_05746,NPK,154.0
Farm_05747,DAP,335.5
Farm_05748,DAP,186.4
Farm_05749,NPK,334.9
Farm_05750,DAP,160.0
Farm_05751,DAP,256.2
Farm_05752,Urea,104.9
Farm_05753,Urea,187.4
Farm_05754,Urea,326.8
Farm_05755,DAP,209.3
Farm_05756,Urea,199.6
Farm_05757,Urea,90.5
Farm_05758,NPK,166.5
Farm_05759,Urea,352.8
Farm_05760,Urea,162.4
Farm_05761,DAP,62.2
Farm_05762,NPK,319.3
Farm_05763,NPK,139.7
Farm_05764,NPK,393.9
Farm_05765,Urea,203.6
Farm_05766,Urea,297.2
Farm_05767,DAP,63.6
Farm_05768,DAP,292.0
Farm_05769,Urea,44.0
Farm_05770,Urea,377.1
Farm_05771,DAP,105.9
Farm_05772,Urea,381.5
Farm_05773,NPK,283.4
Farm_05774,Urea,101.1
Farm_05775,NPK,230.3
Farm_05776,Urea,103.2
Farm_05777,DAP,128.2
Farm_05778,Urea,313.2
Farm_05779,NPK,96.3
Farm_05780,NPK,224.0
Farm_05781,NPK,105.1
Farm_05782,Urea,318.6
Farm_05783,Urea,87.0
Farm_05784,NPK,302.1
Farm_05785,NPK,321.1
Farm_05786,NPK,157.5
Farm_05787,NPK,117.9
Farm_05788,NPK,347.5
Farm_05789,DAP,139.6
Farm_05790,Urea,397.4
Farm_05791,DAP,195.6
Farm_05792,Urea,324.7
Farm_05793,Urea,296.7
Farm_05794,Urea,357.9
Farm_05795,Urea,335.8
Farm_05796,DAP,206.7
Farm_05797,Urea,374.9
Farm_05798,Urea,152.8
Farm_05799,NPK,354.9
Farm_05800,Urea,122.9
Farm_05801,NPK,324.2
Farm_05802,NPK,140.1
Farm_05803,Urea,211.5
Farm_05804,DAP,179.0
Farm_05805,Urea,199.0
Farm_05806,DAP,238.3
Farm_05807,DAP,85.5
Farm_05808,Urea,318.9
Farm_05809,Urea,194.4
Farm_05810,Urea,26.1
Farm_05811,Urea,329.0
Farm_05812,NPK,170.5
Farm_05813,NPK,272.3
Farm_05814,Urea,270.5
Farm_05815,Urea,65.2
Farm_05816,Urea,393.0
Farm_05817,DAP,67.7
Farm_05818,DAP,279.0
Farm_05819,Urea,304.1
Farm_05820,NPK,113.0
Farm_05821,Urea,152.1
Farm_05822,NPK,200.0
Farm_05823,Urea,387.4
Farm_05824,Urea,190.1
Farm_05825,NPK,353.5
Farm_05826,NPK,242.5
Farm_05827,NPK,329.5
Farm_05828,Urea,337.5
Farm_05829,Urea,198.6
Farm_05830,DAP,319.1
Farm_05831,Urea,392.9
Farm_05832,DAP,149.6
Farm_05833,DAP,167.2
Farm_05834,NPK,102.5
Farm_05835,Urea,161.3
Farm_05836,Urea,123.8
Farm_05837,DAP,147.1
Farm_05838,DAP,341.5
Farm_05839,NPK,169.5
Farm_05840,Urea,158.2
Farm_05841,NPK,135.7
Farm_05842,DAP,118.1
Farm_05843,Urea,60.7
Farm_05844,Urea,259.5
Farm_05845,NPK,30.4
Farm_05846,NPK,285.8
Farm_05847,DAP,81.2
Farm_05848,Urea,25.1
Farm_05849,Urea,368.9
Farm_05850,Urea,307.3
Farm_05851,NPK,255.1
Farm_05852,DAP,206.3
Farm_05853,NPK,289.8
Farm_05854,NPK,246.5
Farm_05855,DAP,30.1
Farm_05856,NPK,31.9
Farm_05857,Urea,286.6
Farm_05858,DAP,117.4
Farm_05859,DAP,315.2
Farm_05860,Urea,395.3
Farm_05861,DAP,230.2
Farm_05862,DAP,316.0
Farm_05863,NPK,188.7
Farm_05864,DAP,382.0
Farm_05865,NPK,105.2
Farm_05866,Urea,228.0
Farm_05867,Urea,301.1
Farm_05868,DAP,177.4
Farm_05869,NPK,365.4
Farm_05870,NPK,247.0
Farm_05871,Urea,212.7
Farm_05872,DAP,336.4
Farm_05873,NPK,70.5
Farm_05874,NPK,156.9
Farm_05875,Urea,161.9
Farm_05876,DAP,46.1
Farm_05877,DAP,284.3
Farm_05878,NPK,53.7
Farm_05879,Urea,58.5
Farm_05880,DAP,307.0
Farm_05881,NPK,145.5
Farm_05882,DAP,358.7
Farm_05883,Urea,112.8
Farm_05884,NPK,371.8
Farm_05885,DAP,367.8
Farm_05886,DAP,92.3
Farm_05887,Urea,168.4
Farm_05888,NPK,50.2
Farm_05889,NPK,193.1
Farm_05890,Urea,218.1
Farm_05891,DAP,374.7
Farm_05892,Urea,373.3
Farm_05893,NPK,353.8
Farm_05894,Urea,243.9
Farm_05895,Urea,324.3
Farm_05896,Urea,120.6
Farm_05897,Urea,169.6
Farm_05898,NPK,299.8
Farm_05899,Urea,32.3
Farm_05900,Urea,201.5
Farm_05901,DAP,286.9
Farm_05902,Urea,133.9
Farm_05903,NPK,34.3
Farm_05904,Urea,265.8
Farm_05905,NPK,40.0
Farm_05906,Urea,263.6
Farm_05907,NPK,143.3
Farm_05908,DAP,108.6
Farm_05909,DAP,114.4
Farm_05910,DAP,79.8
Farm_05911,DAP,137.3
Farm_05912,Urea,277.3
Farm_05913,NPK,251.9
Farm_05914,NPK,49.1
Farm_05915,Urea,176.6
Farm_05916,DAP,21.0
Farm_05917,DAP,245.7
Farm_05918,NPK,369.8
Farm_05919,Urea,61.2
Farm_05920,Urea,119.7
Farm_05921,NPK,379.6
Farm_05922,DAP,252.6
Farm_05923,Urea,195.2
Farm_05924,Urea,225.0
Farm_05925,Urea,64.3
Farm_05926,DAP,140.6
Farm_05927,NPK,109.1
Farm_05928,DAP,269.6
Farm_05929,DAP,195.8
Farm_05930,DAP,259.1
Farm_05931,Urea,186.7
Farm_05932,Urea,205.2
Farm_05933,NPK,292.3
Farm_05934,DAP,212.4
Farm_05935,NPK,285.2
Farm_05936,NPK,40.5
Farm_05937,DAP,388.2
Farm_05938,NPK,292.0
Farm_05939,Urea,240.8
Farm_05940,Urea,40.7
Farm_05941,Urea,201.3
Farm_05942,Urea,53.2
Farm_05943,DAP,265.3
Farm_05944,NPK,287.4
Farm_05945,Urea,218.3
Farm_05946,Urea,156.5
Farm_05947,DAP,374.0
Farm_05948,Urea,296.4
Farm_05949,NPK,61.0
Farm_05950,Urea,377.2
Farm_05951,Urea,196.3
Farm_05952,DAP,252.9
Farm_05953,NPK,50.3
Farm_05954,NPK,230.7
Farm_05955,DAP,152.4
Farm_05956,NPK,88.3
Farm_05957,Urea,148.4
Farm_05958,NPK,122.9
Farm_05959,NPK,263.6
Farm_05960,DAP,173.4
Farm_05961,DAP,270.7
Farm_05962,DAP,302.0
Farm_05963,NPK,280.3
Farm_05964,NPK,381.3
Farm_05965,NPK,126.6
Farm_05966,DAP,252.8
Farm_05967,Urea,268.7
Farm_05968,DAP,203.3
Farm_05969,NPK,219.8
Farm_05970,DAP,249.2
Farm_05971,DAP,95.4
Farm_05972,DAP,194.6
Farm_05973,NPK,92.2
Farm_05974,Urea,185.8
Farm_05975,DAP,285.0
Farm_05976,DAP,309.1
Farm_05977,NPK,321.7
Farm_05978,Urea,283.0
Farm_05979,Urea,344.0
Farm_05980,DAP,219.9
Farm_05981,Urea,208.8
Farm_05982,DAP,190.2
Farm_05983,NPK,380.2
Farm_05984,DAP,209.9
Farm_05985,Urea,197.5
Farm_05986,Urea,170.6
Farm_05987,NPK,358.1
Farm_05988,DAP,116.9
Farm_05989,NPK,227.5
Farm_05990,NPK,171.5
Farm_05991,NPK,165.6
Farm_05992,NPK,121.3
Farm_05993,NPK,212.6
Farm_05994,DAP,67.0
Farm_05995,NPK,148.4
Farm_05996,DAP,99.7
Farm_05997,DAP,238.7
Farm_05998,NPK,310.2
