farm_id,soil,ph,nitrogen,phosphorus,potassium
Farm_04143,Loam,7.09,0.168,41.0,130.3
Farm_04144,Silt,4.88,0.477,24.4,90.1
Farm_04145,Loam,5.7,0.168,16.6,172.9
Farm_04146,Peaty,7.51,0.101,35.3,133.2
Farm_04147,Sandy,5.58,0.466,22.9,241.1
Farm_04148,Silt,7.21,0.086,15.3,44.2
Farm_04149,Sandy,5.23,0.074,6.6,44.8
Farm_04150,Loam,5.76,0.143,7.3,203.7
Farm_04151,Chalky,6.73,0.132,21.1,62.6
Farm_04152,Peaty,6.13,0.586,37.6,212.1
Farm_04153,Loam,5.49,0.104,46.3,106.6
Farm_04154,Loam,6.42,0.505,49.0,97.0
Farm_04155,Clay,6.99,0.356,51.1,106.1
Farm_04156,Loam,5.64,0.092,21.7,77.4
Farm_04157,Chalky,4.8,0.129,32.3,189.8
Farm_04158,Sandy,4.98,0.435,7.4,151.3
Farm_04159,Peaty,7.71,0.385,44.9,74.7
Farm_04160,Sandy,6.26,0.382,48.7,58.9
Farm_04161,Chalky,6.26,0.411,12.4,240.1
Farm_04162,Sandy,6.98,0.085,45.6,203.6
Farm_04163,Silt,6.46,0.38,19.2,88.6
Farm_04164,Sandy,6.12,0.177,11.3,40.9
Farm_04165,Loam,6.66,0.504,50.9,212.5
Farm_04166,Peaty,5.46,0.284,27.1,86.1
Farm_04167,Sandy,5.9,0.356,49.6,73.2
Farm_04168,Chalky,5.89,0.572,30.0,154.4
Farm_04169,Sandy,7.34,0.526,38.5,173.2
Farm_04170,Clay,5.53,0.367,32.4,118.1
Farm_04171,Loam,6.33,0.485,31.0,108.1
Farm_04172,Clay,5.1,0.441,34.0,50.1
Farm_04173,Clay,5.95,0.191,28.3,190.2
Farm_04174,Peaty,5.16,0.366,44.4,211.6
Farm_04175,Sandy,6.83,0.39,8.3,106.3
Farm_04176,Chalky,5.88,0.112,35.5,200.1
Farm_04177,Peaty,7.43,0.484,14.3,220.5
Farm_04178,Chalky,5.35,0.16,26.2,90.5
Farm_04179,Clay,5.88,0.564,53.4,179.6
Farm_04180,Clay,6.06,0.245,35.5,86.5
Farm_04181,Chalky,5.04,0.415,54.5,249.2
Farm_04182,Chalky,5.33,0.122,23.7,142.0
Farm_04183,Silt,6.17,0.43,32.6,166.2
Farm_04184,Peaty,6.47,0.216,51.5,59.0
Farm_04185,Peaty,7.51,0.406,5.5,152.3
Farm_04186,Peaty,7.18,0.547,32.0,238.4
Farm_04187,Silt,4.95,0.336,44.6,197.6
Farm_04188,Loam,5.6,0.4,51.1,223.1
Farm_04189,Clay,7.08,0.128,32.4,76.6
Farm_04190,Chalky,5.98,0.562,9.2,177.6
Farm_04191,Sandy,6.33,0.195,14.3,177.0
Farm_04192,Chalky,5.1,0.329,35.1,208.9
Farm_04193,Loam,5.24,0.228,37.4,107.2
Farm_04194,Loam,6.81,0.539,26.7,176.9
Farm_04195,Clay,5.82,0.335,15.7,74.7
Farm_04196,Loam,7.06,0.302,18.4,115.8
Farm_04197,Silt,5.14,0.444,54.1,86.0
Farm_04198,Clay,7.4,0.101,46.7,165.9
Farm_04199,Sandy,5.55,0.121,23.8,235.1
Farm_04200,Loam,6.89,0.539,11.5,245.2
Farm_04201,Loam,5.52,0.231,13.7,249.9
Farm_04202,Chalky,5.46,0.139,35.0,224.4
Farm_04203,Loam,5.71,0.1,39.4,177.3
Farm_04204,Sandy,6.24,0.422,38.6,122.4
Farm_04205,Silt,5.14,0.433,30.5,118.7
Farm_04206,Silt,6.48,0.087,30.3,222.6
Farm_04207,Chalky,6.54,0.445,43.6,54.0
Farm_04208,Sandy,5.63,0.464,36.1,58.3
Farm_04209,Loam,5.0,0.331,50.1,51.3
Farm_04210,Loam,5.98,0.126,11.4,228.4
Farm_04211,Loam,6.44,0.481,42.8,140.8
Farm_04212,Clay,5.88,0.576,51.5,237.8
Farm_04213,Loam,5.56,0.21,17.7,42.8
Farm_04214,Chalky,7.54,0.479,44.2,154.3
Farm_04215,Sandy,5.83,0.453,51.7,227.9
Farm_04216,Loam,7.44,0.436,53.6,100.9
Farm_04217,Loam,6.12,0.222,22.6,100.9
Farm_04218,Silt,5.88,0.301,17.2,226.1
Farm_04219,Loam,6.48,0.063,50.9,229.9
Farm_04220,Silt,5.68,0.572,51.9,180.4
Farm_04221,Clay,7.28,0.204,38.7,49.3
Farm_04222,Clay,7.62,0.457,41.3,131.2
Farm_04223,Clay,5.59,0.499,53.4,231.1
Farm_04224,Peaty,6.4,0.39,14.1,145.7
Farm_04225,Clay,5.09,0.278,45.0,212.2
Farm_04226,Silt,6.6,0.541,43.7,219.0
Farm_04227,Loam,5.35,0.334,35.3,197.2
Farm_04228,Clay,6.43,0.093,41.0,183.3
Farm_04229,Silt,6.06,0.506,10.6,239.5
Farm_04230,Peaty,6.08,0.509,16.9,88.2
Farm_04231,Silt,6.97,0.539,14.8,216.4
Farm_04232,Chalky,5.17,0.598,39.9,66.2
Farm_04233,Silt,6.02,0.274,53.2,248.1
Farm_04234,Clay,4.83,0.148,38.4,61.7
Farm_04235,Sandy,4.9,0.315,21.9,97.4
Farm_04236,Loam,4.96,0.1,12.0,80.2
Farm_04237,Sandy,7.07,0.173,29.0,127.3
Farm_04238,Chalky,6.68,0.245,10.7,148.6
Farm_04239,Chalky,4.82,0.572,29.6,128.3
Farm_04240,Clay,5.82,0.561,27.7,90.0
Farm_04241,Peaty,7.09,0.467,19.6,157.8
Farm_04242,Peaty,5.52,0.079,19.2,111.9
Farm_04243,Chalky,7.28,0.513,42.4,196.9
Farm_04244,Sandy,7.46,0.176,25.7,207.4
Farm_04245,Chalky,7.31,0.189,12.1,235.7
Farm_04246,Sandy,5.98,0.076,32.3,217.6
Farm_04247,Sandy,7.27,0.487,43.3,139.9
Farm_04248,Silt,6.29,0.354,8.0,152.5
Farm_04249,Silt,6.16,0.407,54.9,150.7
Farm_04250,Clay,7.52,0.454,51.2,91.7
Farm_04251,Chalky,7.24,0.071,16.8,213.7
Farm_04252,Chalky,6.39,0.074,28.1,52.3
Farm_04253,Clay,7.29,0.508,12.8,234.0
Farm_04254,Sandy,6.88,0.161,45.9,148.1
Farm_04255,Clay,6.23,0.305,47.5,102.9
Farm_04256,Sandy,6.78,0.059,53.2,126.9
Farm_04257,Loam,7.78,0.535,44.9,127.4
Farm_04258,Silt,4.87,0.588,20.9,189.5
Farm_04259,Loam,5.15,0.151,47.5,63.4
Farm_04260,Peaty,7.37,0.348,20.2,247.4
Farm_04261,Peaty,4.91,0.225,7.0,178.5
Farm_04262,Sandy,5.76,0.404,54.8,155.6
Farm_04263,Chalky,7.02,0.455,40.4,93.0
Farm_04264,Silt,5.55,0.233,29.1,210.8
Farm_04265,Clay,5.98,0.577,22.5,194.1
Farm_04266,Silt,6.53,0.476,46.8,162.1
Farm_04267,Loam,5.22,0.153,32.1,128.5
Farm_04268,Loam,5.27,0.203,28.0,63.8
Farm_04269,Clay,7.02,0.087,51.9,125.2
Farm_04270,Sandy,5.42,0.494,22.3,194.9
Farm_04271,Chalky,5.9,0.365,40.2,160.9
Farm_04272,Chalky,6.36,0.575,7.6,187.0
Farm_04273,Clay,6.71,0.204,22.4,169.4
Farm_04274,Clay,6.67,0.165,6.4,216.0
Farm_04275,Peaty,5.12,0.215,54.7,233.2
Farm_04276,Peaty,6.43,0.563,21.4,68.6
Farm_04277,Chalky,6.24,0.289,10.1,181.9
Farm_04278,Loam,6.57,0.349,15.3,120.9
Farm_04279,Peaty,5.77,0.433,52.3,118.7
Farm_04280,Peaty,7.08,0.135,47.8,98.2
Farm_04281,Chalky,5.55,0.238,9.4,134.6
Farm_04282,Sandy,7.5,0.409,38.4,156.8
Farm_04283,Chalky,6.31,0.519,6.0,68.2
Farm_04284,Loam,5.44,0.361,15.5,82.2
Farm_04285,Sandy,6.52,0.208,17.1,236.8
Farm_04286,Peaty,7.15,0.319,39.5,152.1
Farm_04287,Silt,5.47,0.238,22.7,102.0
Farm_04288,Sandy,7.66,0.158,28.3,145.0
Farm_04289,Sandy,7.76,0.292,7.2,137.6
Farm_04290,Peaty,7.46,0.101,37.9,60.0
Farm_04291,Chalky,6.43,0.153,29.4,88.7
Farm_04292,Loam,4.82,0.543,36.8,223.0
Farm_04293,Sandy,4.96,0.097,47.5,54.7
Farm_04294,Clay,7.52,0.487,22.2,58.9
Farm_04295,Sandy,4.88,0.575,23.8,190.8
Farm_04296,Peaty,6.79,0.41,53.6,179.4
Farm_04297,Chalky,7.22,0.164,47.2,65.0
Farm_04298,Silt,6.25,0.35,54.9,186.5
Farm_04299,Sandy,6.01,0.488,20.5,146.4
Farm_04300,Chalky,5.87,0.368,6.8,136.4
Farm_04301,Clay,5.4,0.463,37.8,102.6
Farm_04302,Clay,5.8,0.146,46.4,131.5
Farm_04303,Clay,7.38,0.473,46.7,243.6
Farm_04304,Sandy,6.74,0.256,37.6,178.5
Farm_04305,Clay,5.98,0.523,23.0,219.8
Farm_04306,Peaty,7.76,0.274,36.3,108.1
Farm_04307,Silt,7.38,0.414,23.0,174.2
Farm_04308,Clay,7.45,0.42,5.8,97.1
Farm_04309,Sandy,7.44,0.143,44.5,223.3
Farm_04310,Silt,5.5,0.331,24.7,124.8
Farm_04311,Clay,6.91,0.364,16.4,106.0
Farm_04312,Silt,4.84,0.317,22.1,170.5
Farm_04313,Sandy,5.64,0.573,28.5,166.1
Farm_04314,Clay,4.81,0.341,51.2,134.5
Farm_04315,Loam,5.24,0.48,46.8,55.0
Farm_04316,Chalky,7.73,0.342,25.9,47.5
Farm_04317,Sandy,6.53,0.069,30.9,146.8
Farm_04318,Loam,7.55,0.407,10.0,119.6
Farm_04319,Chalky,6.82,0.113,16.6,98.8
Farm_04320,Peaty,4.9,0.126,25.2,126.1
Farm_04321,Silt,5.13,0.159,10.3,85.5
Farm_04322,Loam,5.53,0.401,20.1,197.1
Farm_04323,Sandy,5.65,0.149,9.2,154.4
Farm_04324,Peaty,6.99,0.147,46.0,118.3
Farm_04325,Loam,7.47,0.167,28.6,96.2
Farm_04326,Sandy,6.57,0.538,19.5,141.8
Farm_04327,Silt,6.83,0.508,19.0,245.1
Farm_04328,Clay,6.0,0.425,28.2,172.0
Farm_04329,Peaty,7.34,0.161,49.1,110.5
Farm_04330,Clay,5.59,0.268,47.0,51.9
Farm_04331,Chalky,7.44,0.339,10.8,183.6
Farm_04332,Peaty,7.69,0.326,51.3,182.7
Farm_04333,Loam,6.7,0.233,43.3,130.1
Farm_04334,Peaty,5.87,0.115,36.9,174.3
Farm_04335,Peaty,6.16,0.458,23.2,212.6
Farm_04336,Silt,6.81,0.416,41.5,219.4
Farm_04337,Silt,6.64,0.339,9.4,126.8
Farm_04338,Peaty,6.48,0.53,14.3,209.6
Farm_04339,Chalky,5.41,0.123,7.3,149.8
Farm_04340,Peaty,6.41,0.349,8.5,69.2
Farm_04341,Peaty,5.46,0.358,14.5,218.9
Farm_04342,Loam,6.38,0.286,20.7,111.1
Farm_04343,Chalky,6.44,0.519,17.7,209.4
Farm_04344,Loam,6.39,0.08,13.0,121.0
Farm_04345,Clay,5.68,0.264,36.6,122.9
Farm_04346,Peaty,6.2,0.32,13.5,98.8
Farm_04347,Silt,5.33,0.312,30.8,235.0
Farm_04348,Loam,7.54,0.102,24.9,226.9
Farm_04349,Sandy,5.17,0.092,15.3,116.5
Farm_04350,Sandy,6.66,0.471,42.8,107.7
Farm_04351,Loam,6.22,0.418,53.9,234.2
Farm_04352,Peaty,5.94,0.066,21.2,213.6
Farm_04353,Sandy,5.15,0.545,17.8,217.9
Farm_04354,Clay,7.43,0.452,54.7,154.4
Farm_04355,Chalky,6.42,0.534,51.6,53.5
Farm_04356,Peaty,4.9,0.488,40.9,80.9
Farm_04357,Chalky,5.39,0.174,36.3,187.6
Farm_04358,Sandy,5.55,0.299,36.7,248.0
Farm_04359,Sandy,7.42,0.382,41.9,170.7
Farm_04360,Loam,6.77,0.117,28.5,186.3
Farm_04361,Clay,6.69,0.327,34.0,78.6
Farm_04362,Silt,7.27,0.21,26.6,133.0
Farm_04363,Peaty,5.16,0.227,51.4,191.5
Farm_04364,Peaty,5.66,0.356,17.7,77.7
Farm_04365,Sandy,7.39,0.584,47.5,229.6
Farm_04366,Loam,7.11,0.244,39.7,105.2
Farm_04367,Clay,5.52,0.404,28.0,230.3
Farm_04368,Clay,6.68,0.384,26.7,149.7
Farm_04369,Clay,4.89,0.598,8.0,218.7
Farm_04370,Clay,4.85,0.472,52.3,45.7
Farm_04371,Peaty,5.86,0.57,33.4,139.0
Farm_04372,Loam,5.82,0.103,35.5,43.6
Farm_04373,Silt,7.25,0.324,44.2,127.0
Farm_04374,Loam,4.86,0.211,50.9,200.0
Farm_04375,Peaty,5.27,0.485,31.6,95.4
Farm_04376,Clay,5.08,0.298,42.5,102.3
Farm_04377,Chalky,5.75,0.275,7.6,65.8
Farm_04378,Peaty,7.02,0.334,43.6,207.8
Farm_04379,Clay,6.63,0.369,44.0,124.5
Farm_04380,Loam,7.39,0.277,17.2,126.4
Farm_04381,Sandy,6.58,0.273,9.7,86.1
Farm_04382,Peaty,5.71,0.2,30.7,101.7
Farm_04383,Clay,7.78,0.351,38.3,152.2
Farm_04384,Peaty,7.48,0.164,15.5,40.3
Farm_04385,Sandy,7.28,0.583,54.3,103.0
Farm_04386,Silt,7.3,0.134,8.8,166.3
Farm_04387,Loam,5.63,0.058,22.0,121.2
Farm_04388,Loam,5.51,0.396,53.2,189.8
Farm_04389,Sandy,6.07,0.373,16.3,131.9
Farm_04390,Chalky,6.01,0.335,37.0,115.0
Farm_04391,Chalky,6.41,0.398,27.3,185.0
Farm_04392,Sandy,4.85,0.45,29.1,147.1
Farm_04393,Loam,5.71,0.317,37.8,107.0
Farm_04394,Clay,7.67,0.394,42.6,166.1
Farm_04395,Loam,5.18,0.565,49.1,97.5
Farm_04396,Sandy,7.44,0.277,23.5,249.4
Farm_04397,Silt,7.74,0.096,34.7,104.9
Farm_04398,Peaty,5.81,0.099,44.9,221.8
Farm_04399,Sandy,7.0,0.305,47.2,183.9
Farm_04400,Clay,7.24,0.35,37.7,62.4
Farm_04401,Peaty,6.14,0.375,41.2,106.6
Farm_04402,Loam,5.17,0.088,10.6,217.4
Farm_04403,Clay,5.65,0.386,6.2,171.4
Farm_04404,Peaty,6.18,0.368,30.5,154.5
Farm_04405,Clay,6.22,0.584,29.3,202.2
Farm_04406,Peaty,6.3,0.588,38.5,50.3
Farm_04407,Chalky,6.93,0.382,22.5,116.1
Farm_04408,Loam,6.38,0.196,47.4,149.3
Farm_04409,Loam,5.51,0.318,31.5,111.5
Farm_04410,Loam,6.41,0.365,54.1,195.4
Farm_04411,Chalky,6.2,0.551,10.3,174.5
Farm_04412,Loam,7.19,0.387,54.1,65.8
Farm_04413,Sandy,6.07,0.256,42.1,218.8
Farm_04414,Loam,6.14,0.54,21.9,166.5
Farm_04415,Peaty,6.42,0.476,30.5,178.7
Farm_04416,Silt,6.49,0.282,45.2,110.0
Farm_04417,Loam,6.49,0.474,8.3,55.8
Farm_04418,Chalky,5.91,0.581,17.4,74.6
Farm_04419,Chalky,6.42,0.087,32.8,56.7
Farm_04420,Silt,4.95,0.408,5.3,108.1
Farm_04421,Silt,6.79,0.344,29.6,55.3
Farm_04422,Loam,7.02,0.108,29.3,239.4
Farm_04423,Chalky,7.07,0.316,6.1,53.5
Farm_04424,Peaty,6.88,0.142,30.6,194.9
Farm_04425,Silt,6.6,0.296,13.3,132.0
Farm_04426,Clay,6.23,0.086,48.5,220.0
Farm_04427,Silt,7.15,0.097,20.1,195.2
Farm_04428,Sandy,6.93,0.563,19.1,247.3
Farm_04429,Silt,7.25,0.29,37.7,100.1
Farm_04430,Chalky,5.93,0.476,16.8,202.9
Farm_04431,Peaty,5.77,0.11,45.8,176.5
Farm_04432,Chalky,7.8,0.505,29.1,138.5
Farm_04433,Sandy,6.4,0.064,17.3,65.0
Farm_04434,Silt,7.49,0.446,7.5,163.1
Farm_04435,Loam,5.81,0.119,34.0,190.2
Farm_04436,Chalky,5.49,0.274,7.8,208.8
Farm_04437,Peaty,6.02,0.268,19.3,127.6
Farm_04438,Sandy,4.9,0.176,54.6,173.4
Farm_04439,Clay,4.83,0.156,21.3,177.1
Farm_04440,Chalky,5.09,0.051,46.3,117.3
Farm_04441,Clay,5.58,0.415,24.2,186.6
Farm_04442,Sandy,5.95,0.544,37.2,233.8
Farm_04443,Silt,6.76,0.462,32.1,201.8
Farm_04444,Clay,7.72,0.593,23.9,209.0
Farm_04445,Sandy,6.53,0.366,33.1,144.9
Farm_04446,Peaty,5.26,0.058,16.5,123.6
Farm_04447,Silt,5.49,0.6,23.9,78.6
Farm_04448,Loam,6.49,0.429,51.2,68.1
Farm_04449,Peaty,5.36,0.348,10.3,197.7
Farm_04450,Peaty,5.14,0.592,34.7,170.2
Farm_04451,Silt,7.33,0.403,19.6,111.7
Farm_04452,Silt,6.37,0.354,11.7,55.6
Farm_04453,Sandy,6.27,0.074,21.2,198.0
Farm_04454,Loam,5.87,0.12,37.5,139.0
Farm_04455,Sandy,6.66,0.206,49.3,135.7
Farm_04456,Chalky,6.4,0.066,32.6,230.6
Farm_04457,Chalky,5.37,0.427,52.3,62.9
Farm_04458,Silt,5.07,0.512,42.6,155.6
Farm_04459,Sandy,6.9,0.341,43.0,115.3
Farm_04460,Loam,4.96,0.511,18.9,115.0
Farm_04461,Peaty,5.52,0.302,15.3,53.9
Farm_04462,Loam,7.47,0.534,46.0,50.7
Farm_04463,Peaty,5.6,0.195,31.4,216.8
Farm_04464,Loam,7.14,0.494,46.4,145.9
Farm_04465,Clay,6.97,0.06,7.8,78.7
Farm_04466,Chalky,5.39,0.381,48.9,77.6
Farm_04467,Silt,7.66,0.054,11.5,217.2
Farm_04468,Silt,6.37,0.324,7.4,110.9
Farm_04469,Loam,7.75,0.283,39.0,193.8
Farm_04470,Clay,7.4,0.599,47.9,158.6
Farm_04471,Clay,6.93,0.361,25.9,108.1
Farm_04472,Peaty,6.92,0.393,34.7,85.8
Farm_04473,Chalky,4.95,0.583,31.9,181.1
Farm_04474,Chalky,5.24,0.294,12.5,51.7
Farm_04475,Peaty,6.65,0.245,38.7,71.4
Farm_04476,Sandy,5.49,0.295,45.5,125.5
Farm_04477,Silt,6.07,0.452,15.4,84.4
Farm_04478,Chalky,5.47,0.536,6.4,58.2
Farm_04479,Peaty,5.4,0.26,40.9,215.4
Farm_04480,Silt,7.06,0.568,37.6,73.2
Farm_04481,Loam,5.19,0.471,35.4,157.8
Farm_04482,Clay,7.13,0.063,24.9,57.9
Farm_04483,Chalky,6.44,0.151,13.8,115.9
Farm_04484,Silt,5.08,0.373,38.3,169.8
Farm_04485,Peaty,5.83,0.463,53.3,232.3
Farm_04486,Loam,5.32,0.423,43.2,139.5
Farm_04487,Clay,5.8,0.114,38.9,70.0
Farm_04488,Sandy,5.57,0.104,5.9,192.7
Farm_04489,Chalky,7.37,0.091,39.8,242.4
Farm_04490,Chalky,6.28,0.587,19.2,130.0
Farm_04491,Loam,4.82,0.565,49.2,164.5
Farm_04492,Sandy,7.44,0.179,14.7,126.1
Farm_04493,Sandy,5.32,0.396,32.4,179.8
Farm_04494,Chalky,7.03,0.104,29.3,138.8
Farm_04495,Silt,6.09,0.332,27.5,246.7
Farm_04496,Clay,7.36,0.112,15.4,114.4
Farm_04497,Peaty,6.35,0.067,45.0,141.6
Farm_04498,Chalky,7.64,0.523,35.3,102.2
Farm_04499,Chalky,5.92,0.591,15.3,167.7
Farm_04500,Peaty,6.04,0.437,16.9,108.8
Farm_04501,Loam,5.28,0.109,17.0,203.2
Farm_04502,Chalky,6.55,0.443,6.2,222.5
Farm_04503,Silt,7.65,0.185,16.2,230.1
Farm_04504,Sandy,6.28,0.223,36.1,103.9
Farm_04505,Loam,5.14,0.125,32.1,106.0
Farm_04506,Chalky,6.86,0.222,41.4,185.6
Farm_04507,Clay,7.61,0.589,44.4,245.9
Farm_04508,Loam,6.12,0.253,21.4,170.8
Farm_04509,Clay,4.91,0.107,47.3,193.0
Farm_04510,Chalky,5.74,0.56,31.5,161.6
Farm_04511,Clay,6.07,0.121,29.3,193.7
Farm_04512,Clay,5.08,0.195,53.7,151.1
Farm_04513,Loam,5.81,0.553,34.6,71.3
Farm_04514,Peaty,6.26,0.129,20.4,62.7
Farm_04515,Silt,5.18,0.31,36.3,249.5
Farm_04516,Chalky,5.2,0.499,16.8,198.6
Farm_04517,Sandy,6.58,0.326,14.5,96.4
Farm_04518,Sandy,7.32,0.1,47.9,241.6
Farm_04519,Chalky,5.96,0.136,45.4,84.1
Farm_04520,Silt,6.52,0.558,32.1,194.4
Farm_04521,Silt,6.53,0.163,48.4,168.5
Farm_04522,Peaty,6.64,0.59,36.1,125.0
Farm_04523,Chalky,5.89,0.476,27.3,217.8
Farm_04524,Peaty,7.75,0.163,28.8,99.4
Farm_04525,Chalky,4.93,0.23,33.2,210.8
Farm_04526,Sandy,5.13,0.272,42.0,187.7
Farm_04527,Silt,6.37,0.588,15.2,76.5
Farm_04528,Silt,5.87,0.157,50.0,183.2
Farm_04529,Silt,7.64,0.438,32.1,68.8
Farm_04530,Chalky,6.94,0.39,13.9,183.1
Farm_04531,Chalky,5.74,0.359,34.4,150.0
Farm_04532,Chalky,5.51,0.543,33.6,172.2
Farm_04533,Silt,5.89,0.052,22.1,181.4
Farm_04534,Sandy,5.83,0.496,49.5,46.3
Farm_04535,Silt,6.85,0.525,44.7,153.6
Farm_04536,Sandy,5.11,0.062,14.1,188.6
Farm_04537,Clay,5.9,0.568,40.8,163.0
Farm_04538,Clay,5.17,0.543,52.6,100.6
Farm_04539,Peaty,6.15,0.182,13.4,72.6
Farm_04540,Loam,5.54,0.489,50.4,158.4
Farm_04541,Sandy,7.12,0.2,25.3,128.8
Farm_04542,Sandy,7.26,0.337,25.4,57.4
Farm_04543,Peaty,7.02,0.218,27.7,169.8
Farm_04544,Sandy,5.11,0.506,25.6,205.4
Farm_04545,Silt,5.9,0.163,43.6,133.5
Farm_04546,Peaty,6.85,0.545,28.5,208.1
Farm_04547,Silt,6.68,0.162,35.5,200.5
Farm_04548,Silt,5.34,0.308,21.3,232.2
Farm_04549,Peaty,7.71,0.146,49.0,99.4
Farm_04550,Silt,6.38,0.245,27.5,121.0
Farm_04551,Clay,6.03,0.354,9.6,171.8
Farm_04552,Sandy,6.35,0.283,33.6,68.6
Farm_04553,Peaty,7.55,0.394,22.4,124.4
Farm_04554,Sandy,7.46,0.358,47.1,102.9
Farm_04555,Clay,7.22,0.591,24.0,94.2
Farm_04556,Sandy,6.58,0.191,30.7,97.3
Farm_04557,Sandy,5.77,0.496,25.0,164.4
Farm_04558,Peaty,5.3,0.143,5.8,222.4
Farm_04559,Clay,7.66,0.407,52.7,224.9
Farm_04560,Chalky,5.44,0.416,34.5,126.6
Farm_04561,Clay,6.07,0.353,38.1,103.9
Farm_04562,Clay,5.15,0.287,5.4,207.2
Farm_04563,Loam,6.78,0.107,48.1,155.0
Farm_04564,Loam,7.37,0.498,10.5,179.8
Farm_04565,Loam,6.02,0.324,6.1,141.4
Farm_04566,Sandy,6.37,0.2,48.0,239.9
Farm_04567,Chalky,7.06,0.11,20.2,233.5
Farm_04568,Silt,7.04,0.542,49.7,221.9
Farm_04569,Clay,7.7,0.453,42.5,111.5
Farm_04570,Clay,5.2,0.4,41.3,124.6
Farm_04571,Clay,5.25,0.358,21.7,92.3
Farm_04572,Loam,6.9,0.59,24.4,134.7
Farm_04573,Peaty,6.45,0.186,53.7,178.7
Farm_04574,Sandy,5.49,0.488,28.3,155.9
Farm_04575,Sandy,7.52,0.435,19.3,250.0
Farm_04576,Loam,5.56,0.542,40.0,207.9
Farm_04577,Chalky,7.62,0.467,34.4,163.3
Farm_04578,Silt,5.37,0.148,5.3,78.5
Farm_04579,Clay,5.39,0.092,45.7,242.4
Farm_04580,Peaty,7.21,0.178,39.9,179.6
Farm_04581,Sandy,7.2,0.21,47.2,217.4
Farm_04582,Peaty,7.2,0.329,37.0,188.7
Farm_04583,Silt,7.33,0.41,54.3,146.5
Farm_04584,Silt,5.48,0.245,33.9,97.4
Farm_04585,Sandy,7.44,0.455,7.6,199.4
Farm_04586,Peaty,7.41,0.174,15.0,73.2
Farm_04587,Silt,7.43,0.465,7.4,82.4
Farm_04588,Loam,6.85,0.268,16.4,116.2
Farm_04589,Sandy,5.72,0.124,32.6,125.3
Farm_04590,Loam,5.87,0.285,26.9,45.1
Farm_04591,Loam,6.75,0.285,19.0,79.7
Farm_04592,Peaty,6.49,0.337,5.4,95.0
Farm_04593,Loam,5.99,0.388,46.9,153.1
Farm_04594,Loam,6.2,0.407,53.9,166.4
Farm_04595,Sandy,5.92,0.5,15.7,135.2
Farm_04596,Clay,7.64,0.531,13.0,194.5
Farm_04597,Peaty,7.74,0.528,5.7,133.6
Farm_04598,Clay,5.79,0.178,15.7,142.2
Farm_04599,Chalky,7.54,0.204,45.3,134.7
Farm_04600,Sandy,6.29,0.208,27.7,59.0
Farm_04601,Silt,5.26,0.526,14.9,177.4
Farm_04602,Chalky,6.01,0.082,30.1,177.1
Farm_04603,Sandy,6.93,0.477,54.2,84.6
Farm_04604,Sandy,5.69,0.186,44.2,141.3
Farm_04605,Clay,6.15,0.249,33.2,91.5
Farm_04606,Sandy,6.48,0.452,32.9,166.4
Farm_04607,Peaty,6.71,0.158,23.4,118.6
Farm_04608,Silt,5.75,0.586,41.5,89.7
Farm_04609,Silt,5.45,0.192,6.6,216.3
Farm_04610,Silt,6.09,0.576,12.1,170.0
Farm_04611,Chalky,6.15,0.063,51.5,224.5
Farm_04612,Chalky,5.69,0.582,5.8,230.5
Farm_04613,Loam,6.52,0.527,27.3,226.0
Farm_04614,Silt,6.94,0.062,30.9,229.0
Farm_04615,Chalky,4.82,0.104,54.7,210.1
Farm_04616,Peaty,6.49,0.284,48.7,137.1
Farm_04617,Chalky,7.18,0.19,49.3,140.9
Farm_04618,Loam,6.86,0.26,32.8,182.4
Farm_04619,Peaty,6.65,0.496,23.8,170.8
Farm_04620,Loam,4.99,0.353,16.6,247.0
Farm_04621,Loam,7.49,0.27,41.4,205.0
Farm_04622,Silt,6.4,0.074,43.7,167.7
Farm_04623,Loam,7.37,0.104,20.0,212.4
Farm_04624,Clay,6.38,0.562,50.8,158.1
Farm_04625,Sandy,5.4,0.27,49.6,233.6
Farm_04626,Clay,6.73,0.101,5.1,42.1
Farm_04627,Sandy,4.91,0.054,53.5,226.3
Farm_04628,Chalky,5.21,0.286,39.9,170.1
Farm_04629,Loam,7.33,0.412,10.0,124.7
Farm_04630,Loam,6.88,0.591,28.3,178.9
Farm_04631,Chalky,7.07,0.068,30.1,60.6
Farm_04632,Sandy,4.92,0.193,46.9,171.2
Farm_04633,Clay,5.22,0.43,44.6,134.2
Farm_04634,Sandy,6.35,0.481,42.9,149.4
Farm_04635,Peaty,5.73,0.252,52.0,147.2
Farm_04636,Sandy,5.22,0.084,45.8,176.7
Farm_04637,Peaty,6.32,0.542,9.0,119.6
Farm_04638,Loam,6.01,0.533,42.6,220.9
Farm_04639,Clay,6.17,0.15,41.0,216.9
Farm_04640,Chalky,6.29,0.428,43.4,200.6
Farm_04641,Sandy,7.09,0.576,39.3,55.5
Farm_04642,Loam,5.1,0.451,21.1,247.0
Farm_04643,Silt,6.18,0.261,9.4,99.7
Farm_04644,Sandy,6.93,0.441,34.8,60.1
Farm_04645,Silt,5.02,0.515,51.9,141.1
Farm_04646,Chalky,5.33,0.528,17.0,143.1
Farm_04647,Chalky,6.9,0.437,43.8,55.4
Farm_04648,Chalky,7.52,0.118,39.6,58.4
Farm_04649,Silt,5.28,0.573,15.9,203.8
